cathode,dopant,voltage_V,x_atomic_frac,reaction_energy_eV_per_atom,forms_M_phosphate,reaction
LiCoO2,Gd,4.30,0.132743,-0.809065,1,0.04854 Li4.8Gd0.2P1S4.4Cl1.6 + 0.9515 LiCoO2 -> 1.184 Li + 0.01942 Co3(PO4)2 + 0.009709 GdPO4 + 0.03883 CoCl2 + 0.2136 Co3O4 + 0.2136 CoSO4
LiCoO2,Gd,4.30,0.164835,-0.90613,1,0.06173 Li4.8Gd0.2P1S4.4Cl1.6 + 0.9383 LiCoO2 -> 1.235 Li + 0.02469 Co3(PO4)2 + 0.01235 GdPO4 + 0.5432 CoO + 0.04938 CoCl2 + 0.2716 CoSO4
LiCoO2,Gd,4.30,0.310597,-1.099605,1,0.1306 Li4.8Gd0.2P1S4.4Cl1.6 + 0.8694 LiCoO2 -> 1.496 Li + 0.05223 Co3(PO4)2 + 0.03379 Co9S8 + 0.02611 GdPO4 + 0.1045 CoCl2 + 0.3041 CoSO4
LiCoO2,Gd,4.30,0.34202,-1.129616,1,0.1477 Li4.8Gd0.2P1S4.4Cl1.6 + 0.8523 LiCoO2 -> 1.561 Li + 0.05907 Co3(PO4)2 + 0.09283 Co3S4 + 0.02954 GdPO4 + 0.1181 CoCl2 + 0.2785 CoSO4
LiCoO2,Gd,4.30,0.378151,-1.156222,1,0.1685 Li4.8Gd0.2P1S4.4Cl1.6 + 0.8315 LiCoO2 -> 1.64 Li + 0.06742 Co3(PO4)2 + 0.03371 GdPO4 + 0.2472 CoS2 + 0.1348 CoCl2 + 0.2472 CoSO4
LiCoO2,Gd,4.30,0.395604,-1.167129,1,0.1791 Li4.8Gd0.2P1S4.4Cl1.6 + 0.8209 LiCoO2 -> 1.681 Li + 0.05373 Co3(PO4)2 + 0.01791 Gd2P4O13 + 0.2716 CoS2 + 0.1433 CoCl2 + 0.2448 CoSO4
LiCoO2,Gd,4.30,0.414747,-1.179086,1,0.1911 Li4.8Gd0.2P1S4.4Cl1.6 + 0.8089 LiCoO2 -> 1.726 Li + 0.03822 Co3(PO4)2 + 0.2994 CoS2 + 0.03822 Gd(PO3)3 + 0.1529 CoCl2 + 0.242 CoSO4
LiCoO2,Gd,4.30,0.428571,-1.187733,1,0.2 Li4.8Gd0.2P1S4.4Cl1.6 + 0.8 LiCoO2 -> 1.76 Li + 0.04 Co2P2O7 + 0.32 CoS2 + 0.04 Gd(PO3)3 + 0.16 CoCl2 + 0.24 CoSO4
LiCoO2,Gd,4.30,0.451128,-1.197987,1,0.2151 Li4.8Gd0.2P1S4.4Cl1.6 + 0.7849 LiCoO2 -> 1.817 Li + 0.02151 CoP4O11 + 0.3548 CoS2 + 0.04301 Gd(PO3)3 + 0.172 CoCl2 + 0.2366 CoSO4
LiCoO2,Gd,4.30,0.564263,-1.242791,1,0.3015 Li4.8Gd0.2P1S4.4Cl1.6 + 0.6985 LiCoO2 -> 2.146 Li + 0.03015 CoP4O11 + 0.5377 CoS2 + 0.0603 Gd(PO3)3 + 0.1206 SCl4 + 0.1307 CoSO4
LiCoO2,Gd,4.30,0.614334,-1.261484,1,0.3468 Li4.8Gd0.2P1S4.4Cl1.6 + 0.6532 LiCoO2 -> 2.318 Li + 0.03468 CoP4O11 + 0.1503 SO2 + 0.6185 CoS2 + 0.06936 Gd(PO3)3 + 0.1387 SCl4
LiCoO2,Gd,4.30,0.669145,-1.276885,1,0.4027 Li4.8Gd0.2P1S4.4Cl1.6 + 0.5973 LiCoO2 -> 2.53 Li + 0.04027 CoP4O11 + 0.01342 SO2 + 0.6443 SCl + 0.557 CoS2 + 0.08054 Gd(PO3)3
LiCoO2,Gd,4.30,0.681818,-1.277902,1,0.4167 Li4.8Gd0.2P1S4.4Cl1.6 + 0.5833 LiCoO2 -> 2.583 Li + 0.08333 GdP5O14 + 0.6667 SCl + 0.5833 CoS2
LiCoO2,Gd,4.30,0.769231,-1.242978,1,0.5263 Li4.8Gd0.2P1S4.4Cl1.6 + 0.4737 LiCoO2 -> 3 Li + 0.02477 PCl5 + 0.7183 SCl + 0.09288 P2S7 + 0.4737 CoS2 + 0.1053 Gd(PO3)3
LiCoO2,Gd,4.30,1.0,-1.122438,0,Li4.8Gd0.2P1S4.4Cl1.6 -> 4.8 Li + 0.01176 PCl5 + 0.9412 SCl + 0.4941 P2S7 + 0.2 GdCl3
LiCoO2,Gd,4.50,0.0,-0.244886,0,LiCoO2 -> Li + CoO2
LiCoO2,Gd,4.50,0.087282,-0.670358,1,0.03089 Li4.8Gd0.2P1S4.4Cl1.6 + 0.9691 LiCoO2 -> 1.117 Li + 0.02471 Co(ClO4)2 + 0.006178 GdPO4 + 0.01236 Co3(PO4)2 + 0.03354 Co23O32 + 0.1359 CoSO4
LiCoO2,Gd,4.50,0.096953,-0.716159,1,0.03455 Li4.8Gd0.2P1S4.4Cl1.6 + 0.9654 LiCoO2 -> 1.131 Li + 0.00691 GdPO4 + 0.01382 Co3(PO4)2 + 0.03356 Co23O32 + 0.05528 ClO2 + 0.152 CoSO4
LiCoO2,Gd,4.50,0.125749,-0.851655,1,0.04575 Li4.8Gd0.2P1S4.4Cl1.6 + 0.9542 LiCoO2 -> 1.174 Li + 0.00915 GdPO4 + 0.0183 Co3(PO4)2 + 0.02876 Co23O32 + 0.0366 CoCl2 + 0.2013 CoSO4
LiCoO2,Gd,4.50,0.132743,-0.883004,1,0.04854 Li4.8Gd0.2P1S4.4Cl1.6 + 0.9515 LiCoO2 -> 1.184 Li + 0.009709 GdPO4 + 0.01942 Co3(PO4)2 + 0.03883 CoCl2 + 0.2136 Co3O4 + 0.2136 CoSO4
LiCoO2,Gd,4.50,0.164835,-0.981888,1,0.06173 Li4.8Gd0.2P1S4.4Cl1.6 + 0.9383 LiCoO2 -> 1.235 Li + 0.01235 GdPO4 + 0.02469 Co3(PO4)2 + 0.5432 CoO + 0.04938 CoCl2 + 0.2716 CoSO4
LiCoO2,Gd,4.50,0.310597,-1.183934,1,0.1306 Li4.8Gd0.2P1S4.4Cl1.6 + 0.8694 LiCoO2 -> 1.496 Li + 0.03379 Co9S8 + 0.02611 GdPO4 + 0.05223 Co3(PO4)2 + 0.1045 CoCl2 + 0.3041 CoSO4
LiCoO2,Gd,4.50,0.34202,-1.215863,1,0.1477 Li4.8Gd0.2P1S4.4Cl1.6 + 0.8523 LiCoO2 -> 1.561 Li + 0.02954 GdPO4 + 0.05907 Co3(PO4)2 + 0.09283 Co3S4 + 0.1181 CoCl2 + 0.2785 CoSO4
LiCoO2,Gd,4.50,0.378151,-1.244707,1,0.1685 Li4.8Gd0.2P1S4.4Cl1.6 + 0.8315 LiCoO2 -> 1.64 Li + 0.03371 GdPO4 + 0.06742 Co3(PO4)2 + 0.2472 CoS2 + 0.1348 CoCl2 + 0.2472 CoSO4
LiCoO2,Gd,4.50,0.395604,-1.256707,1,0.1791 Li4.8Gd0.2P1S4.4Cl1.6 + 0.8209 LiCoO2 -> 1.681 Li + 0.01791 Gd2P4O13 + 0.05373 Co3(PO4)2 + 0.2716 CoS2 + 0.1433 CoCl2 + 0.2448 CoSO4
LiCoO2,Gd,4.50,0.414747,-1.269873,1,0.1911 Li4.8Gd0.2P1S4.4Cl1.6 + 0.8089 LiCoO2 -> 1.726 Li + 0.03822 Co3(PO4)2 + 0.03822 Gd(PO3)3 + 0.2994 CoS2 + 0.1529 CoCl2 + 0.242 CoSO4
LiCoO2,Gd,4.50,0.428571,-1.2794,1,0.2 Li4.8Gd0.2P1S4.4Cl1.6 + 0.8 LiCoO2 -> 1.76 Li + 0.04 Co2P2O7 + 0.04 Gd(PO3)3 + 0.32 CoS2 + 0.16 CoCl2 + 0.24 CoSO4
LiCoO2,Gd,4.50,0.451128,-1.2911,1,0.2151 Li4.8Gd0.2P1S4.4Cl1.6 + 0.7849 LiCoO2 -> 1.817 Li + 0.02151 CoP4O11 + 0.04301 Gd(PO3)3 + 0.3548 CoS2 + 0.172 CoCl2 + 0.2366 CoSO4
LiCoO2,Gd,4.50,0.564263,-1.34338,1,0.3015 Li4.8Gd0.2P1S4.4Cl1.6 + 0.6985 LiCoO2 -> 2.146 Li + 0.03015 CoP4O11 + 0.0603 Gd(PO3)3 + 0.5377 CoS2 + 0.1206 SCl4 + 0.1307 CoSO4
LiCoO2,Gd,4.50,0.614334,-1.365505,1,0.3468 Li4.8Gd0.2P1S4.4Cl1.6 + 0.6532 LiCoO2 -> 2.318 Li + 0.03468 CoP4O11 + 0.06936 Gd(PO3)3 + 0.6185 CoS2 + 0.1503 SO2 + 0.1387 SCl4
LiCoO2,Gd,4.50,0.669145,-1.384753,1,0.4027 Li4.8Gd0.2P1S4.4Cl1.6 + 0.5973 LiCoO2 -> 2.53 Li + 0.6443 SCl + 0.04027 CoP4O11 + 0.08054 Gd(PO3)3 + 0.557 CoS2 + 0.01342 SO2
LiCoO2,Gd,4.50,0.681818,-1.386674,1,0.4167 Li4.8Gd0.2P1S4.4Cl1.6 + 0.5833 LiCoO2 -> 2.583 Li + 0.08333 GdP5O14 + 0.6667 SCl + 0.5833 CoS2
LiCoO2,Gd,4.50,0.769231,-1.358129,1,0.5263 Li4.8Gd0.2P1S4.4Cl1.6 + 0.4737 LiCoO2 -> 3 Li + 0.09288 P2S7 + 0.7183 SCl + 0.1053 Gd(PO3)3 + 0.4737 CoS2 + 0.02477 PCl5
LiCoO2,Gd,4.50,1.0,-1.255771,0,Li4.8Gd0.2P1S4.4Cl1.6 -> 4.8 Li + 0.4941 P2S7 + 0.9412 SCl + 0.01176 PCl5 + 0.2 GdCl3
NMC811,Gd,2.50,0.0,-0.025971,0,Li1Mn0.1Co0.1Ni0.8O2 + 0.7 Li -> 0.1 Li2MnO3 + 0.8 NiO + 0.1 LiCoO2 + 0.7 Li2O
NMC811,Gd,2.50,0.087137,-0.38475,0,0.9692 Li1Mn0.1Co0.1Ni0.8O2 + 0.03084 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.407 Li + 0.006167 LiGdO2 + 0.09692 Li2MnO3 + 0.7753 NiO + 0.03084 Li3PO4 + 0.09692 LiCoO2 + 0.1357 Li2SO4 + 0.04934 LiCl
NMC811,Gd,2.50,0.0875,-0.386223,0,0.969 Li1Mn0.1Co0.1Ni0.8O2 + 0.03097 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.4119 Li + 0.0969 Li2MnO3 + 0.7752 NiO + 0.03097 Li3PO4 + 0.0969 LiCoO2 + 0.003097 Gd2O3 + 0.1363 Li2SO4 + 0.04956 LiCl
NMC811,Gd,2.50,0.098765,-0.410426,0,0.9648 Li1Mn0.1Co0.1Ni0.8O2 + 0.03524 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.4687 Li + 0.09648 Li2MnO3 + 0.7718 NiO + 0.03524 Li3PO4 + 0.09648 CoO + 0.003524 Gd2O3 + 0.1551 Li2SO4 + 0.05639 LiCl
NMC811,Gd,2.50,0.1,-0.413083,0,0.9643 Li1Mn0.1Co0.1Ni0.8O2 + 0.03571 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.4786 Li + 0.007143 GdMnO3 + 0.08929 Li2MnO3 + 0.7714 NiO + 0.03571 Li3PO4 + 0.09643 CoO + 0.1571 Li2SO4 + 0.05714 LiCl
NMC811,Gd,2.50,0.110204,-0.435052,0,0.9604 Li1Mn0.1Co0.1Ni0.8O2 + 0.03965 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.5313 Li + 0.00793 GdMnO3 + 0.08811 LiMnO2 + 0.7683 NiO + 0.03965 Li3PO4 + 0.09604 CoO + 0.1744 Li2SO4 + 0.06344 LiCl
NMC811,Gd,2.50,0.115152,-0.445534,0,0.9584 Li1Mn0.1Co0.1Ni0.8O2 + 0.04158 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.6009 Li + 0.008315 GdMnO3 + 0.04376 Mn2CoO4 + 0.7667 NiO + 0.04158 Li3PO4 + 0.05208 CoO + 0.1829 Li2SO4 + 0.06652 LiCl
NMC811,Gd,2.50,0.116779,-0.447576,0,0.9578 Li1Mn0.1Co0.1Ni0.8O2 + 0.04221 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.5948 Li + 0.008443 GdMnO3 + 0.7662 NiO + 0.02911 Mn3O4 + 0.04221 Li3PO4 + 0.09578 CoO + 0.1857 Li2SO4 + 0.06754 LiCl
NMC811,Gd,2.50,0.116935,-0.447747,0,0.9577 Li1Mn0.1Co0.1Ni0.8O2 + 0.04227 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.5942 Li + 0.7662 NiO + 0.03192 Mn3O4 + 0.04227 Li3PO4 + 0.09577 CoO + 0.004227 Gd2O3 + 0.186 Li2SO4 + 0.06764 LiCl
NMC811,Gd,2.50,0.118367,-0.449206,1,0.9572 Li1Mn0.1Co0.1Ni0.8O2 + 0.04284 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.6145 Li + 0.7657 NiO + 0.03191 Mn3O4 + 0.03427 Li3PO4 + 0.09572 CoO + 0.008567 GdPO4 + 0.1885 Li2SO4 + 0.06854 LiCl
NMC811,Gd,2.50,0.197026,-0.510921,1,0.9244 Li1Mn0.1Co0.1Ni0.8O2 + 0.07561 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.3195 Li + 0.03081 Mn3O4 + 0.06049 Li3PO4 + 0.09244 CoO + 0.01512 GdPO4 + 0.3327 Li2SO4 + 0.7395 Ni + 0.121 LiCl
NMC811,Gd,2.50,0.351351,-0.63738,1,0.8471 Li1Mn0.1Co0.1Ni0.8O2 + 0.1529 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.5271 Li + 0.2259 Ni3S2 + 0.02824 Mn3O4 + 0.1224 Li3PO4 + 0.08471 CoO + 0.03059 GdPO4 + 0.2212 Li2SO4 + 0.2447 LiCl
NMC811,Gd,2.50,0.376923,-0.658052,1,0.8322 Li1Mn0.1Co0.1Ni0.8O2 + 0.1678 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.5253 Li + 0.2219 Ni3S2 + 0.009247 Co9S8 + 0.02774 Mn3O4 + 0.1342 Li3PO4 + 0.03356 GdPO4 + 0.2205 Li2SO4 + 0.2685 LiCl
NMC811,Gd,2.50,0.378715,-0.65929,1,0.8311 Li1Mn0.1Co0.1Ni0.8O2 + 0.1689 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.5144 Li + 0.2216 Ni3S2 + 0.009235 Co9S8 + 0.1351 Li3PO4 + 0.03378 GdPO4 + 0.2259 Li2SO4 + 0.08311 MnO + 0.2702 LiCl
NMC811,Gd,2.50,0.394958,-0.666603,1,0.8213 Li1Mn0.1Co0.1Ni0.8O2 + 0.1787 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.5414 Li + 0.2053 Ni3S2 + 0.143 Li3PO4 + 0.03574 GdPO4 + 0.04106 Co2NiS4 + 0.2114 Li2SO4 + 0.08213 MnO + 0.2859 LiCl
NMC811,Gd,2.50,0.4,-0.668567,1,0.8182 Li1Mn0.1Co0.1Ni0.8O2 + 0.1818 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.6727 Li + 0.08182 LiMnPO4 + 0.2045 Ni3S2 + 0.06364 Li3PO4 + 0.03636 GdPO4 + 0.04091 Co2NiS4 + 0.2273 Li2SO4 + 0.2909 LiCl
NMC811,Gd,2.50,0.419355,-0.675287,1,0.806 Li1Mn0.1Co0.1Ni0.8O2 + 0.194 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.7045 Li + 0.0806 LiMnPO4 + 0.0806 Co(NiS2)2 + 0.1612 Ni3S2 + 0.07463 Li3PO4 + 0.03881 GdPO4 + 0.209 Li2SO4 + 0.3104 LiCl
NMC811,Gd,2.50,0.443299,-0.682868,1,0.7902 Li1Mn0.1Co0.1Ni0.8O2 + 0.2098 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.7454 Li + 0.05268 Ni9S8 + 0.07902 LiMnPO4 + 0.07902 Co(NiS2)2 + 0.08878 Li3PO4 + 0.04195 GdPO4 + 0.1854 Li2SO4 + 0.3356 LiCl
NMC811,Gd,2.50,0.485714,-0.694122,1,0.7606 Li1Mn0.1Co0.1Ni0.8O2 + 0.2394 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.8225 Li + 0.07606 LiMnPO4 + 0.07606 Co(NiS2)2 + 0.1155 Li3PO4 + 0.04789 GdPO4 + 0.1521 Ni3S4 + 0.1408 Li2SO4 + 0.3831 LiCl
NMC811,Gd,2.50,0.513514,-0.693251,1,0.7397 Li1Mn0.1Co0.1Ni0.8O2 + 0.2603 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.7288 Li + 0.07397 Co(NiS2)2 + 0.2082 Li3PO4 + 0.05205 GdPO4 + 0.07397 MnS2 + 0.1479 Ni3S4 + 0.1096 Li2SO4 + 0.4164 LiCl
NMC811,Gd,2.50,0.560976,-0.673793,1,0.7013 Li1Mn0.1Co0.1Ni0.8O2 + 0.2987 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.8364 Li + 0.4208 NiS2 + 0.07013 Co(NiS2)2 + 0.239 Li3PO4 + 0.05974 GdPO4 + 0.07013 MnS2 + 0.05195 Li2SO4 + 0.4779 LiCl
NMC811,Gd,2.50,0.581395,-0.663882,1,0.6835 Li1Mn0.1Co0.1Ni0.8O2 + 0.3165 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.8861 Li + 0.5468 NiS2 + 0.06835 CoS2 + 0.2532 Li3PO4 + 0.06329 GdPO4 + 0.06835 MnS2 + 0.02532 Li2SO4 + 0.5063 LiCl
NMC811,Gd,2.50,0.6,-0.649556,1,0.6667 Li1Mn0.1Co0.1Ni0.8O2 + 0.3333 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.9 Li + 0.5333 NiS2 + 0.06667 CoS2 + 0.2667 Li3PO4 + 0.06667 GdPO4 + 0.06667 MnS2 + 0.5333 LiCl + 0.03333 LiS4
NMC811,Gd,2.50,0.882353,-0.2563,1,0.2857 Li1Mn0.1Co0.1Ni0.8O2 + 0.7143 Li4.8Gd0.2P1S4.4Cl1.6 -> 2.429 Li + 0.2286 NiS2 + 0.02857 CoS2 + 0.2857 P2S7 + 0.1429 GdPO4 + 0.02857 MnS2 + 1.143 LiCl + 0.1429 LiS4
NMC811,Gd,2.50,1.0,-0.068173,0,Li4.8Gd0.2P1S4.4Cl1.6 -> 3.075 Li + 0.5 P2S7 + 0.2 GdS2 + 1.6 LiCl + 0.125 LiS4
NMC811,Gd,3.50,0.0,-0.003246,0,Li1Mn0.1Co0.1Ni0.8O2 -> 0.4 Li + 0.02 Li4MnCo5O12 + 0.36 Li(NiO2)2 + 0.08 Li2MnO3 + 0.08 NiO
NMC811,Gd,3.50,0.071146,-0.442296,0,0.9751 Li1Mn0.1Co0.1Ni0.8O2 + 0.0249 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.532 Li + 0.0195 Li4MnCo5O12 + 0.00249 Gd2MnNiO6 + 0.03983 LiClO4 + 0.07552 Li2MnO3 + 0.0249 Li3PO4 + 0.7776 NiO + 0.1095 Li2SO4
NMC811,Gd,3.50,0.07585,-0.469945,0,0.9734 Li1Mn0.1Co0.1Ni0.8O2 + 0.02663 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.6163 Li + 0.01947 Li4MnCo5O12 + 0.002663 Gd2MnNiO6 + 0.02507 Li2Mn3NiO8 + 0.04261 LiClO4 + 0.02663 Li3PO4 + 0.751 NiO + 0.1172 Li2SO4
NMC811,Gd,3.50,0.095921,-0.570501,0,0.9658 Li1Mn0.1Co0.1Ni0.8O2 + 0.03416 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.5456 Li + 0.01932 Li4MnCo5O12 + 0.003416 Gd2MnNiO6 + 0.02462 Li2Mn3NiO8 + 0.03416 Li3PO4 + 0.7446 NiO + 0.1503 Li2SO4 + 0.05465 LiCl
NMC811,Gd,3.50,0.09699,-0.575878,1,0.9654 Li1Mn0.1Co0.1Ni0.8O2 + 0.03456 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.5602 Li + 0.01931 Li4MnCo5O12 + 0.02574 Li2Mn3NiO8 + 0.006913 GdPO4 + 0.02765 Li3PO4 + 0.7466 NiO + 0.1521 Li2SO4 + 0.0553 LiCl
NMC811,Gd,3.50,0.1,-0.590905,1,0.9643 Li1Mn0.1Co0.1Ni0.8O2 + 0.03571 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.6014 Li + 0.07714 Mn(Ni3O4)2 + 0.01929 Li4MnCo5O12 + 0.007143 GdPO4 + 0.02857 Li3PO4 + 0.3086 NiO + 0.1571 Li2SO4 + 0.05714 LiCl
NMC811,Gd,3.50,0.103448,-0.604252,1,0.963 Li1Mn0.1Co0.1Ni0.8O2 + 0.03704 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.6489 Li + 0.07704 Mn(Ni3O4)2 + 0.01926 Li4MnCo5O12 + 0.02963 NiCl2 + 0.007407 GdPO4 + 0.02963 Li3PO4 + 0.2785 NiO + 0.163 Li2SO4
NMC811,Gd,3.50,0.107143,-0.618256,1,0.9615 Li1Mn0.1Co0.1Ni0.8O2 + 0.03846 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.7 Li + 0.07692 Mn(Ni3O4)2 + 0.01923 Li4MnCo5O12 + 0.03077 LiNiPO4 + 0.03077 NiCl2 + 0.007692 GdPO4 + 0.2462 NiO + 0.1692 Li2SO4
NMC811,Gd,3.50,0.111111,-0.633109,1,0.96 Li1Mn0.1Co0.1Ni0.8O2 + 0.04 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.7168 Li + 0.0832 Mn(Ni3O4)2 + 0.0128 Li4MnCo5O12 + 0.032 LiCoPO4 + 0.032 NiCl2 + 0.008 GdPO4 + 0.2368 NiO + 0.176 Li2SO4
NMC811,Gd,3.50,0.116418,-0.652856,1,0.9579 Li1Mn0.1Co0.1Ni0.8O2 + 0.04207 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.756 Li + 0.09579 Mn(Ni3O4)2 + 0.03366 LiCoPO4 + 0.03366 NiCl2 + 0.008414 GdPO4 + 0.1579 NiO + 0.02071 Co3O4 + 0.1851 Li2SO4
NMC811,Gd,3.50,0.119266,-0.661367,1,0.9568 Li1Mn0.1Co0.1Ni0.8O2 + 0.04319 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.7841 Li + 0.09568 Mn(Ni3O4)2 + 0.01728 Co3(PO4)2 + 0.03455 NiCl2 + 0.008638 GdPO4 + 0.1568 NiO + 0.01462 Co3O4 + 0.19 Li2SO4
NMC811,Gd,3.50,0.12605,-0.680278,1,0.9541 Li1Mn0.1Co0.1Ni0.8O2 + 0.04587 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.8514 Li + 0.09541 Mn(Ni3O4)2 + 0.04037 Li2Co(SO4)2 + 0.01835 Co3(PO4)2 + 0.0367 NiCl2 + 0.009174 GdPO4 + 0.1541 NiO + 0.1211 Li2SO4
NMC811,Gd,3.50,0.146341,-0.736739,1,0.9459 Li1Mn0.1Co0.1Ni0.8O2 + 0.05405 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.9676 Li + 0.005405 Mn(Ni3O4)2 + 0.02973 Li2Co(SO4)2 + 0.02162 Co3(PO4)2 + 0.04324 NiCl2 + 0.01081 GdPO4 + 0.08919 Li2Mn(SO4)2 + 0.6811 NiO
NMC811,Gd,3.50,0.146853,-0.738168,1,0.9457 Li1Mn0.1Co0.1Ni0.8O2 + 0.05426 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.9674 Li + 0.00155 Mn2CoO4 + 0.02791 Li2Co(SO4)2 + 0.02171 Co3(PO4)2 + 0.04341 NiCl2 + 0.01085 GdPO4 + 0.09147 Li2Mn(SO4)2 + 0.7132 NiO
NMC811,Gd,3.50,0.147541,-0.740055,1,0.9455 Li1Mn0.1Co0.1Ni0.8O2 + 0.05455 Li4.8Gd0.2P1S4.4Cl1.6 -> 0.9745 Li + 0.02182 Li2Co(SO4)2 + 0.02182 Co3(PO4)2 + 0.007273 CoSO4 + 0.04364 NiCl2 + 0.01091 GdPO4 + 0.09455 Li2Mn(SO4)2 + 0.7127 NiO
NMC811,Gd,3.50,0.150838,-0.748936,1,0.9441 Li1Mn0.1Co0.1Ni0.8O2 + 0.0559 Li4.8Gd0.2P1S4.4Cl1.6 -> 1.024 Li + 0.02236 Co3(PO4)2 + 0.02981 NiSO4 + 0.02733 CoSO4 + 0.04472 NiCl2 + 0.01118 GdPO4 + 0.09441 Li2Mn(SO4)2 + 0.6807 NiO
NMC811,Gd,3.50,0.164835,-0.785069,1,0.9383 Li1Mn0.1Co0.1Ni0.8O2 + 0.06173 Li4.8Gd0.2P1S4.4Cl1.6 -> 1.235 Li + 0.02469 Co3(PO4)2 + 0.158 NiSO4 + 0.01975 CoSO4 + 0.04938 NiCl2 + 0.01235 GdPO4 + 0.5432 NiO + 0.09383 MnSO4
NMC811,Gd,3.50,0.2,-0.816587,1,0.9231 Li1Mn0.1Co0.1Ni0.8O2 + 0.07692 Li4.8Gd0.2P1S4.4Cl1.6 -> 1.292 Li + 0.02735 Ni3S2 + 0.03077 Co3(PO4)2 + 0.1915 NiSO4 + 0.06154 NiCl2 + 0.01538 GdPO4 + 0.4034 NiO + 0.09231 MnSO4
NMC811,Gd,3.50,0.291829,-0.90047,1,0.8792 Li1Mn0.1Co0.1Ni0.8O2 + 0.1208 Li4.8Gd0.2P1S4.4Cl1.6 -> 1.459 Li + 0.1063 Ni3S2 + 0.02931 Co3(PO4)2 + 0.019 Ni3(PO4)2 + 0.2309 NiSO4 + 0.09662 NiCl2 + 0.02415 GdPO4 + 0.08792 MnSO4
NMC811,Gd,3.50,0.315789,-0.919491,1,0.8667 Li1Mn0.1Co0.1Ni0.8O2 + 0.1333 Li4.8Gd0.2P1S4.4Cl1.6 -> 1.507 Li + 0.05667 Ni3S2 + 0.05333 Ni3(PO4)2 + 0.04333 Co2NiS4 + 0.2133 NiSO4 + 0.1067 NiCl2 + 0.02667 GdPO4 + 0.08667 MnSO4
NMC811,Gd,3.50,0.338182,-0.936269,1,0.8545 Li1Mn0.1Co0.1Ni0.8O2 + 0.1455 Li4.8Gd0.2P1S4.4Cl1.6 -> 1.553 Li + 0.008451 Ni3S2 + 0.08545 Co(NiS2)2 + 0.05822 Ni3(PO4)2 + 0.1962 NiSO4 + 0.1164 NiCl2 + 0.02911 GdPO4 + 0.08545 MnSO4
NMC811,Gd,3.50,0.339557,-0.93726,1,0.8537 Li1Mn0.1Co0.1Ni0.8O2 + 0.1463 Li4.8Gd0.2P1S4.4Cl1.6 -> 1.556 Li + 0.002715 Ni9S8 + 0.08537 Co(NiS2)2 + 0.05852 Ni3(PO4)2 + 0.1952 NiSO4 + 0.117 NiCl2 + 0.02926 GdPO4 + 0.08537 MnSO4
NMC811,Gd,3.50,0.34202,-0.938904,1,0.8523 Li1Mn0.1Co0.1Ni0.8O2 + 0.1477 Li4.8Gd0.2P1S4.4Cl1.6 -> 1.561 Li + 0.08523 Co(NiS2)2 + 0.05907 Ni3(PO4)2 + 0.1932 NiSO4 + 0.1181 NiCl2 + 0.02954 GdPO4 + 0.007595 Ni3S4 + 0.08523 MnSO4
NMC811,Gd,3.50,0.359589,-0.945269,1,0.8423 Li1Mn0.1Co0.1Ni0.8O2 + 0.1577 Li4.8Gd0.2P1S4.4Cl1.6 -> 1.599 Li + 0.06306 Ni2P2O7 + 0.08423 Co(NiS2)2 + 0.195 NiSO4 + 0.1261 NiCl2 + 0.03153 GdPO4 + 0.01937 Ni3S4 + 0.08423 MnSO4
