time_s_exact,R40_Eeq_surface_residual_N_V,R80_Eeq_surface_residual_N_V,R160_Eeq_surface_residual_N_V,difference_R80_minus_R40_Eeq_surface_residual_N_V,difference_R160_minus_R80_Eeq_surface_residual_N_V,R40_Eeq_surface_residual_P_V,R80_Eeq_surface_residual_P_V,R160_Eeq_surface_residual_P_V,difference_R80_minus_R40_Eeq_surface_residual_P_V,difference_R160_minus_R80_Eeq_surface_residual_P_V,R40_Li_total_mol_m2,R80_Li_total_mol_m2,R160_Li_total_mol_m2,difference_R80_minus_R40_Li_total_mol_m2,difference_R160_minus_R80_Li_total_mol_m2,R40_V_V,R80_V_V,R160_V_V,difference_R80_minus_R40_V_V,difference_R160_minus_R80_V_V,R40_boundary_N_Eeq_V,R80_boundary_N_Eeq_V,R160_boundary_N_Eeq_V,difference_R80_minus_R40_boundary_N_Eeq_V,difference_R160_minus_R80_boundary_N_Eeq_V,R40_boundary_N_etamid_V,R80_boundary_N_etamid_V,R160_boundary_N_etamid_V,difference_R80_minus_R40_boundary_N_etamid_V,difference_R160_minus_R80_boundary_N_etamid_V,R40_boundary_N_phil_V,R80_boundary_N_phil_V,R160_boundary_N_phil_V,difference_R80_minus_R40_boundary_N_phil_V,difference_R160_minus_R80_boundary_N_phil_V,R40_boundary_N_phis_V,R80_boundary_N_phis_V,R160_boundary_N_phis_V,difference_R80_minus_R40_boundary_N_phis_V,difference_R160_minus_R80_boundary_N_phis_V,R40_boundary_N_x_particle_average,R80_boundary_N_x_particle_average,R160_boundary_N_x_particle_average,difference_R80_minus_R40_boundary_N_x_particle_average,difference_R160_minus_R80_boundary_N_x_particle_average,R40_boundary_N_x_surface,R80_boundary_N_x_surface,R160_boundary_N_x_surface,difference_R80_minus_R40_boundary_N_x_surface,difference_R160_minus_R80_boundary_N_x_surface,R40_boundary_P_Eeq_V,R80_boundary_P_Eeq_V,R160_boundary_P_Eeq_V,difference_R80_minus_R40_boundary_P_Eeq_V,difference_R160_minus_R80_boundary_P_Eeq_V,R40_boundary_P_etamid_V,R80_boundary_P_etamid_V,R160_boundary_P_etamid_V,difference_R80_minus_R40_boundary_P_etamid_V,difference_R160_minus_R80_boundary_P_etamid_V,R40_boundary_P_phil_V,R80_boundary_P_phil_V,R160_boundary_P_phil_V,difference_R80_minus_R40_boundary_P_phil_V,difference_R160_minus_R80_boundary_P_phil_V,R40_boundary_P_phis_V,R80_boundary_P_phis_V,R160_boundary_P_phis_V,difference_R80_minus_R40_boundary_P_phis_V,difference_R160_minus_R80_boundary_P_phis_V,R40_boundary_P_x_particle_average,R80_boundary_P_x_particle_average,R160_boundary_P_x_particle_average,difference_R80_minus_R40_boundary_P_x_particle_average,difference_R160_minus_R80_boundary_P_x_particle_average,R40_boundary_P_x_surface,R80_boundary_P_x_surface,R160_boundary_P_x_surface,difference_R80_minus_R40_boundary_P_x_surface,difference_R160_minus_R80_boundary_P_x_surface,R40_delta_Eeq_V,R80_delta_Eeq_V,R160_delta_Eeq_V,difference_R80_minus_R40_delta_Eeq_V,difference_R160_minus_R80_delta_Eeq_V,R40_delta_etaMid_V,R80_delta_etaMid_V,R160_delta_etaMid_V,difference_R80_minus_R40_delta_etaMid_V,difference_R160_minus_R80_delta_etaMid_V,R40_delta_phiL_V,R80_delta_phiL_V,R160_delta_phiL_V,difference_R80_minus_R40_delta_phiL_V,difference_R160_minus_R80_delta_phiL_V,R40_eta_minus_etaMid_N_V,R80_eta_minus_etaMid_N_V,R160_eta_minus_etaMid_N_V,difference_R80_minus_R40_eta_minus_etaMid_N_V,difference_R160_minus_R80_eta_minus_etaMid_N_V,R40_eta_minus_etaMid_P_V,R80_eta_minus_etaMid_P_V,R160_eta_minus_etaMid_P_V,difference_R80_minus_R40_eta_minus_etaMid_P_V,difference_R160_minus_R80_eta_minus_etaMid_P_V,R40_identity_residual_V,R80_identity_residual_V,R160_identity_residual_V,difference_R80_minus_R40_identity_residual_V,difference_R160_minus_R80_identity_residual_V,R40_reaction_input_surface_residual_N_x,R80_reaction_input_surface_residual_N_x,R160_reaction_input_surface_residual_N_x,difference_R80_minus_R40_reaction_input_surface_residual_N_x,difference_R160_minus_R80_reaction_input_surface_residual_N_x,R40_reaction_input_surface_residual_P_x,R80_reaction_input_surface_residual_P_x,R160_reaction_input_surface_residual_P_x,difference_R80_minus_R40_reaction_input_surface_residual_P_x,difference_R160_minus_R80_reaction_input_surface_residual_P_x
0.04,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,0E-15,0E-16,0E-16,1.236902963915190580,1.236902963915189801,1.23690296391519080,-7.79E-16,9.99E-16,2.2377940937996006,2.2403000748868878,2.2409903610181456,0.0025059810872872,0.0006902861312578,1.4057893020198942,1.4032390300940418,1.4025347029853859,-0.0025502719258524,-0.0007043271086559,-0.05439882811185992,-0.05435334687585125,-0.054339044116979096,0.00004548123600867,0.000014302758872154,-1.3513904739080342,-1.3488856832181906,-1.3481956588684068,0.0025047906898436,0.0006900243497838,0.0,0.0,0.0,0.0,0.0,0.011721699461384237,0.011721699965976905,0.011721700191697831,5.04592668E-10,2.25720926E-10,0.011836542026941661,0.011877217954800892,0.011888451721039925,0.000040675927859231,0.000011233766239033,3.5784205131274565,3.5784215422212338,3.578421782548077,0.0000010290937773,2.403268432E-7,0.008192252076427486,0.008191955274415186,0.00819188599517151,-2.96802012300E-7,-6.9279243676E-8,-1.3488186714042831,-1.3463134226087614,-1.345623307525103,0.0025052487955217,0.0006901150836584,2.2377940937996006,2.2403000748868878,2.2409903610181456,0.0025059810872872,0.0006902861312578,0.9240627931523979,0.9240627931993909,0.9240627932117824,4.69930E-11,1.23915E-11,0.9240010097571653,0.9239990918926523,0.9239986440089567,-0.0000019178645130,-4.478836956E-7,2.1726312111075623,2.1751825121271920,2.1758870795626911,0.0025513010196297,0.0007045674354991,0.062591080188287406,0.062545302150266436,0.062530930112150606,-0.000045778038020970,-0.000014372038115830,0.0025718025037511,0.0025722606094292,0.0025723513433038,4.581056781E-7,9.07338746E-8,0E-17,0E-17,0E-18,0E-17,0E-18,0E-18,0E-18,0E-17,0E-18,0E-18,-2.06E-16,1.64E-16,9.4E-17,3.70E-16,-7.0E-17,0E-12,0E-13,0E-13,0E-13,0E-13,0E-10,0E-10,0E-10,0E-10,0E-10
0.05,0E-15,0E-16,0E-15,0E-16,0E-16,0E-16,0E-16,0E-15,0E-16,0E-16,1.236902963915190474,1.236902963915190653,1.236902963915188961,1.79E-16,-1.692E-15,2.2392189607850863,2.2416724634501524,2.242263720477545,0.0024535026650661,0.0005912570273926,1.404344957963162,1.4018462035570511,1.401242431177223,-0.0024987544061109,-0.0006037723798281,-0.05437461489319406,-0.054328310358235044,-0.054315574918662124,0.000046304534959016,0.000012735439572920,-1.3499703430699679,-1.347517893198816,-1.3469268562585608,0.0024524498711519,0.0005910369402552,0.0,0.0,0.0,0.0,0.0,0.011721954236027825,0.011721954877945171,0.011721955128364814,6.41917346E-10,2.50419643E-10,0.01185957879963245,0.011899433041421556,0.011909062995590889,0.000039854241789106,0.000009629954169333,3.5784248397555016,3.5784257403651645,3.578425954475804,9.006096629E-7,2.141106395E-7,0.008190754472254369,0.008190495005123477,0.008190433344870574,-2.59467130892E-7,-6.1660252903E-8,-1.3473966334426695,-1.3449437719201356,-1.3443526673431292,0.0024528615225339,0.0005911045770064,2.2392189607850863,2.2416724634501524,2.242263720477545,0.0024535026650661,0.0005912570273926,0.9240625198832214,0.9240625199365763,0.924062519950467,5.33549E-11,1.38907E-11,0.9239929464624784,0.9239912680466225,0.9239908690206006,-0.0000016784158559,-3.990260219E-7,2.1740798817923396,2.1765795368081134,2.177183523298581,0.0024996550157738,0.0006039864904676,0.062565369365448429,0.062518805363358521,0.062506008263532698,-0.000046564002089908,-0.000012797099825823,0.0025737096272984,0.0025741212786804,0.0025741889154316,4.116513820E-7,6.76367512E-8,0E-17,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,-1.29E-16,7.9E-17,-2.98E-16,2.08E-16,-3.77E-16,0E-12,0E-11,0E-13,0E-12,0E-13,0E-11,0E-11,0E-11,0E-11,0E-11
0.06,0E-16,0E-16,0E-16,0E-16,0E-16,0E-15,0E-15,0E-15,0E-15,0E-15,1.236902963915192163,1.236902963915191094,1.236902963915190423,-1.069E-15,-6.71E-16,2.2405353023301724,2.2428891759546357,2.24341181365848,0.0023538736244633,0.0005226377038443,1.4030100754921568,1.4006111317622338,1.4000771015851265,-0.0023989437299230,-0.0005340301771073,-0.05435168637913068,-0.054305676433021866,-0.05429409217441483,0.000046009946108814,0.000011584258607036,-1.3486583891130262,-1.346305455329212,-1.3457830094107117,0.0023529337838142,0.0005224459185003,0.0,0.0,0.0,0.0,0.0,0.011722209095700459,0.01172220985947068,0.011722210128747313,7.63770221E-10,2.69276633E-10,0.01188086969906193,0.01191913199615564,0.011927649587059759,0.00003826229709371,0.000008517590904119,3.578428722409873,3.578429533920751,3.578429728854552,8.11510878E-7,1.94933801E-7,0.008189387175157492,0.008189153603539445,0.008189097517675048,-2.33571618047E-7,-5.6085864397E-8,-1.346082807254858,-1.343729511569655,-1.3432070127137468,0.002353295685203,0.0005224988559082,2.2405353023301724,2.2428891759546357,2.24341181365848,0.0023538736244633,0.0005226377038443,0.9240622466478375,0.9240622467068392,0.9240622467220795,5.90017E-11,1.52403E-11,0.9239857105766941,0.9239841982092604,0.9239838349220393,-0.0000015123674337,-3.632872211E-7,2.1754186469177162,2.1778184021585172,2.1783526272694255,0.0023997552408010,0.0005342251109083,0.062541073554288172,0.062494830036561311,0.062483189692089878,-0.000046243517726861,-0.000011640344471433,0.0025755818581682,0.002575943759557,0.0025759966969649,3.619013888E-7,5.29374079E-8,0E-17,0E-18,0E-17,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,-1.72E-16,1.89E-16,-2.78E-16,3.61E-16,-4.67E-16,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-10,0E-10,0E-10,0E-10
0.07,0E-15,0E-16,0E-16,0E-16,0E-16,0E-15,0E-15,0E-15,0E-15,0E-15,1.236902963915191374,1.236902963915190247,1.236902963915191168,-1.127E-15,9.21E-16,2.241757526990405,2.2439929515979693,2.2444658382718523,0.0022354246075643,0.0004728866738830,1.401770210959129,1.3994905407433134,1.3990071134402937,-0.0022796702158156,-0.0004834273030197,-0.054329919831656914,-0.05428482902804066,-0.054274117030792546,0.000045090803616254,0.000010711997248114,-1.347440291127472,-1.3452057117152727,-1.3447329964095012,0.0022345794121993,0.0004727153057715,0.0,0.0,0.0,0.0,0.0,0.011722464030444347,0.01172246490061829,0.011722465184926171,8.70173943E-10,2.84307881E-10,0.011900645096261507,0.011937005023334916,0.011944715516440958,0.000036359927073409,0.000007710493106042,3.578432277302857,3.578433022132682,3.578433202253701,7.44829825E-7,1.80121019E-7,0.008188116305427595,0.008187902118025114,0.008187850338879255,-2.14187402481E-7,-5.1779145859E-8,-1.3448628666178795,-1.3426279726527375,-1.3421552143207276,0.0022348939651420,0.0004727583320099,2.241757526990405,2.2439929515979693,2.2444658382718523,0.0022354246075643,0.0004728866738830,0.9240619734436603,0.9240619735077928,0.9240619735242697,6.41325E-11,1.64769E-11,0.9239790855214752,0.9239776974237914,0.9239773617423226,-0.0000013880976838,-3.356814688E-7,2.176662066343728,2.1789424813893686,2.1794260888134073,0.0022804150456406,0.0004836074240387,0.062518036137084509,0.062472731146065774,0.062461967369671801,-0.000045304991018735,-0.000010763776393973,0.0025774245095925,0.0025777390625352,0.0025777820887736,3.145529427E-7,4.30262384E-8,0E-18,0E-17,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,-9E-18,-2.74E-16,-4.01E-16,-2.65E-16,-1.27E-16,0E-12,0E-12,0E-13,0E-12,0E-13,0E-11,0E-11,0E-10,0E-11,0E-11
0.08,0E-16,0E-16,0E-15,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,1.236902963915190392,1.236902963915190416,1.236902963915190197,2.4E-17,-2.19E-16,2.242897828108028,2.2450106860857026,2.2454458434803146,0.0021128579776746,0.0004351573946120,1.4006131165135607,1.3984571864801343,1.398012157268776,-0.0021559300334264,-0.0004450292113583,-0.05430920497094838,-0.05426536763141199,-0.05425533994396137,0.00004383733953639,0.00001002768745062,-1.3463039115426123,-1.3441918188487223,-1.3437568173248147,0.0021120926938900,0.0004350015239076,0.0,0.0,0.0,0.0,0.0,0.011722719031899302,0.011722719994210153,0.011722720290894453,9.62310851E-10,2.96684300E-10,0.011919100340079685,0.011953486655366394,0.011960584712602158,0.000034386315286709,0.000007098057235764,3.5784355768904814,3.5784362692794347,3.5784364375132123,6.923889533E-7,1.682337776E-7,0.008186920719451596,0.00818672177984281,0.008186673457527771,-1.98939608786E-7,-4.8322315039E-8,-1.3437246695019052,-1.3416123049735746,-1.3411772674904254,0.0021123645283306,0.0004350374831492,2.242897828108028,2.2450106860857026,2.2454458434803146,0.0021128579776746,0.0004351573946120,0.9240617002687206,0.9240617003375896,0.9240617003552141,6.88690E-11,1.76245E-11,0.9239729362645761,0.9239716458980108,0.923971332370129,-0.0000012903665653,-3.135278818E-7,2.1778224603769207,2.1799790827993004,2.1804242802444363,0.0021566224223797,0.0004451974451359,0.062496125690399976,0.06245208941125480,0.062442013401489141,-0.000044036279145176,-0.000010076009765659,0.0025792420407071,0.0025795138751477,0.0025795498343893,2.718344406E-7,3.59592416E-8,0E-17,0E-17,0E-17,0E-17,0E-17,0E-18,0E-17,0E-18,0E-18,0E-18,2.24E-16,-3.0E-16,-1.41E-16,-5.24E-16,1.59E-16,0E-13,0E-11,0E-13,0E-13,0E-13,0E-11,0E-10,0E-10,0E-11,0E-10
0.09,0E-16,0E-15,0E-16,0E-16,0E-16,0E-15,0E-16,0E-15,0E-16,0E-16,1.236902963915190799,1.236902963915191779,1.236902963915190102,9.80E-16,-1.677E-15,2.2439665520297827,2.2459602232970677,2.246365624934057,0.0019936712672850,0.0004054016369893,1.3995283852480895,1.397492988698998,1.3970782573324945,-0.0020353965490915,-0.0004147313665035,-0.054289442870908644,-0.054247020061994666,-0.05423754670748737,0.000042422808913978,0.000009473354507296,-1.345238942377181,-1.3432459686370033,-1.342840710625007,0.0019929737401777,0.0004052580119963,0.0,0.0,0.0,0.0,0.0,0.011722974093019506,0.011722975134788288,0.011722975441907297,1.041768782E-9,3.07119009E-10,0.011936401416978066,0.011968865266168619,0.011975480083582344,0.000032463849190553,0.000006614817413725,3.578438670120202,3.5784393198211353,3.578439478241645,6.497009333E-7,1.584205097E-7,0.008185786120089578,0.008185599595048831,0.008185554127012384,-1.86525040747E-7,-4.5468036447E-8,-1.3426579042105085,-1.3406646961191164,-1.3402594074346004,0.0019932080913921,0.0004052886845160,2.2439665520297827,2.2459602232970677,2.246365624934057,0.0019936712672850,0.0004054016369893,0.9240614271214523,0.9240614271947413,0.9240614272134411,7.32890E-11,1.86998E-11,0.9239671715853582,0.9239659607740683,0.9239656655346253,-0.0000012108112899,-2.952394430E-7,2.1789102848721125,2.1809463311221373,2.1813612209091505,0.0020360462500248,0.0004148897870132,0.062475228990998222,0.062432619657043497,0.062423100834499754,-0.000042609333954725,-0.000009518822543743,0.0025810381666725,0.0025812725178869,0.0025813031904066,2.343512144E-7,3.06725197E-8,0E-18,0E-18,0E-17,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,-5.22E-16,3E-18,1.46E-16,5.25E-16,1.43E-16,0E-12,0E-13,0E-13,0E-13,0E-13,0E-10,0E-10,0E-10,0E-10,0E-10
0.1,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,0E-15,0E-16,0E-16,1.236902963915190373,1.236902963915191956,1.236902963915189503,1.583E-15,-2.453E-15,2.2449724995476332,2.2468539893992365,2.2472351582109487,0.0018814898516033,0.0003811688117122,1.3985071555895194,1.3965853541900572,1.3961953071033635,-0.0019218013994622,-0.0003900470866937,-0.05427054490915495,-0.054229593493287265,-0.05422058157473142,0.000040951415867685,0.000009011918555845,-1.3442366106803645,-1.34235576069677,-1.341974725528632,0.0018808499835945,0.000381035168138,0.0,0.0,0.0,0.0,0.0,0.011723229207842547,0.011723230318033276,0.011723230634103748,1.110190729E-9,3.16070472E-10,0.011952689665889334,0.011983341712948263,0.011989562824900768,0.000030652047058929,0.000006221111952505,3.5784415919716417,3.5784422060273244,3.578442356167988,6.140556827E-7,1.501406636E-7,0.008184702280471079,0.008184526123864,0.008184483064556769,-1.76156607079E-7,-4.3059307231E-8,-1.3416537947044795,-1.3397727427519521,-1.339391681021596,0.0018810519525274,0.0003810617303561,2.2449724995476332,2.2468539893992365,2.2472351582109487,0.0018814898516033,0.0003811688117122,0.9240611540005684,0.9240611540780157,0.9240611540977298,7.74473E-11,1.97141E-11,0.9239617262942574,0.923960581913028,0.9239603021042708,-0.0000011443812294,-2.798087572E-7,2.1799344363821223,2.1818568518372672,2.1822470490646245,0.0019224154551449,0.0003901972273573,0.062455247189626029,0.062414119617151265,0.062405064639288189,-0.000041127572474764,-0.000009054977863076,0.0025828159758850,0.0025830179448179,0.002583044507036,2.019689329E-7,2.65622181E-8,0E-17,0E-18,0E-17,0E-18,0E-18,0E-18,0E-15,0E-18,0E-18,0E-18,-1.29E-16,1.35E-16,1.1E-17,2.64E-16,-1.24E-16,0E-12,0E-12,0E-12,0E-12,0E-12,0E-11,0E-11,0E-10,0E-11,0E-11
0.11,0E-16,0E-16,0E-16,0E-16,0E-16,0E-15,0E-15,0E-15,0E-15,0E-15,1.236902963915190674,1.236902963915191402,1.236902963915191397,7.28E-16,-5E-18,2.2459232950779775,2.2477011335237997,2.248062038950365,0.0017778384458222,0.0003609054265653,1.3975417438777347,1.3957250097462524,1.3953556107392924,-0.0018167341314823,-0.0003693990069600,-0.0542524305494958,-0.054212944274158126,-0.054204325389981545,0.000039486275337674,0.000008618884176581,-1.3432893133282389,-1.3415120654720942,-1.3411512853493108,0.0017772478561447,0.0003607801227834,0.0,0.0,0.0,0.0,0.0,0.011723484371220024,0.01172348554036549,0.011723485864218787,1.169145466E-9,3.23853297E-10,0.01196808763845255,0.011997063900051353,0.012002955682494652,0.000028976261598803,0.000005891782443299,3.578444368860382,3.578444952539289,3.578445095567326,5.83678907E-7,1.43028037E-7,0.008183661470284154,0.008183494151312143,0.008183453161562326,-1.67318972011E-7,-4.0989749817E-8,-1.3407047352526889,-1.3389273131668014,-1.3385665097785233,0.0017774220858875,0.0003608033882781,2.2459232950779775,2.2477011335237997,2.248062038950365,0.0017778384458222,0.0003609054265653,0.9240608809049672,0.9240608809863528,0.9240608810070307,8.13856E-11,2.06779E-11,0.9239565511620322,0.9239554633922996,0.9239551968389478,-0.0000010877697326,-2.665533518E-7,2.1809026249826473,2.1827199427930366,2.1830894848280336,0.0018173178103893,0.0003695420349970,0.062436092019779954,0.062396438425470269,0.062387778551543871,-0.000039653594309685,-0.000008659873926398,0.0025845780755500,0.0025847523052928,0.0025847755707875,1.742297428E-7,2.32654947E-8,0E-16,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,2.46E-16,3.1E-17,2.9E-17,-2.15E-16,-2E-18,0E-13,0E-11,0E-11,0E-13,0E-11,0E-10,0E-10,0E-10,0E-10,0E-10
0.12,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,0E-15,0E-16,0E-16,1.236902963915190008,1.236902963915191382,1.236902963915190783,1.374E-15,-5.99E-16,2.246825474450411,2.2485085395448916,2.248852143164359,0.0016830650944806,0.0003436036194674,1.3966255584548068,1.3949049775394171,1.3945532142654473,-0.0017205809153897,-0.0003517632739698,-0.05423502742977915,-0.05419696333870827,-0.05418868548468603,0.00003806409107088,0.00000827785402224,-1.3423905310250277,-1.3407080142007088,-1.3403645287807613,0.0016825168243189,0.0003434854199475,0.0,0.0,0.0,0.0,0.0,0.01172373957874326,0.011723740798784816,0.011723741129475182,1.220041556E-9,3.30690366E-10,0.011982700469261268,0.01201014312134903,0.012015753620139565,0.000027442652087762,0.000005610498790535,3.5784470210963817,3.5784475784632517,3.578447715291184,5.573668700E-7,1.368279323E-7,0.008182657740248178,0.008182498077764055,0.008182458892381561,-1.59662484123E-7,-3.9185382494E-8,-1.3398042043862188,-1.3381215369961241,-1.337778031019207,0.0016826673900947,0.0003435059769171,2.246825474450411,2.2485085395448916,2.248852143164359,0.0016830650944806,0.0003436036194674,0.9240606078337008,0.9240606079188369,0.9240606079404347,8.51361E-11,2.15978E-11,0.9239516083381468,0.9239505696046862,0.923950314606121,-0.0000010387334606,-2.549985652E-7,2.1818214626415749,2.1835426009238346,2.1838945010257367,0.0017211382822597,0.0003519001019021,0.062417685170027328,0.062379461416472325,0.062371144377067591,-0.000038223753555003,-0.000008317039404734,0.0025863266388089,0.0025864772045847,0.0025864977615543,1.505657758E-7,2.05569696E-8,0E-17,0E-17,0E-17,0E-17,0E-17,0E-18,0E-18,0E-18,0E-18,0E-18,-1.28E-16,-2.5E-17,4.09E-16,1.03E-16,4.34E-16,0E-12,0E-12,0E-12,0E-12,0E-12,0E-11,0E-11,0E-9,0E-11,0E-11
0.13,0E-16,0E-16,0E-15,0E-16,0E-16,0E-15,0E-15,0E-16,0E-15,0E-16,1.236902963915191177,1.236902963915191801,1.236902963915189813,6.24E-16,-1.988E-15,2.2476842419867995,2.2492811877596215,2.249610391744312,0.0015969457728220,0.0003292039846905,1.3957533467943726,1.3941202087061144,1.393783131321689,-0.0016331380882582,-0.0003370773844254,-0.05421827510654009,-0.05418157097525289,-0.0541735840446711,0.00003670413128720,0.00000798693058179,-1.3415350716878325,-1.3399386377308615,-1.339609547277018,0.0015964339569710,0.0003290904538435,0.0,0.0,0.0,0.0,0.0,0.01172399482689671,0.011723996090915224,0.011723996427327264,1.264018514E-9,3.36412040E-10,0.011996611934238064,0.012022659904412833,0.01202803616850172,0.000026047970174769,0.000005376264088887,3.578449563613639,3.578450097935434,3.5784502311776163,5.34321795E-7,1.332421823E-7,0.008181686711741687,0.008181533756337789,0.008181495610061429,-1.52955403898E-7,-3.8146276360E-8,-1.338947008338581,-1.3373504439321504,-1.3370213350433655,0.0015965644064306,0.0003291088887849,2.2476842419867995,2.2492811877596215,2.249610391744312,0.0015969457728220,0.0003292039846905,0.9240603347860024,0.9240603348747232,0.9240603348970916,8.87208E-11,2.23684E-11,0.9239468699909447,0.9239458742053012,0.9239456258892993,-9.957856435E-7,-2.483160019E-7,2.1826962168192664,2.1843298892293196,2.1846670998559273,0.0016336724100532,0.0003372106266077,0.062399961818281777,0.062363104731590679,0.062355079654732529,-0.000036857086691098,-0.000008025076858150,0.0025880633492515,0.0025881937987111,0.0025882122336525,1.304494596E-7,1.84349414E-8,0E-17,0E-17,0E-16,0E-17,0E-17,0E-18,0E-18,0E-18,0E-18,0E-18,-1.77E-16,1.21E-16,-3.29E-16,2.98E-16,-4.50E-16,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-10,0E-10,0E-10,0E-10
0.14,0E-16,0E-16,0E-15,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,1.236902963915190595,1.236902963915190764,1.236902963915190387,1.69E-16,-3.77E-16,2.248504286091886,2.2500232626061227,2.2503393338649333,0.0015189765142367,0.0003160712588106,1.3949203747783279,1.3933664611549654,1.393042777533951,-0.0015539136233625,-0.0003236836210144,-0.0542021174159264,-0.05416670003209867,-0.05415897946588211,0.00003541738382773,0.00000772056621656,-1.3407182573624015,-1.3391997611228668,-1.3388837980680688,0.0015184962395347,0.0003159630547980,0.0,0.0,0.0,0.0,0.0,0.011724250112503096,0.011724251414605142,0.011724251756372343,1.302102046E-9,3.41767201E-10,0.012009897540878644,0.012034681909087632,0.012039844547425974,0.000024784368208988,0.000005162638338342,3.5784520091081458,3.5784525230297364,3.5784526514516397,5.139215906E-7,1.284219033E-7,0.008180744659319394,0.00818059764230794,0.008180560898880973,-1.47017011454E-7,-3.6743426967E-8,-1.3381284676755796,-1.3366098580659216,-1.3362938784855873,0.0015186096096580,0.0003159795803343,2.248504286091886,2.2500232626061227,2.2503393338649333,0.0015189765142367,0.0003160712588106,0.9240600617611638,0.9240600618533241,0.9240600618765294,9.21603E-11,2.32053E-11,0.9239423124596158,0.923941354692693,0.9239411153599739,-9.577669228E-7,-2.393327191E-7,2.1835316343298179,2.1850860618747710,2.1854098739176887,0.0015544275449531,0.0003238120429177,0.062382862075245794,0.06234729767440661,0.062339540364763083,-0.000035564400839184,-0.000007757309643527,0.0025897896868219,0.0025899030569452,0.0025899195824815,1.133701233E-7,1.65255363E-8,0E-16,0E-17,0E-17,0E-17,0E-17,0E-18,0E-17,0E-18,0E-18,0E-18,4.06E-16,-1.1E-16,1.7E-17,-5.16E-16,1.27E-16,0E-13,0E-11,0E-12,0E-13,0E-12,0E-10,0E-10,0E-10,0E-10,0E-10
0.15,0E-16,0E-16,0E-15,0E-16,0E-16,0E-16,0E-16,0E-15,0E-16,0E-16,1.236902963915191597,1.236902963915189220,1.236902963915189994,-2.377E-15,7.74E-16,2.2492902592774255,2.2507386475480247,2.251042958864943,0.0014483882705992,0.0003043113169183,1.3941219422954385,1.3926397981187406,1.392328110558213,-0.0014821441766979,-0.0003116875605276,-0.05418649691559496,-0.054152288265354676,-0.05414480870758909,0.000034208650240284,0.000007479557765586,-1.3399354453798435,-1.338487509853386,-1.338183301850624,0.0014479355264575,0.000304208002762,0.0,0.0,0.0,0.0,0.0,0.011724505432388602,0.011724506767683576,0.011724507114290527,1.335294974E-9,3.46606951E-10,0.012022632254281261,0.012046271925406993,0.012051243230858044,0.000023639671125732,0.000004971305451051,3.5784543694978614,3.5784548651345456,3.578454988999765,4.956366842E-7,1.238652194E-7,0.00817982808249429,0.008179686389032437,0.008179650972511165,-1.41693461853E-7,-3.5416521272E-8,-1.33734393830293,-1.3358959039755531,-1.335591681107333,0.0014480343273769,0.0003042228682201,2.2492902592774255,2.2507386475480247,2.251042958864943,0.0014483882705992,0.0003043113169183,0.9240597887584564,0.9240597888539295,0.9240597888779547,9.54731E-11,2.40252E-11,0.923937913533326,0.9239369898429594,0.9239367590022791,-9.236903666E-7,-2.308406803E-7,2.1843324272024229,2.1858150670158050,2.186126878441552,0.0014826398133821,0.0003118114257470,0.06236632499808925,0.062331974654387113,0.062324459680100255,-0.000034350343702137,-0.000007514974286858,0.0025915070769135,0.0025916058778329,0.002591620743291,9.88009194E-8,1.48654581E-8,0E-17,0E-18,0E-17,0E-18,0E-18,0E-17,0E-18,0E-18,0E-18,0E-18,-1.5E-16,-3.13E-16,-2.55E-16,-1.63E-16,5.8E-17,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-10,0E-11,0E-10,0E-11
