"# energy-resolved -pCOHP (bonding>0), Gaussian sigma=0.1 eV; ICOHP(eV/bond): P–S -5.976, P–O -8.430, Li–S -1.647, Nd–S -0.436"
-4.4820,3.27721,-0.93496,11.58276,0.01195
-4.4719,3.22538,-0.94761,11.43942,0.01806
-4.4619,3.17765,-0.96028,11.31568,0.02400
-4.4519,3.13451,-0.97300,11.21655,0.02973
-4.4419,3.09645,-0.98572,11.14635,0.03527
-4.4319,3.06392,-0.99840,11.10855,0.04060
-4.4219,3.03724,-1.01095,11.10552,0.04575
-4.4119,3.01652,-1.02322,11.13853,0.05075
-4.4019,3.00164,-1.03506,11.20764,0.05562
-4.3919,2.99236,-1.04628,11.31187,0.06041
-4.3819,2.98837,-1.05670,11.44923,0.06516
-4.3719,2.98922,-1.06612,11.61686,0.06992
-4.3619,2.99435,-1.07435,11.81107,0.07473
-4.3519,3.00312,-1.08123,12.02761,0.07962
-4.3419,3.01485,-1.08664,12.26187,0.08464
-4.3319,3.02893,-1.09049,12.50915,0.08980
-4.3219,3.04491,-1.09280,12.76488,0.09512
-4.3119,3.06247,-1.09365,13.02475,0.10063
-4.3019,3.08142,-1.09322,13.28485,0.10631
-4.2919,3.10172,-1.09174,13.54177,0.11216
-4.2819,3.12352,-1.08955,13.79262,0.11816
-4.2719,3.14710,-1.08704,14.03514,0.12429
-4.2618,3.17292,-1.08471,14.26769,0.13050
-4.2519,3.20152,-1.08307,14.48918,0.13678
-4.2418,3.23349,-1.08267,14.69889,0.14308
-4.2318,3.26939,-1.08402,14.89641,0.14937
-4.2218,3.30975,-1.08764,15.08156,0.15560
-4.2118,3.35504,-1.09403,15.25432,0.16173
-4.2018,3.40562,-1.10362,15.41462,0.16773
-4.1918,3.46162,-1.11677,15.56228,0.17357
-4.1818,3.52300,-1.13374,15.69699,0.17919
-4.1718,3.58947,-1.15469,15.81827,0.18459
-4.1618,3.66051,-1.17967,15.92547,0.18972
-4.1518,3.73543,-1.20866,16.01776,0.19455
-4.1418,3.81333,-1.24153,16.09424,0.19905
-4.1318,3.89315,-1.27808,16.15410,0.20318
-4.1218,3.97374,-1.31805,16.19675,0.20691
-4.1118,4.05392,-1.36113,16.22184,0.21019
-4.1018,4.13250,-1.40701,16.22938,0.21298
-4.0918,4.20840,-1.45535,16.21997,0.21521
-4.0818,4.28062,-1.50586,16.19481,0.21683
-4.0718,4.34837,-1.55824,16.15578,0.21777
-4.0618,4.41110,-1.61227,16.10547,0.21797
-4.0518,4.46847,-1.66776,16.04714,0.21733
-4.0418,4.52042,-1.72457,15.98464,0.21578
-4.0317,4.56716,-1.78260,15.92234,0.21324
-4.0217,4.60911,-1.84179,15.86505,0.20963
-4.0117,4.64691,-1.90211,15.81778,0.20487
-4.0017,4.68130,-1.96349,15.78562,0.19887
-3.9917,4.71315,-2.02587,15.77360,0.19158
-3.9817,4.74333,-2.08913,15.78643,0.18292
-3.9717,4.77265,-2.15309,15.82834,0.17287
-3.9617,4.80180,-2.21745,15.90287,0.16137
-3.9517,4.83131,-2.28184,16.01279,0.14842
-3.9417,4.86151,-2.34578,16.15994,0.13403
-3.9317,4.89249,-2.40868,16.34526,0.11823
-3.9217,4.92410,-2.46990,16.56887,0.10106
-3.9117,4.95600,-2.52870,16.83004,0.08260
-3.9017,4.98760,-2.58433,17.12718,0.06293
-3.8917,5.01819,-2.63603,17.45799,0.04218
-3.8817,5.04693,-2.68307,17.81959,0.02045
-3.8717,5.07295,-2.72480,18.20862,-0.00209
-3.8617,5.09538,-2.76071,18.62135,-0.02529
-3.8517,5.11346,-2.79039,19.05382,-0.04899
-3.8417,5.12654,-2.81365,19.50202,-0.07302
-3.8317,5.13416,-2.83045,19.96207,-0.09724
-3.8217,5.13604,-2.84098,20.43030,-0.12151
-3.8117,5.13215,-2.84559,20.90326,-0.14569
-3.8016,5.12263,-2.84483,21.37779,-0.16970
-3.7917,5.10782,-2.83937,21.85110,-0.19344
-3.7816,5.08819,-2.82998,22.32086,-0.21684
-3.7716,5.06431,-2.81752,22.78522,-0.23989
-3.7616,5.03679,-2.80282,23.24276,-0.26257
-3.7516,5.00623,-2.78671,23.69236,-0.28489
-3.7416,4.97317,-2.76992,24.13328,-0.30687
-3.7316,4.93806,-2.75311,24.56506,-0.32854
-3.7216,4.90120,-2.73675,24.98755,-0.34991
-3.7116,4.86276,-2.72120,25.40077,-0.37102
-3.7016,4.82271,-2.70663,25.80479,-0.39190
-3.6916,4.78092,-2.69307,26.19973,-0.41254
-3.6816,4.73710,-2.68040,26.58577,-0.43291
-3.6716,4.69087,-2.66838,26.96314,-0.45298
-3.6616,4.64177,-2.65669,27.33199,-0.47269
-3.6516,4.58937,-2.64492,27.69243,-0.49195
-3.6416,4.53321,-2.63265,28.04463,-0.51067
-3.6316,4.47290,-2.61942,28.38883,-0.52875
-3.6216,4.40814,-2.60480,28.72519,-0.54607
-3.6116,4.33871,-2.58840,29.05384,-0.56252
-3.6016,4.26454,-2.56984,29.37504,-0.57800
-3.5916,4.18567,-2.54880,29.68940,-0.59241
-3.5816,4.10225,-2.52502,29.99771,-0.60570
-3.5715,4.01454,-2.49826,30.30100,-0.61780
-3.5615,3.92288,-2.46832,30.60050,-0.62871
-3.5515,3.82768,-2.43505,30.89764,-0.63843
-3.5415,3.72940,-2.39831,31.19406,-0.64701
-3.5315,3.62852,-2.35798,31.49162,-0.65452
-3.5215,3.52551,-2.31393,31.79240,-0.66105
-3.5115,3.42083,-2.26607,32.09873,-0.66671
-3.5015,3.31491,-2.21430,32.41319,-0.67164
-3.4915,3.20817,-2.15857,32.73854,-0.67598
-3.4815,3.10106,-2.09890,33.07772,-0.67986
-3.4715,2.99398,-2.03534,33.43382,-0.68344
-3.4615,2.88733,-1.96799,33.81004,-0.68683
-3.4515,2.78149,-1.89705,34.20970,-0.69018
-3.4415,2.67687,-1.82282,34.63625,-0.69359
-3.4315,2.57397,-1.74569,35.09318,-0.69714
-3.4215,2.47328,-1.66620,35.58391,-0.70090
-3.4115,2.37533,-1.58495,36.11162,-0.70492
-3.4015,2.28063,-1.50260,36.67916,-0.70920
-3.3915,2.18973,-1.41995,37.28887,-0.71374
-3.3815,2.10321,-1.33782,37.94238,-0.71850
-3.3715,2.02165,-1.25710,38.64033,-0.72342
-3.3615,1.94561,-1.17872,39.38205,-0.72842
-3.3515,1.87560,-1.10355,40.16539,-0.73339
-3.3415,1.81206,-1.03246,40.98656,-0.73822
-3.3314,1.75534,-0.96624,41.83989,-0.74279
-3.3214,1.70568,-0.90560,42.71773,-0.74693
-3.3114,1.66324,-0.85117,43.61056,-0.75052
-3.3014,1.62806,-0.80346,44.50712,-0.75342
-3.2914,1.60003,-0.76285,45.39455,-0.75551
-3.2814,1.57894,-0.72961,46.25856,-0.75666
-3.2714,1.56445,-0.70386,47.08392,-0.75678
-3.2614,1.55610,-0.68560,47.85511,-0.75581
-3.2514,1.55334,-0.67473,48.55665,-0.75370
-3.2414,1.55556,-0.67102,49.17375,-0.75045
-3.2314,1.56208,-0.67416,49.69289,-0.74608
-3.2214,1.57219,-0.68379,50.10250,-0.74067
-3.2114,1.58522,-0.69949,50.39354,-0.73432
-3.2014,1.60051,-0.72083,50.56002,-0.72718
-3.1914,1.61748,-0.74735,50.59920,-0.71942
-3.1814,1.63562,-0.77864,50.51186,-0.71126
-3.1714,1.65453,-0.81426,50.30252,-0.70292
-3.1614,1.67394,-0.85388,49.97943,-0.69467
-3.1514,1.69371,-0.89717,49.55429,-0.68675
-3.1414,1.71381,-0.94385,49.04168,-0.67945
-3.1314,1.73431,-0.99365,48.45852,-0.67302
-3.1214,1.75533,-1.04632,47.82345,-0.66768
-3.1113,1.77705,-1.10159,47.15617,-0.66364
-3.1014,1.79966,-1.15917,46.47671,-0.66105
-3.0913,1.82331,-1.21872,45.80440,-0.66001
-3.0813,1.84807,-1.27979,45.15704,-0.66056
-3.0713,1.87390,-1.34185,44.55040,-0.66269
-3.0613,1.90059,-1.40421,43.99778,-0.66630
-3.0513,1.92777,-1.46607,43.50957,-0.67123
-3.0413,1.95488,-1.52652,43.09286,-0.67725
-3.0313,1.98122,-1.58453,42.75121,-0.68407
-3.0213,2.00587,-1.63897,42.48475,-0.69132
-3.0113,2.02783,-1.68868,42.29055,-0.69862
-3.0013,2.04599,-1.73244,42.16320,-0.70555
-2.9913,2.05922,-1.76912,42.09520,-0.71166
-2.9813,2.06642,-1.79764,42.07744,-0.71655
-2.9713,2.06655,-1.81708,42.09975,-0.71980
-2.9613,2.05877,-1.82670,42.15175,-0.72106
-2.9513,2.04240,-1.82601,42.22351,-0.72002
-2.9413,2.01705,-1.81479,42.30614,-0.71644
-2.9313,1.98260,-1.79309,42.39237,-0.71020
-2.9213,1.93920,-1.76126,42.47685,-0.70123
-2.9113,1.88735,-1.71994,42.55628,-0.68959
-2.9013,1.82780,-1.67002,42.62955,-0.67538
-2.8913,1.76157,-1.61264,42.69783,-0.65884
-2.8813,1.68988,-1.54909,42.76430,-0.64025
-2.8712,1.61413,-1.48082,42.83392,-0.61997
-2.8612,1.53582,-1.40933,42.91311,-0.59840
-2.8512,1.45648,-1.33614,43.00930,-0.57599
-2.8412,1.37763,-1.26274,43.13033,-0.55317
-2.8312,1.30070,-1.19049,43.28380,-0.53039
-2.8212,1.22699,-1.12066,43.47677,-0.50805
-2.8112,1.15763,-1.05429,43.71544,-0.48654
-2.8012,1.09354,-0.99228,44.00461,-0.46620
-2.7912,1.03541,-0.93527,44.34710,-0.44730
-2.7812,0.98370,-0.88371,44.74357,-0.43007
-2.7712,0.93861,-0.83781,45.19251,-0.41466
-2.7612,0.90013,-0.79760,45.69028,-0.40117
-2.7512,0.86801,-0.76293,46.23111,-0.38963
-2.7412,0.84184,-0.73348,46.80730,-0.38002
-2.7312,0.82103,-0.70882,47.40945,-0.37229
-2.7212,0.80489,-0.68842,48.02682,-0.36636
-2.7112,0.79261,-0.67168,48.64767,-0.36208
-2.7012,0.78335,-0.65797,49.25961,-0.35933
-2.6912,0.77625,-0.64665,49.85012,-0.35796
-2.6812,0.77043,-0.63709,50.40704,-0.35778
-2.6712,0.76509,-0.62871,50.91898,-0.35865
-2.6612,0.75947,-0.62098,51.37568,-0.36040
-2.6511,0.75294,-0.61345,51.76819,-0.36286
-2.6412,0.74493,-0.60573,52.08903,-0.36586
-2.6311,0.73501,-0.59754,52.33241,-0.36926
-2.6211,0.72286,-0.58865,52.49438,-0.37289
-2.6111,0.70828,-0.57893,52.57283,-0.37659
-2.6011,0.69117,-0.56833,52.56737,-0.38023
-2.5911,0.67158,-0.55685,52.47927,-0.38365
-2.5811,0.64961,-0.54455,52.31130,-0.38671
-2.5711,0.62546,-0.53153,52.06764,-0.38929
-2.5611,0.59942,-0.51794,51.75369,-0.39127
-2.5511,0.57181,-0.50395,51.37598,-0.39254
-2.5411,0.54299,-0.48973,50.94173,-0.39302
-2.5311,0.51335,-0.47547,50.45863,-0.39265
-2.5211,0.48327,-0.46132,49.93467,-0.39139
-2.5111,0.45312,-0.44742,49.37805,-0.38926
-2.5011,0.42323,-0.43389,48.79697,-0.38627
-2.4911,0.39390,-0.42081,48.19962,-0.38250
-2.4811,0.36540,-0.40826,47.59404,-0.37806
-2.4711,0.33795,-0.39628,46.98808,-0.37307
-2.4611,0.31171,-0.38488,46.38920,-0.36772
-2.4511,0.28678,-0.37405,45.80457,-0.36221
-2.4411,0.26325,-0.36379,45.24100,-0.35675
-2.4311,0.24111,-0.35406,44.70497,-0.35158
-2.4211,0.22034,-0.34483,44.20252,-0.34693
-2.4110,0.20089,-0.33607,43.73910,-0.34304
-2.4010,0.18267,-0.32774,43.31945,-0.34014
-2.3910,0.16557,-0.31983,42.94756,-0.33844
-2.3810,0.14949,-0.31234,42.62677,-0.33812
-2.3710,0.13431,-0.30528,42.35969,-0.33932
-2.3610,0.11992,-0.29866,42.14788,-0.34213
-2.3510,0.10624,-0.29254,41.99177,-0.34663
-2.3410,0.09317,-0.28695,41.89060,-0.35282
-2.3310,0.08066,-0.28194,41.84257,-0.36065
-2.3210,0.06868,-0.27759,41.84469,-0.37005
-2.3110,0.05721,-0.27394,41.89270,-0.38088
-2.3010,0.04627,-0.27103,41.98112,-0.39297
-2.2910,0.03589,-0.26891,42.10370,-0.40610
-2.2810,0.02612,-0.26758,42.25369,-0.42006
-2.2710,0.01702,-0.26704,42.42389,-0.43459
-2.2610,0.00869,-0.26727,42.60667,-0.44944
-2.2510,0.00121,-0.26822,42.79426,-0.46438
-2.2410,-0.00537,-0.26982,42.97911,-0.47916
-2.2310,-0.01096,-0.27196,43.15421,-0.49359
-2.2210,-0.01551,-0.27452,43.31323,-0.50746
-2.2110,-0.01898,-0.27735,43.45057,-0.52065
-2.2010,-0.02135,-0.28031,43.56145,-0.53304
-2.1909,-0.02261,-0.28324,43.64194,-0.54456
-2.1810,-0.02278,-0.28600,43.68914,-0.55518
-2.1709,-0.02189,-0.28846,43.70112,-0.56494
-2.1609,-0.01998,-0.29052,43.67684,-0.57389
-2.1509,-0.01712,-0.29208,43.61600,-0.58213
-2.1409,-0.01336,-0.29310,43.51891,-0.58978
-2.1309,-0.00878,-0.29356,43.38639,-0.59701
-2.1209,-0.00346,-0.29350,43.21966,-0.60396
-2.1109,0.00253,-0.29298,43.02036,-0.61082
-2.1009,0.00911,-0.29210,42.79057,-0.61776
-2.0909,0.01620,-0.29100,42.53273,-0.62494
-2.0809,0.02372,-0.28984,42.24954,-0.63251
-2.0709,0.03158,-0.28878,41.94398,-0.64056
-2.0609,0.03969,-0.28800,41.61920,-0.64916
-2.0509,0.04794,-0.28766,41.27847,-0.65834
-2.0409,0.05621,-0.28791,40.92535,-0.66804
-2.0309,0.06438,-0.28887,40.56377,-0.67818
-2.0209,0.07228,-0.29061,40.19793,-0.68860
-2.0109,0.07974,-0.29317,39.83208,-0.69907
-2.0009,0.08659,-0.29651,39.47040,-0.70933
-1.9909,0.09262,-0.30058,39.11695,-0.71904
-1.9809,0.09763,-0.30524,38.77558,-0.72783
-1.9709,0.10144,-0.31035,38.44962,-0.73533
-1.9608,0.10385,-0.31570,38.14170,-0.74112
-1.9508,0.10472,-0.32106,37.85365,-0.74482
-1.9408,0.10390,-0.32618,37.58638,-0.74606
-1.9308,0.10131,-0.33081,37.33976,-0.74452
-1.9208,0.09690,-0.33470,37.11247,-0.73996
-1.9108,0.09066,-0.33762,36.90192,-0.73219
-1.9008,0.08265,-0.33937,36.70445,-0.72113
-1.8908,0.07297,-0.33978,36.51548,-0.70680
-1.8808,0.06177,-0.33871,36.32971,-0.68931
-1.8708,0.04923,-0.33609,36.14123,-0.66890
-1.8608,0.03558,-0.33189,35.94375,-0.64588
-1.8508,0.02107,-0.32612,35.73098,-0.62064
-1.8408,0.00598,-0.31884,35.49704,-0.59364
-1.8308,-0.00943,-0.31015,35.23682,-0.56540
-1.8208,-0.02487,-0.30021,34.94608,-0.53645
-1.8108,-0.04010,-0.28918,34.62160,-0.50731
-1.8008,-0.05486,-0.27726,34.26142,-0.47851
-1.7908,-0.06893,-0.26465,33.86487,-0.45050
-1.7808,-0.08213,-0.25159,33.43259,-0.42371
-1.7708,-0.09429,-0.23829,32.96642,-0.39848
-1.7608,-0.10530,-0.22495,32.46916,-0.37507
-1.7508,-0.11507,-0.21179,31.94437,-0.35365
-1.7408,-0.12355,-0.19897,31.39610,-0.33433
-1.7308,-0.13073,-0.18664,30.82871,-0.31710
-1.7208,-0.13663,-0.17494,30.24655,-0.30190
-1.7107,-0.14128,-0.16395,29.65372,-0.28861
-1.7007,-0.14476,-0.15375,29.05392,-0.27705
-1.6907,-0.14715,-0.14437,28.45025,-0.26701
-1.6807,-0.14857,-0.13582,27.84519,-0.25825
-1.6707,-0.14914,-0.12809,27.24060,-0.25056
-1.6607,-0.14900,-0.12112,26.63786,-0.24372
-1.6507,-0.14828,-0.11488,26.03798,-0.23753
-1.6407,-0.14712,-0.10929,25.44168,-0.23185
-1.6307,-0.14568,-0.10428,24.84953,-0.22654
-1.6207,-0.14407,-0.09977,24.26212,-0.22155
-1.6107,-0.14244,-0.09569,23.68012,-0.21683
-1.6007,-0.14088,-0.09197,23.10439,-0.21239
-1.5907,-0.13951,-0.08854,22.53606,-0.20826
-1.5807,-0.13841,-0.08535,21.97653,-0.20451
-1.5707,-0.13765,-0.08235,21.42727,-0.20122
-1.5607,-0.13727,-0.07951,20.88985,-0.19846
-1.5507,-0.13730,-0.07681,20.36594,-0.19632
-1.5407,-0.13776,-0.07423,19.85718,-0.19487
-1.5307,-0.13864,-0.07175,19.36515,-0.19415
-1.5207,-0.13992,-0.06939,18.89116,-0.19417
-1.5107,-0.14158,-0.06714,18.43633,-0.19492
-1.5007,-0.14355,-0.06502,18.00145,-0.19637
-1.4907,-0.14579,-0.06303,17.58695,-0.19843
-1.4806,-0.14825,-0.06118,17.19283,-0.20102
-1.4706,-0.15086,-0.05948,16.81887,-0.20400
-1.4606,-0.15356,-0.05793,16.46460,-0.20722
-1.4506,-0.15632,-0.05654,16.12944,-0.21054
-1.4406,-0.15907,-0.05532,15.81263,-0.21380
-1.4306,-0.16176,-0.05427,15.51321,-0.21686
-1.4206,-0.16437,-0.05340,15.23007,-0.21958
-1.4106,-0.16685,-0.05272,14.96207,-0.22185
-1.4006,-0.16918,-0.05222,14.70796,-0.22358
-1.3906,-0.17134,-0.05191,14.46632,-0.22472
-1.3806,-0.17331,-0.05180,14.23541,-0.22523
-1.3706,-0.17508,-0.05190,14.01324,-0.22509
-1.3606,-0.17663,-0.05219,13.79756,-0.22432
-1.3506,-0.17793,-0.05269,13.58589,-0.22296
-1.3406,-0.17898,-0.05340,13.37557,-0.22106
-1.3306,-0.17974,-0.05431,13.16379,-0.21868
-1.3206,-0.18020,-0.05542,12.94763,-0.21590
-1.3106,-0.18032,-0.05672,12.72421,-0.21279
-1.3006,-0.18007,-0.05820,12.49071,-0.20942
-1.2906,-0.17944,-0.05985,12.24464,-0.20584
-1.2806,-0.17838,-0.06165,11.98392,-0.20212
-1.2706,-0.17688,-0.06358,11.70700,-0.19829
-1.2606,-0.17493,-0.06563,11.41298,-0.19438
-1.2505,-0.17252,-0.06777,11.10171,-0.19040
-1.2405,-0.16967,-0.06999,10.77382,-0.18636
-1.2305,-0.16639,-0.07227,10.43067,-0.18225
-1.2205,-0.16272,-0.07459,10.07417,-0.17803
-1.2105,-0.15871,-0.07693,9.70677,-0.17368
-1.2005,-0.15441,-0.07928,9.33146,-0.16918
-1.1905,-0.14988,-0.08162,8.95167,-0.16448
-1.1805,-0.14521,-0.08394,8.57102,-0.15955
-1.1705,-0.14047,-0.08624,8.19316,-0.15437
-1.1605,-0.13575,-0.08848,7.82169,-0.14891
-1.1505,-0.13112,-0.09067,7.45995,-0.14316
-1.1405,-0.12666,-0.09279,7.11096,-0.13712
-1.1305,-0.12244,-0.09481,6.77726,-0.13081
-1.1205,-0.11853,-0.09673,6.46093,-0.12424
-1.1105,-0.11498,-0.09853,6.16352,-0.11746
-1.1005,-0.11184,-0.10018,5.88613,-0.11051
-1.0905,-0.10915,-0.10166,5.62933,-0.10345
-1.0805,-0.10693,-0.10296,5.39310,-0.09634
-1.0705,-0.10521,-0.10406,5.17700,-0.08925
-1.0605,-0.10400,-0.10492,4.98026,-0.08225
-1.0505,-0.10330,-0.10554,4.80182,-0.07540
-1.0405,-0.10310,-0.10590,4.64033,-0.06879
-1.0305,-0.10339,-0.10599,4.49414,-0.06245
-1.0204,-0.10414,-0.10579,4.36144,-0.05646
-1.0104,-0.10531,-0.10530,4.24035,-0.05084
-1.0004,-0.10685,-0.10451,4.12897,-0.04564
-0.9904,-0.10869,-0.10343,4.02531,-0.04089
-0.9804,-0.11078,-0.10207,3.92737,-0.03658
-0.9704,-0.11301,-0.10042,3.83314,-0.03271
-0.9604,-0.11530,-0.09850,3.74068,-0.02928
-0.9504,-0.11753,-0.09631,3.64820,-0.02626
-0.9404,-0.11961,-0.09388,3.55404,-0.02362
-0.9304,-0.12141,-0.09121,3.45674,-0.02134
-0.9204,-0.12283,-0.08832,3.35508,-0.01938
-0.9104,-0.12377,-0.08523,3.24811,-0.01769
-0.9004,-0.12413,-0.08195,3.13512,-0.01624
-0.8904,-0.12384,-0.07850,3.01568,-0.01499
-0.8804,-0.12283,-0.07491,2.88965,-0.01390
-0.8704,-0.12106,-0.07119,2.75721,-0.01295
-0.8604,-0.11852,-0.06737,2.61883,-0.01209
-0.8504,-0.11522,-0.06347,2.47521,-0.01130
-0.8404,-0.11119,-0.05951,2.32727,-0.01057
-0.8304,-0.10649,-0.05553,2.17615,-0.00987
-0.8204,-0.10119,-0.05154,2.02314,-0.00919
-0.8104,-0.09538,-0.04758,1.86967,-0.00853
-0.8004,-0.08917,-0.04368,1.71718,-0.00789
-0.7903,-0.08268,-0.03986,1.56708,-0.00725
-0.7803,-0.07601,-0.03616,1.42073,-0.00663
-0.7703,-0.06929,-0.03259,1.27939,-0.00602
-0.7603,-0.06261,-0.02918,1.14417,-0.00543
-0.7503,-0.05609,-0.02596,1.01603,-0.00486
-0.7403,-0.04980,-0.02293,0.89576,-0.00432
-0.7303,-0.04383,-0.02011,0.78395,-0.00380
-0.7203,-0.03824,-0.01750,0.68101,-0.00332
-0.7103,-0.03306,-0.01512,0.58712,-0.00288
-0.7003,-0.02833,-0.01297,0.50230,-0.00247
-0.6903,-0.02406,-0.01103,0.42640,-0.00211
-0.6803,-0.02025,-0.00932,0.35914,-0.00178
-0.6703,-0.01689,-0.00780,0.30010,-0.00149
-0.6603,-0.01396,-0.00648,0.24876,-0.00124
-0.6503,-0.01143,-0.00534,0.20454,-0.00102
-0.6403,-0.00928,-0.00436,0.16677,-0.00083
-0.6303,-0.00746,-0.00353,0.13483,-0.00067
-0.6203,-0.00595,-0.00283,0.10809,-0.00054
-0.6103,-0.00470,-0.00226,0.08593,-0.00043
-0.6003,-0.00368,-0.00178,0.06775,-0.00034
-0.5903,-0.00285,-0.00139,0.05297,-0.00026
-0.5803,-0.00219,-0.00108,0.04106,-0.00020
-0.5703,-0.00167,-0.00083,0.03156,-0.00015
-0.5602,-0.00126,-0.00063,0.02403,-0.00012
-0.5502,-0.00094,-0.00048,0.01812,-0.00009
-0.5402,-0.00070,-0.00036,0.01352,-0.00007
-0.5302,-0.00051,-0.00026,0.00997,-0.00005
-0.5202,-0.00037,-0.00019,0.00727,-0.00004
-0.5102,-0.00027,-0.00014,0.00524,-0.00003
-0.5002,-0.00019,-0.00010,0.00374,-0.00002
-0.4902,-0.00013,-0.00007,0.00266,-0.00001
-0.4802,-0.00009,-0.00005,0.00187,-0.00001
-0.4702,-0.00006,-0.00003,0.00129,-0.00001
-0.4602,-0.00004,-0.00002,0.00087,-0.00000
-0.4502,-0.00002,-0.00001,0.00058,-0.00000
-0.4402,-0.00001,-0.00001,0.00038,-0.00000
-0.4302,-0.00001,-0.00001,0.00024,-0.00000
-0.4202,-0.00000,-0.00000,0.00013,-0.00000
-0.4102,-0.00000,-0.00000,0.00005,-0.00000
-0.4002,-0.00000,-0.00000,0.00002,-0.00000
-0.3902,-0.00000,-0.00000,0.00000,-0.00000
-0.3802,-0.00000,-0.00000,0.00000,-0.00000
-0.3702,-0.00000,-0.00000,0.00000,0.00000
-0.3602,-0.00000,0.00000,0.00000,0.00000
-0.3502,0.00000,0.00000,0.00000,0.00000
-0.3402,0.00000,0.00000,0.00000,0.00000
-0.3301,0.00000,0.00000,0.00000,0.00000
-0.3201,0.00000,0.00000,0.00000,0.00000
-0.3101,0.00000,0.00000,0.00000,0.00000
-0.3001,0.00000,0.00000,0.00000,0.00000
-0.2901,0.00000,0.00000,0.00000,0.00000
-0.2801,0.00000,0.00000,0.00000,0.00000
-0.2701,0.00000,0.00000,0.00000,0.00000
-0.2601,0.00000,0.00000,0.00000,0.00000
-0.2501,0.00000,0.00000,0.00000,0.00000
-0.2401,0.00000,0.00000,0.00000,0.00000
-0.2301,0.00000,0.00000,0.00000,0.00000
-0.2201,0.00000,0.00000,0.00000,0.00000
-0.2101,0.00000,0.00000,0.00000,0.00000
-0.2001,0.00000,0.00000,0.00000,0.00000
-0.1901,0.00000,0.00000,0.00000,0.00000
-0.1801,0.00000,0.00000,0.00000,0.00000
-0.1701,0.00000,0.00000,0.00000,0.00000
-0.1601,0.00000,0.00000,0.00000,0.00000
-0.1501,0.00000,0.00000,0.00000,0.00000
-0.1401,0.00000,0.00000,0.00000,0.00000
-0.1301,0.00000,0.00000,0.00000,0.00000
-0.1201,0.00000,0.00000,0.00000,0.00000
-0.1100,0.00000,0.00000,0.00000,0.00000
-0.1000,0.00000,0.00000,0.00000,0.00000
-0.0900,0.00000,0.00000,0.00000,0.00000
-0.0800,0.00000,0.00000,0.00000,0.00000
-0.0700,0.00000,0.00000,0.00000,0.00000
-0.0600,0.00000,0.00000,0.00000,0.00000
-0.0500,0.00000,0.00000,0.00000,0.00000
-0.0400,0.00000,0.00000,0.00000,0.00000
-0.0300,0.00000,0.00000,0.00000,0.00000
-0.0200,0.00000,0.00000,0.00000,0.00000
-0.0100,0.00000,0.00000,0.00000,0.00000
-0.0000,0.00000,0.00000,0.00000,0.00000
0.0100,0.00000,0.00000,0.00000,0.00000
0.0200,0.00000,0.00000,0.00000,0.00000
0.0300,0.00000,0.00000,0.00000,0.00000
0.0400,0.00000,0.00000,0.00000,0.00000
0.0500,0.00000,0.00000,0.00000,0.00000
0.0600,0.00000,0.00000,0.00000,0.00000
0.0700,0.00000,0.00000,0.00000,0.00000
0.0800,0.00000,0.00000,0.00000,0.00000
0.0900,0.00000,0.00000,0.00000,0.00000
0.1000,0.00000,0.00000,0.00000,0.00000
0.1100,0.00000,0.00000,0.00000,0.00000
0.1201,0.00000,0.00000,0.00000,0.00000
0.1301,0.00000,0.00000,0.00000,0.00000
0.1401,0.00000,0.00000,0.00000,0.00000
0.1501,0.00000,0.00000,0.00000,0.00000
0.1601,0.00000,0.00000,0.00000,0.00000
0.1701,0.00000,0.00000,0.00000,0.00000
0.1801,0.00000,0.00000,0.00000,0.00000
0.1901,0.00000,0.00000,0.00000,0.00000
0.2001,0.00000,0.00000,0.00000,0.00000
0.2101,0.00000,0.00000,0.00000,0.00000
0.2201,0.00000,0.00000,0.00000,0.00000
0.2301,0.00000,0.00000,0.00000,0.00000
0.2401,0.00000,0.00000,0.00000,0.00000
0.2501,0.00000,0.00000,0.00000,0.00000
0.2601,0.00000,0.00000,0.00000,0.00000
0.2701,0.00000,0.00000,0.00000,0.00000
0.2801,0.00000,0.00000,0.00000,0.00000
0.2901,0.00000,0.00000,0.00000,0.00000
0.3001,0.00000,0.00000,0.00000,0.00000
0.3101,0.00000,0.00000,0.00000,0.00000
0.3201,0.00000,0.00000,0.00000,0.00000
0.3301,-0.00000,0.00000,0.00000,0.00000
0.3402,-0.00000,-0.00000,-0.00000,0.00000
0.3502,-0.00000,-0.00000,-0.00000,0.00000
0.3602,-0.00000,-0.00000,-0.00000,-0.00000
0.3702,-0.00003,-0.00000,-0.00000,-0.00000
0.3802,-0.00016,-0.00000,-0.00001,-0.00000
0.3902,-0.00054,-0.00001,-0.00005,-0.00000
0.4002,-0.00129,-0.00002,-0.00012,-0.00000
0.4102,-0.00241,-0.00003,-0.00021,-0.00000
0.4202,-0.00387,-0.00006,-0.00034,-0.00000
0.4302,-0.00580,-0.00008,-0.00052,-0.00000
0.4402,-0.00852,-0.00012,-0.00076,-0.00000
0.4502,-0.01238,-0.00017,-0.00110,-0.00000
0.4602,-0.01773,-0.00024,-0.00157,-0.00000
0.4702,-0.02504,-0.00034,-0.00222,-0.00000
0.4802,-0.03497,-0.00047,-0.00310,-0.00000
0.4902,-0.04835,-0.00064,-0.00428,-0.00001
0.5002,-0.06611,-0.00087,-0.00585,-0.00001
