# lindo2_mp-1222355 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 12.131 eV. Gap is the fixed-occ nscf value (-0.028 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Li_p,Li_s,Nd_d,Nd_f,Nd_p,Nd_s,O_p,O_s
-29.822,-41.9531,0,0,0,0,0,0,0,0
-29.812,-41.9431,0,0,0,0,0,0,0,0
-29.802,-41.9331,0,0,0,0,0,0,0,0
-29.792,-41.9231,0,0,0,0,0,0,0,0
-29.782,-41.9131,0,0,0,0,0,0,0,0
-29.772,-41.9031,0,0,0,0,0,0,0,0
-29.762,-41.8931,0,0,0,0,0,0,0,0
-29.752,-41.8831,0,0,0,0,0,0,0,0
-29.742,-41.8731,0,0,0,0,0,0,0,0
-29.732,-41.8631,0,0,0,0,0,0,0,0
-29.722,-41.8531,0,0,0,0,0,0,0,0
-29.712,-41.8431,0,0,0,0,0,0,0,0
-29.702,-41.8331,0,0,0,0,0,0,0,0
-29.692,-41.8231,0,0,0,0,0,0,0,0
-29.682,-41.8131,0,0,0,0,0,0,0,0
-29.672,-41.8031,0,0,0,0,0,0,0,0
-29.662,-41.7931,0,0,0,0,0,0,0,0
-29.652,-41.7831,0,0,0,0,0,0,0,0
-29.642,-41.7731,0,0,0,0,0,0,0,0
-29.632,-41.7631,0,0,0,0,0,0,0,0
-29.622,-41.7531,0,0,0,0,0,0,0,0
-29.612,-41.7431,0,0,0,0,0,0,0,0
-29.602,-41.7331,0,0,0,0,0,0,0,0
-29.592,-41.7231,0,0,0,0,0,0,0,0
-29.582,-41.7131,0,0,0,0,0,0,0,0
-29.572,-41.7031,0,0,0,0,0,0,0,0
-29.562,-41.6931,0,0,0,0,0,0,0,0
-29.552,-41.6831,0,0,0,0,0,0,0,0
-29.542,-41.6731,0,0,0,0,0,0,0,0
-29.532,-41.6631,0,0,0,0,0,0,0,0
-29.522,-41.6531,0,0,0,0,0,0,0,0
-29.512,-41.6431,0,0,0,0,0,0,0,0
-29.502,-41.6331,0,0,0,0,0,0,0,0
-29.492,-41.6231,0,0,0,0,0,0,0,0
-29.482,-41.6131,0,0,0,0,0,0,0,0
-29.472,-41.6031,0,0,0,0,0,0,0,0
-29.462,-41.5931,0,0,0,0,0,0,0,0
-29.452,-41.5831,0,0,0,0,0,0,0,0
-29.442,-41.5731,0,0,0,0,0,0,0,0
-29.432,-41.5631,0,0,0,0,0,0,0,0
-29.422,-41.5531,0,0,0,0,0,0,0,0
-29.412,-41.5431,0,0,0,0,0,0,0,0
-29.402,-41.5331,0,0,0,0,0,0,0,0
-29.392,-41.5231,0,0,0,0,0,0,0,0
-29.382,-41.5131,0,0,0,0,0,0,0,0
-29.372,-41.5031,0,0,0,0,0,0,0,0
-29.362,-41.4931,0,0,0,0,0,0,0,0
-29.352,-41.4831,0,0,0,0,0,0,0,0
-29.342,-41.4731,0,0,0,0,0,0,0,0
-29.332,-41.4631,0,0,0,0,0,0,0,0
-29.322,-41.4531,0,0,0,0,0,0,0,0
-29.312,-41.4431,0,0,0,0,0,0,0,0
-29.302,-41.4331,0,0,0,0,0,0,0,0
-29.292,-41.4231,0,0,0,0,0,0,0,0
-29.282,-41.4131,0,0,0,0,0,0,0,0
-29.272,-41.4031,0,0,0,0,0,0,0,0
-29.262,-41.3931,0,0,0,0,0,0,0,0
-29.252,-41.3831,0,0,0,0,0,0,0,0
-29.242,-41.3731,0,0,0,0,0,0,0,0
-29.232,-41.3631,0,0,0,0,0,0,0,0
-29.222,-41.3531,0,0,0,0,0,0,0,0
-29.212,-41.3431,0,0,0,0,0,0,0,0
-29.202,-41.3331,0,0,0,0,0,0,0,0
-29.192,-41.3231,0,0,0,0,0,0,0,0
-29.182,-41.3131,0,0,0,0,0,0,0,0
-29.172,-41.3031,0,0,0,0,0,0,0,0
-29.162,-41.2931,0,0,0,0,0,0,0,0
-29.152,-41.2831,0,0,0,0,0,0,0,0
-29.142,-41.2731,0,0,0,0,0,0,0,0
-29.132,-41.2631,0,0,0,0,0,0,0,0
-29.122,-41.2531,0,0,0,0,0,0,0,0
-29.112,-41.2431,0,0,0,0,0,0,0,0
-29.102,-41.2331,0,0,0,0,0,0,0,0
-29.092,-41.2231,0,0,0,0,0,0,0,0
-29.082,-41.2131,0,0,0,0,0,0,0,0
-29.072,-41.2031,0,0,0,0,0,0,0,0
-29.062,-41.1931,0,0,0,0,0,0,0,0
-29.052,-41.1831,0,0,0,0,0,0,0,0
-29.042,-41.1731,0,0,0,0,0,0,0,0
-29.032,-41.1631,0,0,0,0,0,0,0,0
-29.022,-41.1531,0,0,0,0,0,0,0,0
-29.012,-41.1431,0,0,0,0,0,0,0,0
-29.002,-41.1331,0,0,0,0,0,0,0,0
-28.992,-41.1231,0,0,0,0,0,0,0,0
-28.982,-41.1131,0,0,0,0,0,0,0,0
-28.972,-41.1031,0,0,0,0,0,0,0,0
-28.962,-41.0931,0,0,0,0,0,0,0,0
-28.952,-41.0831,0,0,0,0,0,0,0,0
-28.942,-41.0731,0,0,0,0,0,0,0,0
-28.932,-41.0631,0,0,0,0,0,0,0,0
-28.922,-41.0531,0,0,0,0,0,0,0,0
-28.912,-41.0431,0,0,0,0,0,0,0,0
-28.902,-41.0331,0,0,0,0,0,0,0,0
-28.892,-41.0231,0,0,0,0,0,0,0,0
-28.882,-41.0131,0,0,0,0,0,0,0,0
-28.872,-41.0031,0,0,0,0,0,0,0,0
-28.862,-40.9931,0,0,0,0,0,0,0,0
-28.852,-40.9831,0,0,0,0,0,0,0,0
-28.842,-40.9731,0,0,0,0,0,0,0,0
-28.832,-40.9631,0,0,0,0,0,0,0,0
-28.822,-40.9531,0,0,0,0,0,0,0,0
-28.812,-40.9431,0,0,0,0,0,0,0,0
-28.802,-40.9331,0,0,0,0,0,0,0,0
-28.792,-40.9231,0,0,0,0,0,0,0,0
-28.782,-40.9131,0,0,0,0,0,0,0,0
-28.772,-40.9031,0,0,0,0,0,0,0,0
-28.762,-40.8931,0,0,0,0,0,0,0,0
-28.752,-40.8831,0,0,0,0,0,0,0,0
-28.742,-40.8731,0,0,0,0,0,0,0,0
-28.732,-40.8631,0,0,0,0,0,0,0,0
-28.722,-40.8531,0,0,0,0,0,0,0,0
-28.712,-40.8431,0,0,0,0,0,0,0,0
-28.702,-40.8331,0,0,0,0,0,0,0,0
-28.692,-40.8231,0,0,0,0,0,0,0,0
-28.682,-40.8131,0,0,0,0,0,0,0,0
-28.672,-40.8031,0,0,0,0,0,0,0,0
-28.662,-40.7931,0,0,0,0,0,0,0,0
-28.652,-40.7831,0,0,0,0,0,0,0,0
-28.642,-40.7731,0,0,0,0,0,0,0,0
-28.632,-40.7631,0,0,0,0,0,0,0,0
-28.622,-40.7531,0,0,0,0,0,0,0,0
-28.612,-40.7431,0,0,0,0,0,0,0,0
-28.602,-40.7331,0,0,0,0,0,0,0,0
-28.592,-40.7231,0,0,0,0,0,0,0,0
-28.582,-40.7131,0,0,0,0,0,0,0,0
-28.572,-40.7031,0,0,0,0,0,0,0,0
-28.562,-40.6931,0,0,0,0,0,0,0,0
-28.552,-40.6831,0,0,0,0,0,0,0,0
-28.542,-40.6731,0,0,0,0,0,0,0,0
-28.532,-40.6631,0,0,0,0,0,0,0,0
-28.522,-40.6531,0,0,0,0,0,0,0,0
-28.512,-40.6431,0,0,0,0,0,0,0,0
-28.502,-40.6331,0,0,0,0,0,0,0,0
-28.492,-40.6231,0,0,0,0,0,0,0,0
-28.482,-40.6131,0,0,0,0,0,0,0,0
-28.472,-40.6031,0,0,0,0,0,0,0,0
-28.462,-40.5931,0,0,0,0,0,0,0,0
-28.452,-40.5831,0,0,0,0,0,0,0,0
-28.442,-40.5731,0,0,0,0,0,0,0,0
-28.432,-40.5631,0,0,0,0,0,0,0,0
-28.422,-40.5531,0,0,0,0,0,0,0,0
-28.412,-40.5431,0,0,0,0,0,0,0,0
-28.402,-40.5331,0,0,0,0,0,0,0,0
-28.392,-40.5231,0,0,0,0,0,0,0,0
-28.382,-40.5131,0,0,0,0,0,0,0,0
-28.372,-40.5031,0,0,0,0,0,0,0,0
-28.362,-40.4931,0,0,0,0,0,0,0,0
-28.352,-40.4831,0,0,0,0,0,0,0,0
-28.342,-40.4731,0,0,0,0,0,0,0,0
-28.332,-40.4631,0,0,0,0,0,0,0,0
-28.322,-40.4531,0,0,0,0,0,0,0,0
-28.312,-40.4431,0,0,0,0,0,0,0,0
-28.302,-40.4331,0,0,0,0,0,0,0,0
-28.292,-40.4231,0,0,0,0,0,0,0,0
-28.282,-40.4131,0,0,0,0,0,0,0,0
-28.272,-40.4031,0,0,0,0,0,0,0,0
-28.262,-40.3931,0,0,0,0,0,0,0,0
-28.252,-40.3831,0,0,0,0,0,0,0,0
-28.242,-40.3731,0,0,0,0,0,0,0,0
-28.232,-40.3631,0,0,0,0,0,0,0,0
-28.222,-40.3531,0,0,0,0,0,0,0,0
-28.212,-40.3431,0,0,0,0,0,0,0,0
-28.202,-40.3331,0,0,0,0,0,0,0,0
-28.192,-40.3231,0,0,0,0,0,0,0,0
-28.182,-40.3131,0,0,0,0,0,0,0,0
-28.172,-40.3031,0,0,0,0,0,0,0,0
-28.162,-40.2931,0,0,0,0,0,0,0,0
-28.152,-40.2831,0,0,0,0,0,0,0,0
-28.142,-40.2731,0,0,0,0,0,0,0,0
-28.132,-40.2631,0,0,0,0,0,0,0,0
-28.122,-40.2531,0,0,0,0,0,0,0,0
-28.112,-40.2431,0,0,0,0,0,0,0,0
-28.102,-40.2331,0,0,0,0,0,0,0,0
-28.092,-40.2231,0,0,0,0,0,0,0,0
-28.082,-40.2131,0,0,0,0,0,0,0,0
-28.072,-40.2031,0,0,0,0,0,0,0,0
-28.062,-40.1931,0,0,0,0,0,0,0,0
-28.052,-40.1831,0,0,0,0,0,0,0,0
-28.042,-40.1731,0,0,0,0,0,0,0,0
-28.032,-40.1631,0,0,0,0,0,0,0,0
-28.022,-40.1531,0,0,0,0,0,0,0,0
-28.012,-40.1431,0,0,0,0,0,0,0,0
-28.002,-40.1331,0,0,0,0,0,0,0,0
-27.992,-40.1231,0,0,0,0,0,0,0,0
-27.982,-40.1131,0,0,0,0,0,0,0,0
-27.972,-40.1031,0,0,0,0,0,0,0,0
-27.962,-40.0931,0,0,0,0,0,0,0,0
-27.952,-40.0831,0,0,0,0,0,0,0,0
-27.942,-40.0731,0,0,0,0,0,0,0,0
-27.932,-40.0631,0,0,0,0,0,0,0,0
-27.922,-40.0531,0,0,0,0,0,0,0,0
-27.912,-40.0431,0,0,0,0,0,0,0,0
-27.902,-40.0331,0,0,0,0,0,0,0,0
-27.892,-40.0231,0,0,0,0,0,0,0,0
-27.882,-40.0131,0,0,0,0,0,0,0,0
-27.872,-40.0031,0,0,0,0,0,0,0,0
-27.862,-39.9931,0,0,0,0,0,0,0,0
-27.852,-39.9831,0,0,0,0,0,0,0,0
-27.842,-39.9731,0,0,0,0,0,0,0,0
-27.832,-39.9631,0,0,0,0,0,0,0,0
-27.822,-39.9531,0,0,0,0,0,0,0,0
-27.812,-39.9431,0,0,0,0,0,0,0,0
-27.802,-39.9331,0,0,0,0,0,0,0,0
-27.792,-39.9231,0,0,0,0,0,0,0,0
-27.782,-39.9131,0,0,0,0,0,0,0,0
-27.772,-39.9031,0,0,0,0,0,0,0,0
-27.762,-39.8931,0,0,0,0,0,0,0,0
-27.752,-39.8831,0,0,0,0,0,0,0,0
-27.742,-39.8731,0,0,0,0,0,0,0,0
-27.732,-39.8631,0,0,0,0,0,0,0,0
-27.722,-39.8531,0,0,0,0,0,0,0,0
-27.712,-39.8431,0,0,0,0,0,0,0,0
-27.702,-39.8331,0,0,0,0,0,0,0,0
-27.692,-39.8231,0,0,0,0,0,0,0,0
-27.682,-39.8131,0,0,0,0,0,0,0,0
-27.672,-39.8031,0,0,0,0,0,0,0,0
-27.662,-39.7931,0,0,0,0,0,0,0,0
-27.652,-39.7831,0,0,0,0,0,0,0,0
-27.642,-39.7731,0,0,0,0,0,0,0,0
-27.632,-39.7631,0,0,0,0,0,0,0,0
-27.622,-39.7531,0,0,0,0,0,0,0,0
-27.612,-39.7431,0,0,0,0,0,0,0,0
-27.602,-39.7331,0,0,0,0,0,0,0,0
-27.592,-39.7231,0,0,0,0,0,0,0,0
-27.582,-39.7131,0,0,0,0,0,0,0,0
-27.572,-39.7031,0,0,0,0,0,0,0,0
-27.562,-39.6931,0,0,0,0,0,0,0,0
-27.552,-39.6831,0,0,0,0,0,0,0,0
-27.542,-39.6731,0,0,0,0,0,0,0,0
-27.532,-39.6631,0,0,0,0,0,0,0,0
-27.522,-39.6531,0,0,0,0,0,0,0,0
-27.512,-39.6431,0,0,0,0,0,0,0,0
-27.502,-39.6331,0,0,0,0,0,0,0,0
-27.492,-39.6231,0,0,0,0,0,0,0,0
-27.482,-39.6131,0,0,0,0,0,0,0,0
-27.472,-39.6031,0,0,0,0,0,0,0,0
-27.462,-39.5931,0,0,0,0,0,0,0,0
-27.452,-39.5831,0,0,0,0,0,0,0,0
-27.442,-39.5731,0,0,0,0,0,0,0,0
-27.432,-39.5631,0,0,0,0,0,0,0,0
-27.422,-39.5531,0,0,0,0,0,0,0,0
-27.412,-39.5431,0,0,0,0,0,0,0,0
-27.402,-39.5331,0,0,0,0,0,0,0,0
-27.392,-39.5231,0,0,0,0,0,0,0,0
-27.382,-39.5131,0,0,0,0,0,0,0,0
-27.372,-39.5031,0,0,0,0,0,0,0,0
-27.362,-39.4931,0,0,0,0,0,0,0,0
-27.352,-39.4831,0,0,0,0,0,0,0,0
-27.342,-39.4731,0,0,0,0,0,0,0,0
-27.332,-39.4631,0,0,0,0,0,0,0,0
-27.322,-39.4531,0,0,0,0,0,0,0,0
-27.312,-39.4431,0,0,0,0,0,0,0,0
-27.302,-39.4331,0,0,0,0,0,0,0,0
-27.292,-39.4231,0,0,0,0,0,0,0,0
-27.282,-39.4131,0,0,0,0,0,0,0,0
-27.272,-39.4031,0,0,0,0,0,0,0,0
-27.262,-39.3931,0,0,0,0,0,0,0,0
-27.252,-39.3831,0,0,0,0,0,0,0,0
-27.242,-39.3731,0,0,0,0,0,0,0,0
-27.232,-39.3631,0,0,0,0,0,0,0,0
-27.222,-39.3531,0,0,0,0,0,0,0,0
-27.212,-39.3431,0,0,0,0,0,0,0,0
-27.202,-39.3331,0,0,0,0,0,0,0,0
-27.192,-39.3231,0,0,0,0,0,0,0,0
-27.182,-39.3131,0,0,0,0,0,0,0,0
-27.172,-39.3031,0,0,0,0,0,0,0,0
-27.162,-39.2931,0,0,0,0,0,0,0,0
-27.152,-39.2831,0,0,0,0,0,0,0,0
-27.142,-39.2731,0,0,0,0,0,0,0,0
-27.132,-39.2631,0,0,0,0,0,0,0,0
-27.122,-39.2531,0,0,0,0,0,0,0,0
-27.112,-39.2431,0,0,0,0,0,0,0,0
-27.102,-39.2331,0,0,0,0,0,0,0,0
-27.092,-39.2231,0,0,0,0,0,0,0,0
-27.082,-39.2131,0,0,0,0,0,0,0,0
-27.072,-39.2031,0,0,0,0,0,0,0,0
-27.062,-39.1931,0,0,0,0,0,0,0,0
-27.052,-39.1831,0,0,0,0,0,0,0,0
-27.042,-39.1731,0,0,0,0,0,0,0,0
-27.032,-39.1631,0,0,0,0,0,0,0,0
-27.022,-39.1531,0,0,0,0,0,0,0,0
-27.012,-39.1431,0,0,0,0,0,0,0,0
-27.002,-39.1331,0,0,0,0,0,0,0,0
-26.992,-39.1231,0,0,0,0,0,0,0,0
-26.982,-39.1131,0,0,0,0,0,0,0,0
-26.972,-39.1031,0,0,0,0,0,0,0,0
-26.962,-39.0931,0,0,0,0,0,0,0,0
-26.952,-39.0831,0,0,0,0,0,0,0,0
-26.942,-39.0731,0,0,0,0,0,0,0,0
-26.932,-39.0631,0,0,0,0,0,0,0,0
-26.922,-39.0531,0,0,0,0,0,0,0,0
-26.912,-39.0431,0,0,0,0,0,0,0,0
-26.902,-39.0331,0,0,0,0,0,0,0,0
-26.892,-39.0231,0,0,0,0,0,0,0,0
-26.882,-39.0131,0,0,0,0,0,0,0,0
-26.872,-39.0031,0,0,0,0,0,0,0,0
-26.862,-38.9931,0,0,0,0,0,0,0,0
-26.852,-38.9831,0,0,0,0,0,0,0,0
-26.842,-38.9731,0,0,0,0,0,0,0,0
-26.832,-38.9631,0,0,0,0,0,0,0,0
-26.822,-38.9531,0,0,0,0,0,0,0,0
-26.812,-38.9431,0,0,0,0,0,0,0,0
-26.802,-38.9331,0,0,0,0,0,0,0,0
-26.792,-38.9231,0,0,0,0,0,0,0,0
-26.782,-38.9131,0,0,0,0,0,0,0,0
-26.772,-38.9031,0,0,0,0,0,0,0,0
-26.762,-38.8931,0,0,0,0,0,0,0,0
-26.752,-38.8831,0,0,0,0,0,0,0,0
-26.742,-38.8731,0,0,0,0,0,0,0,0
-26.732,-38.8631,0,0,0,0,0,0,0,0
-26.722,-38.8531,0,0,0,0,0,0,0,0
-26.712,-38.8431,0,0,0,0,0,0,0,0
-26.702,-38.8331,0,0,0,0,0,0,0,0
-26.692,-38.8231,0,0,0,0,0,0,0,0
-26.682,-38.8131,0,0,0,0,0,0,0,0
-26.672,-38.8031,0,0,0,0,0,0,0,0
-26.662,-38.7931,0,0,0,0,0,0,0,0
-26.652,-38.7831,0,0,0,0,0,0,0,0
-26.642,-38.7731,0,0,0,0,0,0,0,0
-26.632,-38.7631,0,0,0,0,0,0,0,0
-26.622,-38.7531,0,0,0,0,0,0,0,0
-26.612,-38.7431,0,0,0,0,0,0,0,0
-26.602,-38.7331,0,0,0,0,0,0,0,0
-26.592,-38.7231,0,0,0,0,0,0,0,0
-26.582,-38.7131,0,0,0,0,0,0,0,0
-26.572,-38.7031,0,0,0,0,0,0,0,0
-26.562,-38.6931,0,0,0,0,0,0,0,0
-26.552,-38.6831,0,0,0,0,0,0,0,0
-26.542,-38.6731,0,0,0,0,0,0,0,0
-26.532,-38.6631,0,0,0,0,0,0,0,0
-26.522,-38.6531,0,0,0,0,0,0,0,0
-26.512,-38.6431,0,0,0,0,0,0,0,0
-26.502,-38.6331,0,0,0,0,0,0,0,0
-26.492,-38.6231,0,0,0,0,0,0,0,0
-26.482,-38.6131,0,0,0,0,0,0,0,0
-26.472,-38.6031,0,0,0,0,0,0,0,0
-26.462,-38.5931,0,0,0,0,0,0,0,0
-26.452,-38.5831,0,0,0,0,0,0,0,0
-26.442,-38.5731,0,0,0,0,0,0,0,0
-26.432,-38.5631,0,0,0,0,0,0,0,0
-26.422,-38.5531,0,0,0,0,0,0,0,0
-26.412,-38.5431,0,0,0,0,0,0,0,0
-26.402,-38.5331,0,0,0,0,0,0,0,0
-26.392,-38.5231,0,0,0,0,0,0,0,0
-26.382,-38.5131,0,0,0,0,0,0,0,0
-26.372,-38.5031,0,0,0,0,0,0,0,0
-26.362,-38.4931,0,0,0,0,0,0,0,0
-26.352,-38.4831,0,0,0,0,0,0,0,0
-26.342,-38.4731,0,0,0,0,0,0,0,0
-26.332,-38.4631,0,0,0,0,0,0,0,0
-26.322,-38.4531,0,0,0,0,0,0,0,0
-26.312,-38.4431,0,0,0,0,0,0,0,0
-26.302,-38.4331,0,0,0,0,0,0,0,0
-26.292,-38.4231,0,0,0,0,0,0,0,0
-26.282,-38.4131,0,0,0,0,0,0,0,0
-26.272,-38.4031,0,0,0,0,0,0,0,0
-26.262,-38.3931,0,0,0,0,0,0,0,0
-26.252,-38.3831,0,0,0,0,0,0,0,0
-26.242,-38.3731,0,0,0,0,0,0,0,0
-26.232,-38.3631,0,0,0,0,0,0,0,0
-26.222,-38.3531,0,0,0,0,0,0,0,0
-26.212,-38.3431,0,0,0,0,0,0,0,0
-26.202,-38.3331,0,0,0,0,0,0,0,0
-26.192,-38.3231,0,0,0,0,0,0,0,0
-26.182,-38.3131,0,0,0,0,0,0,0,0
-26.172,-38.3031,0,0,0,0,0,0,0,0
-26.162,-38.2931,0,0,0,0,0,0,0,0
-26.152,-38.2831,0,0,0,0,0,0,0,0
-26.142,-38.2731,0,0,0,0,0,0,0,0
-26.132,-38.2631,0,0,0,0,0,0,0,0
-26.122,-38.2531,0,0,0,0,0,0,0,0
-26.112,-38.2431,0,0,0,0,0,0,0,0
-26.102,-38.2331,0,0,0,0,0,0,0,0
-26.092,-38.2231,0,0,0,0,0,0,0,0
-26.082,-38.2131,0,0,0,0,0,0,0,0
-26.072,-38.2031,0,0,0,0,0,0,0,0
-26.062,-38.1931,0,0,0,0,0,0,0,0
-26.052,-38.1831,0,0,0,0,0,0,0,0
-26.042,-38.1731,0,0,0,0,0,0,0,0
-26.032,-38.1631,0,0,0,0,0,0,0,0
-26.022,-38.1531,0,0,0,0,0,0,0,0
-26.012,-38.1431,0,0,0,0,0,0,0,0
-26.002,-38.1331,0,0,0,0,0,0,0,0
-25.992,-38.1231,0,0,0,0,0,0,0,0
-25.982,-38.1131,0,0,0,0,0,0,0,0
-25.972,-38.1031,0,0,0,0,0,0,0,0
-25.962,-38.0931,0,0,0,0,0,0,0,0
-25.952,-38.0831,0,0,0,0,0,0,0,0
-25.942,-38.0731,0,0,0,0,0,0,0,0
-25.932,-38.0631,0,0,0,0,0,0,0,0
-25.922,-38.0531,0,0,0,0,0,0,0,0
-25.912,-38.0431,0,0,0,0,0,0,0,0
-25.902,-38.0331,0,0,0,0,0,0,0,0
-25.892,-38.0231,0,0,0,0,0,0,0,0
-25.882,-38.0131,0,0,0,0,0,0,0,0
-25.872,-38.0031,0,0,0,0,0,0,0,0
-25.862,-37.9931,0,0,0,0,0,0,0,0
-25.852,-37.9831,0,0,0,0,0,0,0,0
-25.842,-37.9731,0,0,0,0,0,0,0,0
-25.832,-37.9631,0,0,0,0,0,0,0,0
-25.822,-37.9531,0,0,0,0,0,0,0,0
-25.812,-37.9431,0,0,0,0,0,0,0,0
-25.802,-37.9331,0,0,0,0,0,0,0,0
-25.792,-37.9231,0,0,0,0,0,0,0,0
-25.782,-37.9131,0,0,0,0,0,0,0,0
-25.772,-37.9031,0,0,0,0,0,0,0,0
-25.762,-37.8931,0,0,0,0,0,0,0,0
-25.752,-37.8831,0,0,0,0,0,0,0,0
-25.742,-37.8731,0,0,0,0,0,0,0,0
-25.732,-37.8631,0,0,0,0,0,0,0,0
-25.722,-37.8531,0,0,0,0,0,0,0,0
-25.712,-37.8431,0,0,0,0,0,0,0,0
-25.702,-37.8331,0,0,0,0,0,0,0,0
-25.692,-37.8231,0,0,0,0,0,0,0,0
-25.682,-37.8131,0,0,0,0,0,0,0,0
-25.672,-37.8031,0,0,0,0,0,0,0,0
-25.662,-37.7931,0,0,0,0,0,0,0,0
-25.652,-37.7831,0,0,0,0,0,0,0,0
-25.642,-37.7731,0,0,0,0,0,0,0,0
-25.632,-37.7631,0,0,0,0,0,0,0,0
-25.622,-37.7531,0,0,0,0,0,0,0,0
-25.612,-37.7431,0,0,0,0,0,0,0,0
-25.602,-37.7331,0,0,0,0,0,0,0,0
-25.592,-37.7231,0,0,0,0,0,0,0,0
-25.582,-37.7131,0,0,0,0,0,0,0,0
-25.572,-37.7031,0,0,0,0,0,0,0,0
-25.562,-37.6931,0,0,0,0,0,0,0,0
-25.552,-37.6831,0,0,0,0,0,0,0,0
-25.542,-37.6731,0,0,0,0,0,0,0,0
-25.532,-37.6631,0,0,0,0,0,0,0,0
-25.522,-37.6531,0,0,0,0,0,0,0,0
-25.512,-37.6431,7.4e-15,1.30888e-13,2.468e-15,2.36672e-14,1.57901e-14,1.011e-12,5.816e-15,1.2484e-15
-25.502,-37.6331,1.664e-13,5.1954e-13,1.608e-14,9.54804e-14,6.74192e-14,4.5852e-12,2.852e-14,5.172e-15
-25.492,-37.6231,6.76e-13,1.84872e-12,6.868e-14,3.41908e-13,2.25924e-13,1.67724e-11,1.0868e-13,1.8696e-14
-25.482,-37.6131,3.54e-12,6.4452e-12,3.116e-13,1.21612e-12,7.7492e-13,6.4244e-11,4.364e-13,6.78e-14
-25.472,-37.6031,1.196e-11,1.88536e-11,1.04e-12,3.60844e-12,2.25776e-12,1.95772e-10,1.364e-12,2.036e-13
-25.462,-37.5931,3.444e-11,5.1164e-11,2.964e-12,9.87428e-12,6.14776e-12,5.4072e-10,3.82e-12,5.572e-13
-25.452,-37.5831,9.6e-11,1.35364e-10,8.224e-12,2.62924e-11,1.63572e-11,1.45636e-09,1.036e-11,1.4892e-12
-25.442,-37.5731,2.56e-10,3.501e-10,2.188e-11,6.82416e-11,4.22056e-11,3.80764e-09,2.736e-11,3.876e-12
-25.432,-37.5631,6.68e-10,8.8636e-10,5.704e-11,1.73816e-10,1.07336e-10,9.7592e-09,7.024e-11,9.864e-12
-25.422,-37.5531,1.7e-09,2.19176e-09,1.452e-10,4.33544e-10,2.6616e-10,2.4354e-08,1.768e-10,2.46e-11
-25.412,-37.5431,4.24e-09,5.31824e-09,3.6e-10,1.05178e-09,6.47372e-10,5.9664e-08,4.356e-10,5.98e-11
-25.402,-37.5331,1.032e-08,1.26108e-08,8.748e-10,2.50504e-09,1.5362e-09,1.43092e-07,1.052e-09,1.43e-10
-25.392,-37.5231,2.464e-08,2.92916e-08,2.084e-09,5.82124e-09,3.57148e-09,3.35308e-07,2.476e-09,3.336e-10
-25.382,-37.5131,5.76e-08,6.648e-08,4.856e-09,1.33288e-08,8.1256e-09,7.6964e-07,5.724e-09,7.62e-10
-25.372,-37.5031,1.32e-07,1.48276e-07,1.108e-08,2.98296e-08,1.8144e-08,1.7364e-06,1.296e-08,1.7076e-09
-25.362,-37.4931,2.956e-07,3.22748e-07,2.484e-08,6.54416e-08,3.96324e-08,3.82272e-06,2.872e-08,3.748e-09
-25.352,-37.4831,6.48e-07,6.89e-07,5.444e-08,1.4012e-07,8.4908e-08,8.2564e-06,6.24e-08,8.068e-09
-25.342,-37.4731,1.392e-06,1.43852e-06,1.168e-07,2.94304e-07,1.77496e-07,1.74364e-05,1.328e-07,1.6948e-08
-25.332,-37.4631,2.932e-06,2.94156e-06,2.46e-07,6.06284e-07,3.64308e-07,3.6116e-05,2.764e-07,3.488e-08
-25.322,-37.4531,6.04e-06,5.8832e-06,5.072e-07,1.22064e-06,7.3276e-07,7.3268e-05,5.648e-07,7.06e-08
-25.312,-37.4431,1.22e-05,1.15252e-05,1.024e-06,2.4092e-06,1.44164e-06,0.000145708,1.128e-06,1.3936e-07
-25.302,-37.4331,2.416e-05,2.21636e-05,2.028e-06,4.65796e-06,2.78312e-06,0.000283732,2.216e-06,2.692e-07
-25.292,-37.4231,4.68e-05,4.15088e-05,3.936e-06,8.83428e-06,5.2772e-06,0.000539236,4.26e-06,5.112e-07
-25.282,-37.4131,8.88e-05,7.6572e-05,7.492e-06,1.6384e-05,9.7508e-06,0.00100992,8.032e-06,9.484e-07
-25.272,-37.4031,0.0001656,0.000137832,1.4e-05,2.98376e-05,1.76928e-05,0.00185064,1.48e-05,1.732e-06
-25.262,-37.3931,0.0003016,0.000243428,2.552e-05,5.30112e-05,3.14436e-05,0.0033268,2.68e-05,3.088e-06
-25.252,-37.3831,0.00054,0.000419172,4.584e-05,9.27724e-05,5.484e-05,0.00583256,4.756e-05,5.4e-06
-25.242,-37.3731,0.000944,0.0007134,8.044e-05,0.000159044,9.3572e-05,0.0100952,8.268e-05,9.272e-06
-25.232,-37.3631,0.00162,0.00118096,0.0001388,0.000267492,0.00015734,0.0170524,0.0001416,1.556e-05
-25.222,-37.3531,0.002724,0.00191864,0.0002352,0.000441816,0.000258272,0.0282724,0.0002364,2.56e-05
-25.212,-37.3431,0.00448,0.0030474,0.0003908,0.00071096,0.000415792,0.0458464,0.000388,4.136e-05
-25.202,-37.3331,0.00724,0.00475668,0.0006364,0.00112472,0.0006582,0.0731928,0.0006256,6.568e-05
