# lindo2_mp-1222355 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 12.131 eV. Gap is the fixed-occ nscf value (-0.028 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Li_p,Li_s,Nd_d,Nd_f,Nd_p,Nd_s,O_p,O_s
-5.312,-17.4431,0.1144,0.019692,0.3648,0.15924,3.7996,0.0746,0.128,2.428
-5.302,-17.4331,0.1152,0.01912,0.3652,0.1612,3.80416,0.07416,0.1276,2.436
-5.292,-17.4231,0.1156,0.01854,0.3648,0.16276,3.79668,0.07276,0.1272,2.444
-5.282,-17.4131,0.1152,0.017948,0.3632,0.16428,3.77712,0.0716,0.126,2.444
-5.272,-17.4031,0.1144,0.017316,0.3612,0.16496,3.74948,0.06992,0.1248,2.44
-5.262,-17.3931,0.1132,0.016724,0.358,0.16516,3.70976,0.06776,0.1232,2.428
-5.252,-17.3831,0.1116,0.016176,0.3548,0.16488,3.66188,0.06588,0.1216,2.412
-5.242,-17.3731,0.1092,0.015676,0.3508,0.16412,3.60592,0.06352,0.1196,2.392
-5.232,-17.3631,0.1068,0.015224,0.3464,0.16248,3.5418,0.06104,0.1176,2.368
-5.222,-17.3531,0.104,0.0149,0.3416,0.15992,3.4776,0.05864,0.1152,2.336
-5.212,-17.3431,0.1008,0.014628,0.3364,0.15692,3.40528,0.05632,0.1132,2.304
-5.202,-17.3331,0.0976,0.014488,0.332,0.1534,3.33684,0.05404,0.1112,2.276
-5.192,-17.3231,0.0944,0.014444,0.3276,0.14984,3.2684,0.05196,0.1096,2.244
-5.182,-17.3131,0.0912,0.014536,0.324,0.14584,3.20792,0.05008,0.108,2.216
-5.172,-17.3031,0.0884,0.014684,0.3212,0.14184,3.15544,0.0484,0.1068,2.192
-5.162,-17.2931,0.0856,0.014964,0.3196,0.13828,3.11104,0.04704,0.1064,2.176
-5.152,-17.2831,0.0836,0.015296,0.3188,0.13472,3.07468,0.04596,0.106,2.164
-5.142,-17.2731,0.0816,0.01568,0.3188,0.13204,3.05444,0.04512,0.106,2.16
-5.132,-17.2631,0.08,0.016072,0.32,0.1298,3.04228,0.04452,0.1064,2.164
-5.122,-17.2531,0.0792,0.016468,0.3216,0.12844,3.03824,0.04412,0.1068,2.164
-5.112,-17.2431,0.0784,0.016824,0.3236,0.12756,3.04228,0.04388,0.108,2.176
-5.102,-17.2331,0.078,0.017096,0.3252,0.12712,3.0464,0.04376,0.1084,2.188
-5.092,-17.2231,0.078,0.017244,0.3272,0.12756,3.05452,0.04364,0.1092,2.2
-5.082,-17.2131,0.078,0.0173,0.3288,0.1284,3.06272,0.0436,0.1096,2.208
-5.072,-17.2031,0.078,0.017268,0.33,0.13012,3.07096,0.04352,0.1104,2.216
-5.062,-17.1931,0.0784,0.017104,0.3308,0.13228,3.0752,0.0434,0.1104,2.228
-5.052,-17.1831,0.0792,0.016852,0.3316,0.13444,3.08348,0.04332,0.1108,2.236
-5.042,-17.1731,0.08,0.016512,0.332,0.13704,3.0878,0.04328,0.1108,2.244
-5.032,-17.1631,0.0808,0.016168,0.3324,0.14048,3.0922,0.04332,0.1108,2.256
-5.022,-17.1531,0.082,0.01578,0.3332,0.14352,3.10068,0.04348,0.1112,2.268
-5.012,-17.1431,0.0832,0.015436,0.3344,0.147,3.1132,0.04376,0.1116,2.284
-5.002,-17.1331,0.0852,0.01514,0.336,0.15004,3.12984,0.0442,0.112,2.3
-4.992,-17.1231,0.0868,0.014888,0.3372,0.15348,3.1506,0.04484,0.1124,2.32
-4.982,-17.1131,0.0888,0.014768,0.3388,0.15652,3.17544,0.04572,0.1132,2.34
-4.972,-17.1031,0.0908,0.01474,0.34,0.15912,3.20036,0.04684,0.114,2.364
-4.962,-17.0931,0.0928,0.01484,0.3416,0.16168,3.2334,0.04812,0.1148,2.384
-4.952,-17.0831,0.0948,0.01504,0.3424,0.1642,3.26652,0.0496,0.1156,2.408
-4.942,-17.0731,0.0968,0.015368,0.3424,0.16628,3.29972,0.05128,0.116,2.428
-4.932,-17.0631,0.0988,0.015832,0.3428,0.16792,3.33696,0.05316,0.1164,2.452
-4.922,-17.0531,0.1004,0.016388,0.342,0.17,3.37824,0.05516,0.1164,2.468
-4.912,-17.0431,0.102,0.01708,0.3412,0.1716,3.4156,0.05724,0.1168,2.488
-4.902,-17.0331,0.1036,0.017824,0.3396,0.17364,3.4528,0.05952,0.1168,2.504
-4.892,-17.0231,0.1048,0.018704,0.338,0.17564,3.4944,0.06152,0.1164,2.524
-4.882,-17.0131,0.106,0.019668,0.336,0.17768,3.5276,0.06352,0.116,2.536
-4.872,-17.0031,0.1068,0.020684,0.334,0.17972,3.5652,0.06544,0.1156,2.548
-4.862,-16.9931,0.1072,0.021748,0.332,0.18216,3.5944,0.06736,0.1148,2.56
-4.852,-16.9831,0.1076,0.02282,0.3304,0.1846,3.62,0.06876,0.1144,2.576
-4.842,-16.9731,0.108,0.023972,0.3292,0.18708,3.6452,0.06976,0.114,2.584
-4.832,-16.9631,0.108,0.025096,0.3292,0.19,3.6708,0.07072,0.114,2.6
-4.822,-16.9531,0.1084,0.02626,0.3304,0.19336,3.6964,0.07168,0.1144,2.62
-4.812,-16.9431,0.1088,0.02748,0.3328,0.1968,3.7264,0.07224,0.1152,2.644
-4.802,-16.9331,0.11,0.02864,0.3364,0.20156,3.768,0.07288,0.1168,2.684
-4.792,-16.9231,0.1112,0.02988,0.3428,0.20724,3.8264,0.07356,0.1184,2.732
-4.782,-16.9131,0.1136,0.03116,0.3504,0.21384,3.9008,0.07436,0.1212,2.8
-4.772,-16.9031,0.1164,0.03244,0.3604,0.2218,3.9912,0.07568,0.1248,2.884
-4.762,-16.8931,0.12,0.0338,0.372,0.23072,4.106,0.07708,0.1288,2.98
-4.752,-16.8831,0.124,0.03508,0.3852,0.24092,4.2292,0.0786,0.1332,3.096
-4.742,-16.8731,0.1288,0.03636,0.3984,0.25164,4.392,0.08016,0.138,3.216
-4.732,-16.8631,0.1336,0.03752,0.412,0.26236,4.5148,0.08216,0.1424,3.336
-4.722,-16.8531,0.1384,0.03852,0.424,0.27304,4.6772,0.08412,0.1468,3.46
-4.712,-16.8431,0.1428,0.0394,0.4348,0.28284,4.7996,0.086,0.1504,3.572
-4.702,-16.8331,0.1468,0.04004,0.4428,0.29168,4.9212,0.08736,0.1528,3.664
-4.692,-16.8231,0.15,0.04044,0.448,0.29912,5.002,0.08852,0.1544,3.74
-4.682,-16.8131,0.152,0.04056,0.45,0.30436,5.0428,0.08952,0.1548,3.784
-4.672,-16.8031,0.1532,0.04048,0.448,0.30816,5.0824,0.08952,0.154,3.808
-4.662,-16.7931,0.1532,0.0402,0.4436,0.31012,5.0816,0.08928,0.1524,3.804
-4.652,-16.7831,0.152,0.03984,0.436,0.31064,5.0404,0.08848,0.1492,3.776
-4.642,-16.7731,0.1504,0.03936,0.4264,0.3098,4.9588,0.08756,0.1452,3.736
-4.632,-16.7631,0.1484,0.03884,0.4156,0.30804,4.8772,0.08616,0.1412,3.676
-4.622,-16.7531,0.146,0.0384,0.4044,0.3062,4.8356,0.08512,0.1368,3.62
-4.612,-16.7431,0.144,0.03808,0.3932,0.30392,4.754,0.08372,0.132,3.556
-4.602,-16.7331,0.142,0.03792,0.3828,0.30248,4.6728,0.0828,0.12772,3.5
-4.592,-16.7231,0.1408,0.03788,0.3736,0.30148,4.632,0.082,0.12376,3.452
-4.582,-16.7131,0.14,0.038,0.366,0.30056,4.5916,0.08168,0.12044,3.412
-4.572,-16.7031,0.1396,0.03816,0.3596,0.30048,4.5516,0.08144,0.11784,3.384
-4.562,-16.6931,0.14,0.03836,0.3548,0.30052,4.552,0.08172,0.11544,3.364
-4.552,-16.6831,0.1404,0.03852,0.3508,0.30056,4.5528,0.08164,0.11368,3.352
-4.542,-16.6731,0.1412,0.03852,0.3472,0.29984,4.554,0.08196,0.11212,3.336
-4.532,-16.6631,0.1416,0.0384,0.3444,0.29872,4.5552,0.08184,0.11108,3.32
-4.522,-16.6531,0.1416,0.03804,0.3412,0.29676,4.5164,0.08124,0.1098,3.3
-4.512,-16.6431,0.1412,0.0374,0.3376,0.2936,4.4772,0.08016,0.10896,3.272
-4.502,-16.6331,0.14,0.03652,0.3336,0.2896,4.4384,0.07896,0.1078,3.236
-4.492,-16.6231,0.1388,0.03544,0.3292,0.28516,4.3992,0.07728,0.10664,3.196
-4.482,-16.6131,0.1364,0.03416,0.3248,0.28032,4.32,0.07508,0.10548,3.152
-4.472,-16.6031,0.134,0.03276,0.3204,0.27588,4.2404,0.07284,0.10432,3.104
-4.462,-16.5931,0.1316,0.03136,0.316,0.27192,4.1608,0.07016,0.10316,3.06
-4.452,-16.5831,0.1288,0.02996,0.3128,0.26884,4.0816,0.06744,0.10276,3.02
-4.442,-16.5731,0.1264,0.02864,0.31,0.26704,4.038,0.06476,0.10228,2.992
-4.432,-16.5631,0.124,0.02748,0.3084,0.2666,3.9904,0.06256,0.102,2.972
-4.422,-16.5531,0.122,0.02652,0.308,0.26784,3.9552,0.06036,0.1024,2.968
-4.412,-16.5431,0.1208,0.02572,0.308,0.2708,3.94,0.05828,0.1028,2.972
-4.402,-16.5331,0.1196,0.02512,0.3092,0.27512,3.9372,0.05652,0.1036,2.992
-4.392,-16.5231,0.1192,0.02464,0.3112,0.28072,3.9504,0.05512,0.1048,3.028
-4.382,-16.5131,0.1192,0.0244,0.3136,0.2872,3.9804,0.05396,0.106,3.068
-4.372,-16.5031,0.1192,0.02436,0.3164,0.295,4.0224,0.053,0.1072,3.12
-4.362,-16.4931,0.12,0.02436,0.32,0.30324,4.0808,0.05228,0.1092,3.18
-4.352,-16.4831,0.1212,0.0246,0.3232,0.31232,4.1356,0.0518,0.1112,3.248
-4.342,-16.4731,0.1224,0.02492,0.3264,0.32148,4.2192,0.05156,0.1128,3.32
-4.332,-16.4631,0.1236,0.0254,0.3304,0.33104,4.3028,0.05144,0.1148,3.4
-4.322,-16.4531,0.1252,0.02604,0.3348,0.3406,4.4272,0.0516,0.1168,3.484
-4.312,-16.4431,0.1272,0.0268,0.3384,0.3502,4.512,0.05184,0.1192,3.572
-4.302,-16.4331,0.1292,0.02768,0.3428,0.35976,4.6372,0.05228,0.1212,3.66
-4.292,-16.4231,0.1308,0.02864,0.3468,0.36852,4.7624,0.05284,0.1232,3.748
-4.282,-16.4131,0.1328,0.02972,0.3504,0.3772,4.848,0.05344,0.1252,3.832
-4.272,-16.4031,0.1344,0.03088,0.3544,0.3846,4.9732,0.05408,0.1268,3.912
-4.262,-16.3931,0.136,0.03204,0.3572,0.39076,5.0584,0.05464,0.1276,3.98
-4.252,-16.3831,0.1372,0.0332,0.3592,0.39596,5.1832,0.05512,0.1284,4.04
-4.242,-16.3731,0.138,0.03432,0.3608,0.39948,5.228,0.05544,0.1284,4.092
-4.232,-16.3631,0.1384,0.0354,0.3616,0.40168,5.312,0.05552,0.128,4.128
-4.222,-16.3531,0.1384,0.03628,0.3616,0.4026,5.3552,0.05544,0.1272,4.156
-4.212,-16.3431,0.1384,0.03708,0.3604,0.40216,5.3984,0.05512,0.1256,4.172
-4.202,-16.3331,0.1376,0.03772,0.3592,0.40048,5.4008,0.05452,0.124,4.18
-4.192,-16.3231,0.1368,0.03824,0.3576,0.39796,5.4428,0.05372,0.122,4.184
-4.182,-16.3131,0.1356,0.03856,0.3556,0.3946,5.4448,0.05272,0.1204,4.18
-4.172,-16.3031,0.1344,0.03872,0.3536,0.39128,5.4464,0.05148,0.118,4.176
-4.162,-16.2931,0.1328,0.0388,0.3524,0.38756,5.4076,0.05012,0.116,4.176
-4.152,-16.2831,0.1316,0.03872,0.3508,0.38428,5.4088,0.04856,0.1144,4.176
-4.142,-16.2731,0.1304,0.03852,0.3496,0.38104,5.4104,0.047,0.1124,4.18
-4.132,-16.2631,0.1292,0.03828,0.3492,0.37872,5.4116,0.04532,0.1108,4.18
-4.122,-16.2531,0.128,0.03792,0.3484,0.37684,5.3732,0.04356,0.1092,4.184
-4.112,-16.2431,0.1268,0.03752,0.348,0.3754,5.3748,0.0418,0.108,4.188
-4.102,-16.2331,0.1256,0.03704,0.3472,0.3744,5.3764,0.04008,0.1064,4.192
-4.092,-16.2231,0.1248,0.03656,0.346,0.37384,5.3376,0.03832,0.1052,4.192
-4.082,-16.2131,0.1236,0.03604,0.3448,0.37324,5.3392,0.03664,0.1036,4.188
-4.072,-16.2031,0.1224,0.03556,0.3428,0.37304,5.3008,0.035,0.1024,4.176
-4.062,-16.1931,0.1212,0.03508,0.3404,0.37244,5.2624,0.03344,0.1008,4.16
-4.052,-16.1831,0.12,0.03468,0.338,0.37176,5.224,0.03196,0.0996,4.144
-4.042,-16.1731,0.1188,0.03432,0.3348,0.37104,5.1856,0.03056,0.0976,4.12
-4.032,-16.1631,0.118,0.03404,0.3308,0.36988,5.1472,0.02924,0.096,4.096
-4.022,-16.1531,0.1168,0.03384,0.3272,0.36824,5.1088,0.028,0.09428,4.068
-4.012,-16.1431,0.1156,0.033744,0.3228,0.36612,5.03,0.02692,0.09248,4.036
-4.002,-16.1331,0.1144,0.033732,0.3184,0.36312,4.9912,0.02588,0.09072,4
-3.992,-16.1231,0.1132,0.033768,0.3132,0.35964,4.9524,0.02484,0.089,3.96
-3.982,-16.1131,0.1116,0.033808,0.3076,0.35488,4.8732,0.02396,0.08688,3.912
-3.972,-16.1031,0.1104,0.03384,0.302,0.3492,4.8332,0.02304,0.08516,3.856
-3.962,-16.0931,0.1088,0.033784,0.2952,0.3422,4.7528,0.02216,0.0826,3.792
-3.952,-16.0831,0.1068,0.033636,0.2876,0.33384,4.6316,0.02128,0.0804,3.712
-3.942,-16.0731,0.1044,0.033308,0.2792,0.32416,4.5496,0.02036,0.07772,3.62
-3.932,-16.0631,0.1016,0.0328,0.2688,0.31272,4.3864,0.01944,0.07456,3.512
-3.922,-16.0531,0.0984,0.032028,0.258,0.29952,4.2624,0.01844,0.07128,3.388
-3.912,-16.0431,0.0948,0.031072,0.246,0.285,4.0768,0.017388,0.06744,3.244
-3.902,-16.0331,0.0908,0.029852,0.2328,0.26912,3.882,0.016292,0.0636,3.08
-3.892,-16.0231,0.0864,0.028368,0.2184,0.25192,3.6704,0.015148,0.05936,2.908
-3.882,-16.0131,0.0816,0.026708,0.2028,0.23384,3.4376,0.013988,0.05488,2.716
-3.872,-16.0031,0.0764,0.024912,0.1864,0.21488,3.196,0.012784,0.05028,2.52
-3.862,-15.9931,0.0708,0.022944,0.17,0.19588,2.946,0.011608,0.04556,2.316
-3.852,-15.9831,0.0652,0.020928,0.1536,0.17688,2.6872,0.010432,0.04088,2.108
-3.842,-15.9731,0.0596,0.018872,0.1372,0.15832,2.4368,0.009296,0.03628,1.904
-3.832,-15.9631,0.054,0.016856,0.1212,0.14064,2.186,0.008204,0.03184,1.7
-3.822,-15.9531,0.0484,0.014844,0.1064,0.12384,1.9476,0.0072,0.02772,1.512
-3.812,-15.9431,0.0432,0.012964,0.0924,0.10832,1.7216,0.006208,0.02384,1.328
-3.802,-15.9331,0.03844,0.011212,0.07916,0.09416,1.5084,0.005352,0.02028,1.16
-3.792,-15.9231,0.03388,0.009592,0.0674,0.08128,1.3156,0.00456,0.01716,1.008
-3.782,-15.9131,0.02972,0.008144,0.05692,0.06976,1.1392,0.003852,0.01432,0.872
-3.772,-15.9031,0.02596,0.006832,0.04772,0.05996,0.98,0.003224,0.01188,0.7464
-3.762,-15.8931,0.0226,0.005652,0.03972,0.05112,0.8416,0.002676,0.009792,0.638
-3.752,-15.8831,0.0196,0.00466,0.03288,0.0436,0.7196,0.0022,0.00804,0.5436
-3.742,-15.8731,0.017,0.0038,0.02704,0.0372,0.61448,0.0018,0.006564,0.462
-3.732,-15.8631,0.01472,0.003076,0.02212,0.031764,0.522,0.0014612,0.00534,0.392
-3.722,-15.8531,0.01276,0.0024728,0.01808,0.027168,0.44212,0.0011772,0.00434,0.3324
-3.712,-15.8431,0.01108,0.0019732,0.01468,0.02332,0.37684,0.0009424,0.003528,0.2824
-3.702,-15.8331,0.00964,0.0015684,0.01192,0.020056,0.3204,0.0007512,0.002872,0.24
-3.692,-15.8231,0.0084,0.001242,0.00968,0.01732,0.2732,0.000598,0.00234,0.2048
-3.682,-15.8131,0.00732,0.00098,0.00788,0.014984,0.23316,0.0004748,0.00192,0.1748
-3.672,-15.8031,0.0064,0.000774,0.006388,0.01296,0.19904,0.0003769,0.001576,0.1492
-3.662,-15.7931,0.00556,0.0006104,0.005188,0.011244,0.16996,0.0003,0.0013,0.128
-3.652,-15.7831,0.00484,0.0004844,0.004216,0.009712,0.14468,0.0002392,0.001072,0.1088
-3.642,-15.7731,0.00416,0.000384,0.00342,0.008312,0.1228,0.0001908,0.0008856,0.0924
-3.632,-15.7631,0.003568,0.0003048,0.002776,0.007088,0.10384,0.00015228,0.0007292,0.07804
-3.622,-15.7531,0.00302,0.0002416,0.002236,0.006,0.0866,0.00012188,0.0005984,0.06552
-3.612,-15.7431,0.002528,0.00019104,0.0018,0.005,0.07186,9.672e-05,0.0004876,0.05432
-3.602,-15.7331,0.002084,0.00015076,0.001432,0.004112,0.058824,7.696e-05,0.0003932,0.04448
-3.592,-15.7231,0.001696,0.00011796,0.001128,0.003336,0.047472,6.036e-05,0.000314,0.03588
-3.582,-15.7131,0.001352,9.152e-05,0.0008808,0.0026576,0.03772,4.7e-05,0.0002472,0.02856
-3.572,-15.7031,0.001064,7.004e-05,0.0006768,0.0020844,0.029484,3.616e-05,0.000192,0.02232
-3.562,-15.6931,0.00082,5.296e-05,0.0005132,0.0016024,0.022636,2.736e-05,0.000146,0.01712
-3.552,-15.6831,0.00062,3.944e-05,0.0003828,0.0012108,0.017052,2.048e-05,0.0001096,0.01292
-3.542,-15.6731,0.000456,2.888e-05,0.0002804,0.0008968,0.0126,1.4984e-05,8.076e-05,0.00956
-3.532,-15.6631,0.0003324,2.0788e-05,0.0002016,0.0006508,0.009112,1.0812e-05,5.836e-05,0.006916
-3.522,-15.6531,0.0002364,1.4676e-05,0.0001424,0.00046,0.0064676,7.648e-06,4.132e-05,0.004908
-3.512,-15.6431,0.0001644,1.0164e-05,9.892e-05,0.000321,0.0044936,5.296e-06,2.864e-05,0.003416
-3.502,-15.6331,0.000112,6.916e-06,6.716e-05,0.00021856,0.0030696,3.6e-06,1.948e-05,0.002324
-3.492,-15.6231,7.48e-05,4.592e-06,4.456e-05,0.00014572,0.0020448,2.392e-06,1.296e-05,0.001548
-3.482,-15.6131,4.88e-05,2.992e-06,2.9e-05,9.516e-05,0.0013352,1.56e-06,8.464e-06,0.001008
-3.472,-15.6031,3.116e-05,1.9092e-06,1.848e-05,6.1e-05,0.0008524,9.948e-07,5.396e-06,0.0006456
-3.462,-15.5931,1.948e-05,1.1892e-06,1.154e-05,3.8e-05,0.0005332,6.22e-07,3.372e-06,0.0004036
-3.452,-15.5831,1.192e-05,7.292e-07,7.04e-06,2.3264e-05,0.0003258,3.8e-07,2.06e-06,0.0002468
-3.442,-15.5731,7.12e-06,4.352e-07,4.216e-06,1.3892e-05,0.00019484,2.272e-07,1.232e-06,0.000148
-3.432,-15.5631,4.16e-06,2.548e-07,2.464e-06,8.148e-06,0.0001142,1.3312e-07,7.204e-07,8.636e-05
-3.422,-15.5531,2.392e-06,1.4588e-07,1.412e-06,4.648e-06,6.5492e-05,7.628e-08,4.128e-07,4.952e-05
-3.412,-15.5431,1.34e-06,8.164e-08,7.908e-07,2.6136e-06,3.6612e-05,4.26e-08,2.312e-07,2.776e-05
-3.402,-15.5331,7.36e-07,4.472e-08,4.332e-07,1.434e-06,2.0068e-05,2.34e-08,1.268e-07,1.52e-05
-3.392,-15.5231,3.94e-07,2.4e-08,2.32e-07,7.692e-07,1.0748e-05,1.2516e-08,6.796e-08,8.132e-06
-3.382,-15.5131,2.068e-07,1.2604e-08,1.216e-07,4.028e-07,5.6272e-06,6.56e-09,3.56e-08,4.276e-06
-3.372,-15.5031,1.06e-07,6.468e-09,6.252e-08,2.0672e-07,2.8972e-06,3.372e-09,1.828e-08,2.196e-06
-3.362,-15.4931,5.32e-08,3.24e-09,3.132e-08,1.038e-07,1.4528e-06,1.692e-09,9.16e-09,1.1e-06
-3.352,-15.4831,2.616e-08,1.5892e-09,1.54e-08,5.1e-08,7.1376e-07,8.292e-10,4.504e-09,5.408e-07
-3.342,-15.4731,1.256e-08,7.632e-10,7.38e-09,2.4496e-08,3.4304e-07,3.992e-10,2.164e-09,2.596e-07
-3.332,-15.4631,5.92e-09,3.592e-10,3.472e-09,1.152e-08,1.6124e-07,1.876e-10,1.016e-09,1.22e-07
-3.322,-15.4531,2.712e-09,1.6516e-10,1.596e-09,5.284e-09,7.3904e-08,8.616e-11,4.672e-10,5.612e-08
-3.312,-15.4431,1.22e-09,7.436e-11,7.188e-10,2.3768e-09,3.3296e-08,3.872e-11,2.1e-10,2.524e-08
-3.302,-15.4331,5.36e-10,3.264e-11,3.156e-10,1.0472e-09,1.4652e-08,1.704e-11,9.24e-11,1.108e-08
-3.292,-15.4231,2.308e-10,1.4052e-11,1.356e-10,4.5e-10,6.298e-09,7.32e-12,3.976e-11,4.776e-09
-3.282,-15.4131,9.72e-11,5.896e-12,5.712e-11,1.894e-10,2.6536e-09,3.088e-12,1.672e-11,2.008e-09
-3.272,-15.4031,3.996e-11,2.432e-12,2.352e-11,7.788e-11,1.0916e-09,1.2724e-12,6.888e-12,8.264e-10
-3.262,-15.3931,1.608e-11,9.804e-13,9.488e-12,3.1376e-11,4.408e-10,5.116e-13,2.776e-12,3.328e-10
-3.252,-15.3831,6.36e-12,3.86e-13,3.732e-12,1.2344e-11,1.73e-10,2.016e-13,1.096e-12,1.312e-10
-3.242,-15.3731,2.444e-12,1.4872e-13,1.44e-12,4.78e-12,6.6756e-11,7.752e-14,4.212e-13,5.052e-11
-3.232,-15.3631,9.2e-13,5.604e-14,5.42e-13,1.7944e-12,2.5148e-11,2.924e-14,1.588e-13,1.904e-11
-3.222,-15.3531,3.396e-13,2.0668e-14,2e-13,6.604e-13,9.28e-12,1.0784e-14,5.852e-14,7.024e-12
-3.212,-15.3431,1.224e-13,7.44e-15,7.196e-14,2.3864e-13,3.3464e-12,3.892e-15,2.112e-14,2.536e-12
-3.202,-15.3331,4.32e-14,2.628e-15,2.54e-14,8.424e-14,1.18e-12,1.3712e-15,7.436e-15,8.92e-13
-3.192,-15.3231,0,0,0,0,0,0,0,0
-3.182,-15.3131,0,0,0,0,0,0,0,0
-3.172,-15.3031,0,0,0,0,0,0,0,0
-3.162,-15.2931,0,0,0,0,0,0,0,0
-3.152,-15.2831,0,0,0,0,0,0,0,0
-3.142,-15.2731,0,0,0,0,0,0,0,0
-3.132,-15.2631,0,0,0,0,0,0,0,0
-3.122,-15.2531,0,0,0,0,0,0,0,0
-3.112,-15.2431,0,0,0,0,0,0,0,0
-3.102,-15.2331,0,0,0,0,0,0,0,0
-3.092,-15.2231,0,0,0,0,0,0,0,0
-3.082,-15.2131,0,0,0,0,0,0,0,0
-3.072,-15.2031,0,0,0,0,0,0,0,0
-3.062,-15.1931,0,0,0,0,0,0,0,0
-3.052,-15.1831,0,0,0,0,0,0,0,0
-3.042,-15.1731,0,0,0,0,0,0,0,0
-3.032,-15.1631,0,0,0,0,0,0,0,0
-3.022,-15.1531,0,0,0,0,0,0,0,0
-3.012,-15.1431,0,0,0,0,0,0,0,0
-3.002,-15.1331,0,0,0,0,0,0,0,0
-2.992,-15.1231,0,0,0,0,0,0,0,0
-2.982,-15.1131,0,0,0,0,0,0,0,0
-2.972,-15.1031,0,0,0,0,0,0,0,0
-2.962,-15.0931,0,0,0,0,0,0,0,0
-2.952,-15.0831,0,0,0,0,0,0,0,0
-2.942,-15.0731,0,0,0,0,0,0,0,0
-2.932,-15.0631,0,0,0,0,0,0,0,0
-2.922,-15.0531,0,0,0,0,0,0,0,0
-2.912,-15.0431,0,0,0,0,0,0,0,0
-2.902,-15.0331,0,0,0,0,0,0,0,0
-2.892,-15.0231,0,0,0,0,0,0,0,0
-2.882,-15.0131,0,0,0,0,0,0,0,0
-2.872,-15.0031,0,0,0,0,0,0,0,0
-2.862,-14.9931,0,0,0,0,0,0,0,0
-2.852,-14.9831,0,0,0,0,0,0,0,0
-2.842,-14.9731,0,0,0,0,0,0,0,0
-2.832,-14.9631,0,0,0,0,0,0,0,0
-2.822,-14.9531,0,0,0,0,0,0,0,0
-2.812,-14.9431,0,0,0,0,0,0,0,0
-2.802,-14.9331,0,0,0,0,0,0,0,0
-2.792,-14.9231,0,0,0,0,0,0,0,0
-2.782,-14.9131,0,0,0,0,0,0,0,0
-2.772,-14.9031,0,0,0,0,0,0,0,0
-2.762,-14.8931,0,0,0,0,0,0,0,0
-2.752,-14.8831,0,0,0,0,0,0,0,0
-2.742,-14.8731,0,0,0,0,0,0,0,0
-2.732,-14.8631,0,0,0,0,0,0,0,0
-2.722,-14.8531,0,0,0,0,0,0,0,0
-2.712,-14.8431,0,0,0,0,0,0,0,0
-2.702,-14.8331,0,0,0,0,0,0,0,0
-2.692,-14.8231,0,0,0,0,0,0,0,0
-2.682,-14.8131,0,0,0,0,0,0,0,0
-2.672,-14.8031,0,0,0,0,0,0,0,0
-2.662,-14.7931,0,0,0,0,0,0,0,0
-2.652,-14.7831,0,0,0,0,0,0,0,0
-2.642,-14.7731,0,0,0,0,0,0,0,0
-2.632,-14.7631,0,0,0,0,0,0,0,0
-2.622,-14.7531,0,0,0,0,0,0,0,0
-2.612,-14.7431,0,0,0,0,0,0,0,0
-2.602,-14.7331,0,0,0,0,0,0,0,0
-2.592,-14.7231,0,0,0,0,0,0,0,0
-2.582,-14.7131,0,0,0,0,0,0,0,0
-2.572,-14.7031,0,0,0,0,0,0,0,0
-2.562,-14.6931,0,0,0,0,0,0,0,0
-2.552,-14.6831,0,0,0,0,0,0,0,0
-2.542,-14.6731,0,0,0,0,0,0,0,0
-2.532,-14.6631,0,0,0,0,0,0,0,0
-2.522,-14.6531,0,0,0,0,0,0,0,0
-2.512,-14.6431,0,0,0,0,0,0,0,0
-2.502,-14.6331,0,0,0,0,0,0,0,0
-2.492,-14.6231,0,0,0,0,0,0,0,0
-2.482,-14.6131,0,0,0,0,0,0,0,0
-2.472,-14.6031,0,0,0,0,0,0,0,0
-2.462,-14.5931,0,0,0,0,0,0,0,0
-2.452,-14.5831,0,0,0,0,0,0,0,0
-2.442,-14.5731,0,0,0,0,0,0,0,0
-2.432,-14.5631,0,0,0,0,0,0,0,0
-2.422,-14.5531,0,0,0,0,0,0,0,0
-2.412,-14.5431,0,0,0,0,0,0,0,0
-2.402,-14.5331,0,0,0,0,0,0,0,0
-2.392,-14.5231,0,0,0,0,0,0,0,0
-2.382,-14.5131,0,0,0,0,0,0,0,0
-2.372,-14.5031,0,0,0,0,0,0,0,0
-2.362,-14.4931,0,0,0,0,0,0,0,0
-2.352,-14.4831,0,0,0,0,0,0,0,0
-2.342,-14.4731,0,0,0,0,0,0,0,0
-2.332,-14.4631,0,0,0,0,0,0,0,0
-2.322,-14.4531,0,0,0,0,0,0,0,0
-2.312,-14.4431,0,0,0,0,0,0,0,0
-2.302,-14.4331,0,0,0,0,0,0,0,0
-2.292,-14.4231,0,0,0,0,0,0,0,0
-2.282,-14.4131,0,0,0,0,0,0,0,0
-2.272,-14.4031,0,0,0,0,0,0,0,0
-2.262,-14.3931,0,0,0,0,0,0,0,0
-2.252,-14.3831,0,0,0,0,0,0,0,0
-2.242,-14.3731,0,0,0,0,0,0,0,0
-2.232,-14.3631,0,0,0,0,0,0,0,0
-2.222,-14.3531,0,0,0,0,0,0,0,0
-2.212,-14.3431,0,0,0,0,0,0,0,0
-2.202,-14.3331,0,0,0,0,0,0,0,0
