# licl_mp-22905 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 1.576 eV. Gap is the fixed-occ nscf value (6.260 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Cl_p,Cl_s,Li_p,Li_s
4.492,2.9164,0,0,0,0
4.502,2.9264,0,0,0,0
4.512,2.9364,0,0,0,0
4.522,2.9464,0,0,0,0
4.532,2.9564,0,0,0,0
4.542,2.9664,0,0,0,0
4.552,2.9764,0,0,0,0
4.562,2.9864,0,0,0,0
4.572,2.9964,0,0,0,0
4.582,3.0064,0,0,0,0
4.592,3.0164,0,0,0,0
4.602,3.0264,0,0,0,0
4.612,3.0364,0,0,0,0
4.622,3.0464,0,0,0,0
4.632,3.0564,0,0,0,0
4.642,3.0664,0,0,0,0
4.652,3.0764,0,0,0,0
4.662,3.0864,0,0,0,0
4.672,3.0964,0,0,0,0
4.682,3.1064,0,0,0,0
4.692,3.1164,0,0,0,0
4.702,3.1264,0,0,0,0
4.712,3.1364,0,0,0,0
4.722,3.1464,0,0,0,0
4.732,3.1564,0,0,0,0
4.742,3.1664,0,0,0,0
4.752,3.1764,0,0,0,0
4.762,3.1864,0,0,0,0
4.772,3.1964,0,0,0,0
4.782,3.2064,0,0,0,0
4.792,3.2164,0,0,0,0
4.802,3.2264,0,0,0,0
4.812,3.2364,0,0,0,0
4.822,3.2464,0,0,0,0
4.832,3.2564,0,0,0,0
4.842,3.2664,0,0,0,0
4.852,3.2764,0,0,0,0
4.862,3.2864,0,0,0,0
4.872,3.2964,0,0,0,0
4.882,3.3064,0,0,0,0
4.892,3.3164,0,0,0,0
4.902,3.3264,0,0,0,0
4.912,3.3364,0,0,0,0
4.922,3.3464,0,0,0,0
4.932,3.3564,0,0,0,0
4.942,3.3664,0,0,0,0
4.952,3.3764,0,0,0,0
4.962,3.3864,0,0,0,0
4.972,3.3964,0,0,0,0
4.982,3.4064,0,0,0,0
4.992,3.4164,0,0,0,0
5.002,3.4264,0,0,0,0
5.012,3.4364,0,0,0,0
5.022,3.4464,0,0,0,0
5.032,3.4564,0,0,0,0
5.042,3.4664,0,0,0,0
5.052,3.4764,0,0,0,0
5.062,3.4864,0,0,0,0
5.072,3.4964,0,0,0,0
5.082,3.5064,0,0,0,0
5.092,3.5164,0,0,0,0
5.102,3.5264,0,0,0,0
5.112,3.5364,0,0,0,0
5.122,3.5464,0,0,0,0
5.132,3.5564,0,0,0,0
5.142,3.5664,0,0,0,0
5.152,3.5764,0,0,0,0
5.162,3.5864,0,0,0,0
5.172,3.5964,0,0,0,0
5.182,3.6064,0,0,0,0
5.192,3.6164,0,0,0,0
5.202,3.6264,0,0,0,0
5.212,3.6364,0,0,0,0
5.222,3.6464,0,0,0,0
5.232,3.6564,0,0,0,0
5.242,3.6664,0,0,0,0
5.252,3.6764,0,0,0,0
5.262,3.6864,0,0,0,0
5.272,3.6964,0,0,0,0
5.282,3.7064,0,0,0,0
5.292,3.7164,0,0,0,0
5.302,3.7264,0,0,0,0
5.312,3.7364,0,0,0,0
5.322,3.7464,0,0,0,0
5.332,3.7564,0,0,0,0
5.342,3.7664,0,0,0,0
5.352,3.7764,0,0,0,0
5.362,3.7864,0,0,0,0
5.372,3.7964,0,0,0,0
5.382,3.8064,0,0,0,0
5.392,3.8164,0,0,0,0
5.402,3.8264,0,0,0,0
5.412,3.8364,0,0,0,0
5.422,3.8464,0,0,0,0
5.432,3.8564,0,0,0,0
5.442,3.8664,0,0,0,0
5.452,3.8764,0,0,0,0
5.462,3.8864,0,0,0,0
5.472,3.8964,0,0,0,0
5.482,3.9064,0,0,0,0
5.492,3.9164,0,0,0,0
5.502,3.9264,0,0,0,0
5.512,3.9364,0,0,0,0
5.522,3.9464,0,0,0,0
5.532,3.9564,0,0,0,0
5.542,3.9664,0,0,0,0
5.552,3.9764,0,0,0,0
5.562,3.9864,0,0,0,0
5.572,3.9964,0,0,0,0
5.582,4.0064,0,0,0,0
5.592,4.0164,0,0,0,0
5.602,4.0264,0,0,0,0
5.612,4.0364,0,0,0,0
5.622,4.0464,0,0,0,0
5.632,4.0564,0,0,0,0
5.642,4.0664,0,0,0,0
5.652,4.0764,0,0,0,0
5.662,4.0864,0,0,0,0
5.672,4.0964,0,0,0,0
5.682,4.1064,0,0,0,0
5.692,4.1164,0,0,0,0
5.702,4.1264,0,0,0,0
5.712,4.1364,0,0,0,0
5.722,4.1464,0,0,0,0
5.732,4.1564,0,0,0,0
5.742,4.1664,0,0,0,0
5.752,4.1764,0,0,0,0
5.762,4.1864,0,0,0,0
5.772,4.1964,0,0,0,0
5.782,4.2064,0,0,0,0
5.792,4.2164,0,0,0,0
5.802,4.2264,0,0,0,0
5.812,4.2364,0,0,0,0
5.822,4.2464,0,0,0,0
5.832,4.2564,0,0,0,0
5.842,4.2664,0,0,0,0
5.852,4.2764,0,0,0,0
5.862,4.2864,0,0,0,0
5.872,4.2964,0,0,0,0
5.882,4.3064,0,0,0,0
5.892,4.3164,0,0,0,0
5.902,4.3264,0,0,0,0
5.912,4.3364,0,0,0,0
5.922,4.3464,0,0,0,0
5.932,4.3564,0,0,0,0
5.942,4.3664,0,0,0,0
5.952,4.3764,0,0,0,0
5.962,4.3864,0,0,0,0
5.972,4.3964,0,0,0,0
5.982,4.4064,0,0,0,0
5.992,4.4164,0,0,0,0
6.002,4.4264,0,0,0,0
6.012,4.4364,0,0,0,0
6.022,4.4464,0,0,0,0
6.032,4.4564,0,0,0,0
6.042,4.4664,0,0,0,0
6.052,4.4764,0,0,0,0
6.062,4.4864,0,0,0,0
6.072,4.4964,0,0,0,0
6.082,4.5064,0,0,0,0
6.092,4.5164,0,0,0,0
6.102,4.5264,0,0,0,0
6.112,4.5364,0,0,0,0
6.122,4.5464,0,0,0,0
6.132,4.5564,0,0,0,0
6.142,4.5664,0,0,0,0
6.152,4.5764,0,0,0,0
6.162,4.5864,0,0,0,0
6.172,4.5964,0,0,0,0
6.182,4.6064,0,0,0,0
6.192,4.6164,0,0,0,0
6.202,4.6264,0,0,0,0
6.212,4.6364,0,0,0,0
6.222,4.6464,0,0,0,0
6.232,4.6564,0,0,0,0
6.242,4.6664,0,0,0,0
6.252,4.6764,0,0,0,0
6.262,4.6864,0,0,0,0
6.272,4.6964,0,0,0,0
6.282,4.7064,0,0,0,0
6.292,4.7164,0,0,0,0
6.302,4.7264,0,0,0,0
6.312,4.7364,0,0,0,0
6.322,4.7464,0,0,0,0
6.332,4.7564,0,0,0,0
6.342,4.7664,0,0,0,0
6.352,4.7764,0,0,0,0
6.362,4.7864,0,0,0,0
6.372,4.7964,0,0,0,0
6.382,4.8064,0,0,0,0
6.392,4.8164,0,0,0,0
6.402,4.8264,0,0,0,0
6.412,4.8364,0,0,0,0
6.422,4.8464,0,0,0,0
6.432,4.8564,0,0,0,0
6.442,4.8664,0,0,0,0
6.452,4.8764,0,0,0,0
6.462,4.8864,0,0,0,0
6.472,4.8964,0,0,0,0
6.482,4.9064,0,0,0,0
6.492,4.9164,0,0,0,0
6.502,4.9264,0,0,0,0
6.512,4.9364,0,0,0,0
6.522,4.9464,0,0,0,0
6.532,4.9564,0,0,0,0
6.542,4.9664,0,0,0,0
6.552,4.9764,0,0,0,0
6.562,4.9864,0,0,0,0
6.572,4.9964,0,0,0,0
6.582,5.0064,0,0,0,0
6.592,5.0164,0,0,0,0
6.602,5.0264,0,0,0,0
6.612,5.0364,0,0,0,0
6.622,5.0464,0,0,0,0
6.632,5.0564,0,0,0,0
6.642,5.0664,0,0,0,0
6.652,5.0764,0,0,0,0
6.662,5.0864,0,0,0,0
6.672,5.0964,0,0,0,0
6.682,5.1064,0,0,0,0
6.692,5.1164,0,0,0,0
6.702,5.1264,0,0,0,0
6.712,5.1364,0,0,0,0
6.722,5.1464,0,0,0,0
6.732,5.1564,0,0,0,0
6.742,5.1664,0,0,0,0
6.752,5.1764,0,0,0,0
6.762,5.1864,0,0,0,0
6.772,5.1964,0,0,0,0
6.782,5.2064,0,0,0,0
6.792,5.2164,0,0,0,0
6.802,5.2264,0,0,0,0
6.812,5.2364,0,0,0,0
6.822,5.2464,0,0,0,0
6.832,5.2564,0,0,0,0
6.842,5.2664,0,0,0,0
6.852,5.2764,0,0,0,0
6.862,5.2864,0,0,0,0
6.872,5.2964,0,0,0,0
6.882,5.3064,0,0,0,0
6.892,5.3164,0,0,0,0
6.902,5.3264,0,0,0,0
6.912,5.3364,0,0,0,0
6.922,5.3464,0,0,0,0
6.932,5.3564,0,0,0,0
6.942,5.3664,0,0,0,0
6.952,5.3764,0,0,0,0
6.962,5.3864,0,0,0,0
6.972,5.3964,0,0,0,0
6.982,5.4064,0,0,0,0
6.992,5.4164,0,0,0,0
7.002,5.4264,0,0,0,0
7.012,5.4364,0,0,0,0
7.022,5.4464,0,0,0,0
7.032,5.4564,0,0,0,0
7.042,5.4664,0,0,0,0
7.052,5.4764,0,0,0,0
7.062,5.4864,0,0,0,0
7.072,5.4964,0,0,0,0
7.082,5.5064,0,0,0,0
7.092,5.5164,0,0,0,0
7.102,5.5264,0,0,0,0
7.112,5.5364,0,0,0,0
7.122,5.5464,0,0,0,0
7.132,5.5564,0,0,0,0
7.142,5.5664,0,0,0,0
7.152,5.5764,0,0,0,0
7.162,5.5864,0,0,0,0
7.172,5.5964,0,0,0,0
7.182,5.6064,0,0,0,0
7.192,5.6164,0,0,0,0
7.202,5.6264,0,0,0,0
7.212,5.6364,0,0,0,0
7.222,5.6464,0,0,0,0
7.232,5.6564,0,0,0,0
7.242,5.6664,0,0,0,0
7.252,5.6764,0,0,0,0
7.262,5.6864,0,0,0,0
7.272,5.6964,0,0,0,0
7.282,5.7064,0,0,0,0
7.292,5.7164,0,0,0,0
7.302,5.7264,0,0,0,0
7.312,5.7364,0,0,0,0
7.322,5.7464,0,0,0,0
7.332,5.7564,0,0,0,0
7.342,5.7664,0,0,0,0
7.352,5.7764,1.275e-28,1.84e-13,1.215e-27,3.756e-13
7.362,5.7864,3.671e-28,5.28e-13,3.488e-27,1.0818e-12
7.372,5.7964,1.034e-27,1.492e-12,9.84e-27,3.04284e-12
7.382,5.8064,2.841e-27,4.12e-12,2.705e-26,8.3868e-12
7.392,5.8164,7.664e-27,1.104e-11,7.287e-26,2.2568e-11
7.402,5.8264,2.016e-26,2.912e-11,1.92e-25,5.956e-11
7.412,5.8364,5.197e-26,7.48e-11,4.953e-25,1.53156e-10
7.422,5.8464,1.31e-25,1.892e-10,1.246e-24,3.8572e-10
7.432,5.8564,3.229e-25,4.68e-10,3.076e-24,9.5216e-10
7.442,5.8664,7.79e-25,1.124e-09,7.413e-24,2.29328e-09
7.452,5.8764,1.838e-24,2.652e-09,1.748e-23,5.4292e-09
7.462,5.8864,4.24e-24,6.12e-09,4.034e-23,1.24796e-08
7.472,5.8964,9.57e-24,1.38e-08,9.11e-23,2.82e-08
7.482,5.9064,2.113e-23,3.052e-08,2.011e-22,6.2396e-08
7.492,5.9164,4.571e-23,6.6e-08,4.348e-22,1.34516e-07
7.502,5.9264,9.64e-23,1.392e-07,9.18e-22,2.84028e-07
7.512,5.9364,1.994e-22,2.876e-07,1.897e-21,5.8748e-07
7.522,5.9464,4.036e-22,5.8e-07,3.837e-21,1.18716e-06
7.532,5.9564,7.972e-22,1.152e-06,7.59e-21,2.346e-06
7.542,5.9664,1.542e-21,2.224e-06,1.467e-20,4.538e-06
7.552,5.9764,2.919e-21,4.2e-06,2.778e-20,8.5896e-06
7.562,5.9864,5.392e-21,7.8e-06,5.139e-20,1.59232e-05
7.572,5.9964,9.77e-21,1.412e-05,9.31e-20,2.8808e-05
7.582,6.0064,1.732e-20,2.5e-05,1.648e-19,5.1052e-05
7.592,6.0164,3.002e-20,4.32e-05,2.856e-19,8.8328e-05
7.602,6.0264,5.084e-20,7.36e-05,4.837e-19,0.000149912
7.612,6.0364,8.43e-20,0.0001216,8.04e-19,0.000248372
7.622,6.0464,1.367e-19,0.0001972,1.302e-18,0.00040276
7.632,6.0564,2.17e-19,0.0003132,2.065e-18,0.00064016
7.642,6.0664,3.367e-19,0.000484,3.204e-18,0.00099268
7.652,6.0764,5.117e-19,0.000736,4.864e-18,0.0015032
7.662,6.0864,7.586e-19,0.001096,7.218e-18,0.00223252
7.672,6.0964,1.102e-18,0.001592,1.049e-17,0.0032456
7.682,6.1064,1.566e-18,0.00226,1.49e-17,0.0046188
7.692,6.1164,2.177e-18,0.00314,2.071e-17,0.006402
7.702,6.1264,2.954e-18,0.00428,2.81e-17,0.0087112
7.712,6.1364,3.933e-18,0.00568,3.739e-17,0.011588
7.722,6.1464,5.117e-18,0.0074,4.866e-17,0.0150724
7.732,6.1564,6.516e-18,0.0094,6.19e-17,0.0191648
7.742,6.1664,8.108e-18,0.01168,7.7e-17,0.0238648
7.752,6.1764,9.86e-18,0.01424,9.39e-17,0.0290512
7.762,6.1864,1.176e-17,0.01696,1.119e-16,0.0346
7.772,6.1964,1.369e-17,0.01976,1.303e-16,0.040316
7.782,6.2064,1.56e-17,0.02252,1.485e-16,0.045788
7.792,6.2164,1.739e-17,0.02508,1.655e-16,0.051056
7.802,6.2264,1.896e-17,0.02736,1.805e-16,0.055912
7.812,6.2364,2.023e-17,0.0292,1.925e-16,0.05956
7.822,6.2464,3.728e-13,0.03044,1.1e-12,0.061992
7.832,6.2564,1.052e-12,0.03108,3.108e-12,0.063612
7.842,6.2664,2.912e-12,0.03104,8.6e-12,0.063208
7.852,6.2764,7.88e-12,0.03032,2.324e-11,0.061988
7.862,6.2864,2.084e-11,0.02896,6.16e-11,0.059156
7.872,6.2964,5.4e-11,0.02704,1.592e-10,0.055104
7.882,6.3064,1.364e-10,0.02472,4.04e-10,0.050644
7.892,6.3164,3.376e-10,0.02212,9.96e-10,0.044976
7.902,6.3264,8.16e-10,0.01936,2.412e-09,0.039464
7.912,6.3364,1.936e-09,0.01656,5.72e-09,0.033792
7.922,6.3464,4.48e-09,0.01384,1.324e-08,0.0282812
7.932,6.3564,1.016e-08,0.01136,3.004e-08,0.0231356
7.942,6.3664,2.256e-08,0.00908,6.64e-08,0.0185168
7.952,6.3764,4.88e-08,0.00712,1.444e-07,0.0145056
7.962,6.3864,1.04e-07,0.00544,3.064e-07,0.011142
7.972,6.3964,2.156e-07,0.00408,6.36e-07,0.0083464
7.982,6.4064,4.36e-07,0.003,1.292e-06,0.006118
7.992,6.4164,8.68e-07,0.002156,2.564e-06,0.004376
8.002,6.4264,1.688e-06,0.00152,5e-06,0.0030956
8.012,6.4364,3.208e-06,0.001056,9.48e-06,0.00214756
8.022,6.4464,5.96e-06,0.000732,1.76e-05,0.00148324
8.032,6.4564,1.084e-05,0.000528,3.2e-05,0.00104596
8.042,6.4664,1.928e-05,0.00042,5.68e-05,0.00080328
8.052,6.4764,3.356e-05,0.000404,9.92e-05,0.00073516
8.062,6.4864,5.72e-05,0.000488,0.0001688,0.00084576
8.072,6.4964,9.52e-05,0.000692,0.0002808,0.0011598
8.082,6.5064,0.0001548,0.001056,0.000456,0.00174636
8.092,6.5164,0.0002468,0.00164,0.000728,0.0026952
8.102,6.5264,0.0003844,0.002536,0.00114,0.0041532
8.112,6.5364,0.000584,0.003852,0.001736,0.0063112
8.122,6.5464,0.000872,0.00572,0.002596,0.0094056
8.132,6.5564,0.001276,0.00836,0.003792,0.0136816
8.142,6.5664,0.001816,0.01196,0.00544,0.0195048
8.152,6.5764,0.002536,0.01668,0.0076,0.02724
8.162,6.5864,0.003464,0.0228,0.01044,0.037176
8.172,6.5964,0.00464,0.03044,0.01404,0.04968
8.182,6.6064,0.00604,0.03984,0.01848,0.064748
8.192,6.6164,0.00772,0.0508,0.02392,0.083072
8.202,6.6264,0.00968,0.064,0.03036,0.10344
8.212,6.6364,0.01184,0.0784,0.03788,0.126656
8.222,6.6464,0.01416,0.094,0.0464,0.151508
8.232,6.6564,0.0166,0.1108,0.0564,0.177184
8.242,6.6664,0.01904,0.1276,0.0672,0.202864
8.252,6.6764,0.02136,0.1444,0.0796,0.22722
8.262,6.6864,0.02348,0.1604,0.0936,0.24856
8.272,6.6964,0.02528,0.1748,0.1092,0.26656
8.282,6.7064,0.02668,0.1872,0.1268,0.27928
8.292,6.7164,0.0276,0.1976,0.1468,0.28636
8.302,6.7264,0.028,0.206,0.1696,0.28736
8.312,6.7364,0.02788,0.212,0.196,0.28228
8.322,6.7464,0.02728,0.216,0.2256,0.27112
8.332,6.7564,0.02628,0.2188,0.2588,0.25472
8.342,6.7664,0.025,0.2204,0.2948,0.23468
8.352,6.7764,0.02348,0.2216,0.3336,0.2114
8.362,6.7864,0.02188,0.222,0.3732,0.18692
8.372,6.7964,0.02028,0.2228,0.412,0.16244
8.382,6.8064,0.0188,0.2232,0.452,0.13916
8.392,6.8164,0.01752,0.2236,0.484,0.11788
8.402,6.8264,0.01652,0.2236,0.512,0.09984
8.412,6.8364,0.01584,0.2232,0.532,0.0854
8.422,6.8464,0.0156,0.2224,0.544,0.07536
8.432,6.8564,0.01588,0.2216,0.548,0.0706
8.442,6.8664,0.01672,0.2208,0.544,0.07064
8.452,6.8764,0.0182,0.2204,0.532,0.07632
8.462,6.8864,0.02044,0.2212,0.516,0.08772
8.472,6.8964,0.02348,0.2244,0.496,0.10436
8.482,6.9064,0.02744,0.2308,0.476,0.12716
8.492,6.9164,0.03232,0.2408,0.456,0.15492
8.502,6.9264,0.03812,0.2552,0.444,0.18756
8.512,6.9364,0.0448,0.274,0.44,0.2244
8.522,6.9464,0.0524,0.298,0.44,0.26412
8.532,6.9564,0.0604,0.326,0.456,0.3056
8.542,6.9664,0.0688,0.358,0.48,0.34712
8.552,6.9764,0.0772,0.3928,0.516,0.38668
8.562,6.9864,0.086,0.428,0.564,0.42184
8.572,6.9964,0.0944,0.468,0.624,0.45492
8.582,7.0064,0.1024,0.504,0.7,0.47584
8.592,7.0164,0.1096,0.544,0.784,0.49264
8.602,7.0264,0.1164,0.58,0.88,0.50124
8.612,7.0364,0.1224,0.612,0.984,0.5016
8.622,7.0464,0.1272,0.644,1.1,0.49376
8.632,7.0564,0.1316,0.672,1.22,0.47764
8.642,7.0664,0.1352,0.7,1.344,0.45328
8.652,7.0764,0.1376,0.72,1.464,0.42472
8.662,7.0864,0.1388,0.736,1.58,0.39036
8.672,7.0964,0.1392,0.744,1.68,0.3542
8.682,7.1064,0.138,0.748,1.764,0.31712
8.692,7.1164,0.1356,0.744,1.82,0.27942
8.702,7.1264,0.132,0.732,1.852,0.24268
8.712,7.1364,0.1268,0.708,1.848,0.2074
8.722,7.1464,0.12,0.676,1.812,0.17496
8.732,7.1564,0.1124,0.636,1.744,0.14496
8.742,7.1664,0.1036,0.588,1.648,0.1182
8.752,7.1764,0.094,0.536,1.532,0.0952
8.762,7.1864,0.084,0.484,1.396,0.07542
8.772,7.1964,0.0744,0.428,1.252,0.058796
8.782,7.2064,0.0648,0.3728,1.104,0.045048
8.792,7.2164,0.0564,0.3228,0.968,0.0343
8.802,7.2264,0.0492,0.2788,0.84,0.025964
8.812,7.2364,0.0436,0.2423,0.736,0.019776
8.822,7.2464,0.04,0.2148,0.656,0.015396
8.832,7.2564,0.03824,0.1975,0.608,0.012596
8.842,7.2664,0.03856,0.1904,0.588,0.01112
8.852,7.2764,0.0408,0.1936,0.596,0.01068
8.862,7.2864,0.0452,0.2068,0.636,0.011124
8.872,7.2964,0.0516,0.2284,0.704,0.012276
8.882,7.3064,0.0592,0.2576,0.792,0.013988
8.892,7.3164,0.068,0.2928,0.9,0.016092
8.902,7.3264,0.0776,0.3312,1.016,0.018508
8.912,7.3364,0.0876,0.3704,1.136,0.02108
8.922,7.3464,0.0972,0.408,1.252,0.02384
8.932,7.3564,0.1056,0.444,1.356,0.02664
8.942,7.3664,0.1132,0.472,1.444,0.02948
8.952,7.3764,0.1196,0.496,1.512,0.03244
8.962,7.3864,0.124,0.512,1.552,0.03564
8.972,7.3964,0.1276,0.52,1.572,0.03924
8.982,7.4064,0.1296,0.524,1.568,0.04336
8.992,7.4164,0.1308,0.52,1.544,0.04832
9.002,7.4264,0.1316,0.512,1.508,0.0544
9.012,7.4364,0.1328,0.508,1.468,0.06168
9.022,7.4464,0.1348,0.5,1.424,0.0702
9.032,7.4564,0.1376,0.496,1.388,0.08008
9.042,7.4664,0.142,0.496,1.36,0.09132
9.052,7.4764,0.1476,0.504,1.344,0.1036
9.062,7.4864,0.1544,0.512,1.344,0.11604
9.072,7.4964,0.1616,0.524,1.348,0.12824
9.082,7.5064,0.1688,0.536,1.36,0.14004
9.092,7.5164,0.1752,0.548,1.372,0.14984
9.102,7.5264,0.18,0.556,1.38,0.15784
9.112,7.5364,0.1824,0.56,1.376,0.16276
9.122,7.5464,0.182,0.552,1.356,0.16456
9.132,7.5564,0.1784,0.54,1.316,0.16276
9.142,7.5664,0.172,0.52,1.26,0.15812
9.152,7.5764,0.1624,0.488,1.184,0.15032
9.162,7.5864,0.1504,0.452,1.092,0.14016
9.172,7.5964,0.1364,0.408,0.988,0.12816
9.182,7.6064,0.1212,0.3632,0.88,0.11556
9.192,7.6164,0.1056,0.316,0.764,0.10292
9.202,7.6264,0.0904,0.2704,0.656,0.09152
9.212,7.6364,0.0764,0.2272,0.552,0.08228
9.222,7.6464,0.064,0.1892,0.464,0.0755
9.232,7.6564,0.0536,0.1576,0.3908,0.07244
9.242,7.6664,0.0464,0.134,0.3388,0.07396
9.252,7.6764,0.0424,0.1188,0.3116,0.0806
9.262,7.6864,0.042,0.114,0.3123,0.09324
9.272,7.6964,0.046,0.1204,0.3456,0.11268
9.282,7.7064,0.0552,0.1392,0.416,0.13896
9.292,7.7164,0.0696,0.1724,0.528,0.17284
9.302,7.7264,0.0908,0.2212,0.688,0.2144
9.312,7.7364,0.1192,0.2868,0.904,0.26364
9.322,7.7464,0.1552,0.3708,1.172,0.3206
9.332,7.7564,0.1992,0.472,1.5,0.38478
9.342,7.7664,0.2508,0.596,1.888,0.45604
9.352,7.7764,0.31,0.732,2.324,0.52764
9.362,7.7864,0.3752,0.884,2.808,0.60764
9.372,7.7964,0.444,1.048,3.316,0.68392
9.382,7.8064,0.516,1.212,3.836,0.76032
9.392,7.8164,0.584,1.372,4.36,0.83664
9.402,7.8264,0.648,1.524,4.8,0.9048
9.412,7.8364,0.708,1.656,5.24,0.9644
9.422,7.8464,0.752,1.764,5.56,1.0186
9.432,7.8564,0.784,1.84,5.8,1.062
9.442,7.8664,0.804,1.88,5.92,1.0996
9.452,7.8764,0.804,1.884,5.92,1.1324
9.462,7.8864,0.788,1.852,5.84,1.1604
9.472,7.8964,0.76,1.792,5.64,1.1832
9.482,7.9064,0.72,1.7,5.36,1.21
9.492,7.9164,0.668,1.588,5,1.2316
9.502,7.9264,0.612,1.46,4.6,1.2612
9.512,7.9364,0.548,1.324,4.2,1.2944
9.522,7.9464,0.488,1.184,3.792,1.32768
9.532,7.9564,0.428,1.052,3.396,1.36876
9.542,7.9664,0.37,0.924,3.028,1.41388
9.552,7.9764,0.3176,0.812,2.696,1.45912
9.562,7.9864,0.2708,0.708,2.412,1.50852
9.572,7.9964,0.2304,0.62,2.168,1.56612
9.582,8.0064,0.196,0.544,1.976,1.62396
9.592,8.0164,0.1676,0.484,1.828,1.689
9.602,8.0264,0.1444,0.432,1.724,1.75636
9.612,8.0364,0.1268,0.3964,1.66,1.83492
9.622,8.0464,0.1136,0.3696,1.632,1.9138
9.632,8.0564,0.1048,0.3524,1.64,1.99688
9.642,8.0664,0.0996,0.3432,1.668,2.07624
9.652,8.0764,0.0976,0.3412,1.724,2.1518
9.662,8.0864,0.0992,0.3444,1.788,2.21956
9.672,8.0964,0.1028,0.3524,1.86,2.2714
9.682,8.1064,0.1092,0.3632,1.936,2.30336
9.692,8.1164,0.1172,0.376,2.008,2.31932
9.702,8.1264,0.1272,0.3896,2.068,2.31128
9.712,8.1364,0.138,0.404,2.116,2.2912
9.722,8.1464,0.15,0.416,2.152,2.25108
9.732,8.1564,0.162,0.428,2.168,2.20688
9.742,8.1664,0.174,0.44,2.172,2.16268
9.752,8.1764,0.1852,0.448,2.16,2.1224
9.762,8.1864,0.1948,0.452,2.132,2.09412
9.772,8.1964,0.2032,0.452,2.096,2.0778
9.782,8.2064,0.2092,0.452,2.048,2.07752
9.792,8.2164,0.2128,0.448,1.992,2.0932
9.802,8.2264,0.2136,0.444,1.932,2.12092
9.812,8.2364,0.2124,0.432,1.872,2.1526
9.822,8.2464,0.2092,0.42,1.82,2.18828
9.832,8.2564,0.2044,0.408,1.776,2.21596
9.842,8.2664,0.1992,0.398,1.752,2.2316
9.852,8.2764,0.194,0.3884,1.748,2.2352
9.862,8.2864,0.1904,0.3816,1.78,2.21884
9.872,8.2964,0.1884,0.3792,1.848,2.19044
9.882,8.3064,0.1892,0.3828,1.952,2.14612
9.892,8.3164,0.1932,0.392,2.1,2.09388
9.902,8.3264,0.2004,0.408,2.288,2.03772
9.912,8.3364,0.2108,0.428,2.504,1.98172
9.922,8.3464,0.2236,0.456,2.748,1.92988
9.932,8.3564,0.2388,0.488,3.004,1.8902
9.942,8.3664,0.2552,0.52,3.26,1.85872
9.952,8.3764,0.272,0.552,3.5,1.8354
9.962,8.3864,0.288,0.584,3.716,1.82028
9.972,8.3964,0.3024,0.612,3.892,1.81332
9.982,8.4064,0.3152,0.632,4.04,1.80248
9.992,8.4164,0.3252,0.652,4.08,1.78776
10.002,8.4264,0.3324,0.66,4.12,1.76112
10.012,8.4364,0.3364,0.668,4.08,1.72248
10.022,8.4464,0.3376,0.664,4,1.6718
10.032,8.4564,0.336,0.66,3.892,1.605
10.042,8.4664,0.332,0.648,3.74,1.51808
10.052,8.4764,0.3256,0.628,3.56,1.42292
10.062,8.4864,0.3168,0.608,3.36,1.31552
10.072,8.4964,0.306,0.584,3.144,1.20376
10.082,8.5064,0.2932,0.556,2.924,1.09168
10.092,8.5164,0.2792,0.524,2.696,0.9832
10.102,8.5264,0.2644,0.492,2.472,0.88236
10.112,8.5364,0.2488,0.46,2.248,0.7932
10.122,8.5464,0.2332,0.424,2.032,0.72372
10.132,8.5564,0.2188,0.3896,1.824,0.674
10.142,8.5664,0.2056,0.3572,1.632,0.64812
10.152,8.5764,0.1948,0.328,1.456,0.64616
10.162,8.5864,0.1868,0.3028,1.296,0.6682
10.172,8.5964,0.182,0.282,1.164,0.71428
10.182,8.6064,0.18,0.2664,1.052,0.77652
10.192,8.6164,0.1812,0.2552,0.96,0.85088
10.202,8.6264,0.1844,0.2484,0.892,0.93744
10.212,8.6364,0.1896,0.2452,0.84,1.02824
10.222,8.6464,0.1952,0.244,0.804,1.11122
10.232,8.6564,0.2004,0.2436,0.78,1.1824
10.242,8.6664,0.2044,0.2432,0.76,1.23775
10.252,8.6764,0.2064,0.2412,0.74,1.26925
10.262,8.6864,0.2056,0.2368,0.72,1.28087
10.272,8.6964,0.202,0.2292,0.696,1.2606
10.282,8.7064,0.1952,0.2184,0.668,1.2164
10.292,8.7164,0.1856,0.2044,0.632,1.14827
10.302,8.7264,0.1744,0.1876,0.596,1.06017
10.312,8.7364,0.1612,0.1688,0.556,0.960112
10.322,8.7464,0.1476,0.1488,0.516,0.848073
10.332,8.7564,0.1344,0.1288,0.48,0.73605
10.342,8.7664,0.1216,0.1088,0.448,0.624037
10.352,8.7764,0.1104,0.09,0.42,0.516033
10.362,8.7864,0.1008,0.0728,0.3988,0.420036
10.372,8.7964,0.0928,0.058,0.3836,0.336848
10.382,8.8064,0.0868,0.0448,0.3736,0.266069
10.392,8.8164,0.082,0.03436,0.3676,0.209701
10.402,8.8264,0.0784,0.02584,0.364,0.16695
10.412,8.8364,0.0756,0.01932,0.3616,0.138218
10.422,8.8464,0.0732,0.01452,0.3584,0.122711
