# licl_mp-22905 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 1.576 eV. Gap is the fixed-occ nscf value (6.260 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Cl_p,Cl_s,Li_p,Li_s
-1.238,-2.8136,0.733,0.000508,0.1832,0.054924
-1.228,-2.8036,0.88,0.00068,0.2056,0.072136
-1.218,-2.7936,1.048,0.000896,0.2304,0.092631
-1.208,-2.7836,1.24,0.00116,0.258,0.116
-1.198,-2.7736,1.452,0.001484,0.2872,0.142644
-1.188,-2.7636,1.68,0.001876,0.3183,0.17136
-1.178,-2.7536,1.916,0.002344,0.35,0.20128
-1.168,-2.7436,2.156,0.002904,0.3812,0.23194
-1.158,-2.7336,2.388,0.003576,0.412,0.2612
-1.148,-2.7236,2.604,0.0044,0.44,0.28868
-1.138,-2.7136,2.8,0.00536,0.468,0.31252
-1.128,-2.7036,2.968,0.00652,0.492,0.33188
-1.118,-2.6936,3.108,0.00796,0.512,0.34632
-1.108,-2.6836,3.224,0.00968,0.536,0.35552
-1.098,-2.6736,3.32,0.01176,0.56,0.3594
-1.088,-2.6636,3.404,0.01424,0.588,0.3596
-1.078,-2.6536,3.488,0.0172,0.616,0.3562
-1.068,-2.6436,3.584,0.02068,0.656,0.35164
-1.058,-2.6336,3.708,0.02472,0.7,0.34712
-1.048,-2.6236,3.868,0.0294,0.752,0.34476
-1.038,-2.6136,4.08,0.03464,0.816,0.34572
-1.028,-2.6036,4.32,0.0404,0.888,0.35128
-1.018,-2.5936,4.64,0.0468,0.972,0.36268
-1.008,-2.5836,5.04,0.054,1.06,0.38028
-0.998,-2.5736,5.44,0.0612,1.156,0.40412
-0.988,-2.5636,5.92,0.0684,1.256,0.43336
-0.978,-2.5536,6.44,0.076,1.36,0.47119
-0.968,-2.5436,6.96,0.0836,1.464,0.50912
-0.958,-2.5336,7.52,0.0908,1.56,0.55516
-0.948,-2.5236,8.08,0.0972,1.656,0.60124
-0.938,-2.5136,8.64,0.1032,1.74,0.65132
-0.928,-2.5036,9.16,0.1084,1.816,0.70128
-0.918,-2.4936,9.64,0.1128,1.88,0.75116
-0.908,-2.4836,10.08,0.1156,1.932,0.79684
-0.898,-2.4736,10.44,0.1176,1.968,0.83828
-0.888,-2.4636,10.72,0.118,1.988,0.8754
-0.878,-2.4536,10.92,0.1172,1.992,0.90416
-0.868,-2.4436,11.04,0.1156,1.98,0.92452
-0.858,-2.4336,11.04,0.1124,1.956,0.93244
-0.848,-2.4236,10.92,0.1084,1.916,0.92792
-0.838,-2.4136,10.68,0.1036,1.868,0.91096
-0.828,-2.4036,10.36,0.098,1.804,0.88156
-0.818,-2.3936,9.96,0.092,1.736,0.8398
-0.808,-2.3836,9.44,0.086,1.664,0.78572
-0.798,-2.3736,8.92,0.0797,1.588,0.72744
-0.788,-2.3636,8.36,0.074,1.516,0.66108
-0.778,-2.3536,7.8,0.0688,1.445,0.59468
-0.768,-2.3436,7.28,0.0648,1.38,0.52836
-0.758,-2.3336,6.8,0.0612,1.324,0.46624
-0.748,-2.3236,6.36,0.0588,1.276,0.41276
-0.738,-2.3136,6,0.058,1.236,0.3656
-0.728,-2.3036,5.76,0.0584,1.208,0.3288
-0.718,-2.2936,5.56,0.06,1.184,0.30276
-0.708,-2.2836,5.48,0.0632,1.168,0.28832
-0.698,-2.2736,5.44,0.068,1.16,0.28504
-0.688,-2.2636,5.52,0.0744,1.156,0.29296
-0.678,-2.2536,5.64,0.082,1.156,0.3116
-0.668,-2.2436,5.84,0.0912,1.156,0.33936
-0.658,-2.2336,6.08,0.1016,1.152,0.3758
-0.648,-2.2236,6.32,0.1132,1.148,0.4168
-0.638,-2.2136,6.6,0.1252,1.14,0.4664
-0.628,-2.2036,6.84,0.1372,1.124,0.51204
-0.618,-2.1936,7.08,0.1492,1.104,0.56164
-0.608,-2.1836,7.28,0.1604,1.076,0.6072
-0.598,-2.1736,7.4,0.1704,1.044,0.64852
-0.588,-2.1636,7.48,0.1784,1.004,0.68164
-0.578,-2.1536,7.48,0.1848,0.96,0.70244
-0.568,-2.1436,7.4,0.1888,0.912,0.71492
-0.558,-2.1336,7.28,0.1908,0.86,0.71504
-0.548,-2.1236,7.04,0.1904,0.812,0.70684
-0.538,-2.1136,6.8,0.1884,0.76,0.68636
-0.528,-2.1036,6.48,0.1848,0.716,0.65764
-0.518,-2.0936,6.16,0.18,0.676,0.62472
-0.508,-2.0836,5.84,0.1748,0.644,0.58368
-0.498,-2.0736,5.56,0.1696,0.616,0.54264
-0.488,-2.0636,5.28,0.1648,0.6,0.5016
-0.478,-2.0536,5.04,0.16,0.588,0.46464
-0.468,-2.0436,4.84,0.156,0.584,0.42776
-0.458,-2.0336,4.72,0.1524,0.588,0.39496
-0.448,-2.0236,4.6,0.1492,0.596,0.36708
-0.438,-2.0136,4.56,0.1464,0.612,0.34324
-0.428,-2.0036,4.52,0.1432,0.624,0.32348
-0.418,-1.9936,4.52,0.1396,0.64,0.30652
-0.408,-1.9836,4.48,0.1356,0.656,0.29152
-0.398,-1.9736,4.48,0.1308,0.668,0.27808
-0.388,-1.9636,4.44,0.1252,0.676,0.265
-0.378,-1.9536,4.4,0.1188,0.68,0.25184
-0.368,-1.9436,4.36,0.1124,0.684,0.23824
-0.358,-1.9336,4.28,0.1052,0.68,0.2246
-0.348,-1.9236,4.2,0.098,0.676,0.21136
-0.338,-1.9136,4.08,0.0912,0.668,0.19812
-0.328,-1.9036,3.992,0.0844,0.656,0.18612
-0.318,-1.8936,3.896,0.0788,0.648,0.17616
-0.308,-1.8836,3.808,0.074,0.636,0.16836
-0.298,-1.8736,3.74,0.07,0.624,0.16304
-0.288,-1.8636,3.692,0.0672,0.612,0.16144
-0.278,-1.8536,3.668,0.066,0.6,0.1628
-0.268,-1.8436,3.668,0.0656,0.588,0.16788
-0.258,-1.8336,3.688,0.066,0.576,0.17588
-0.248,-1.8236,3.736,0.068,0.568,0.1868
-0.238,-1.8136,3.804,0.0704,0.56,0.2002
-0.228,-1.8036,3.896,0.0736,0.552,0.21528
-0.218,-1.7936,4,0.0768,0.548,0.2312
-0.208,-1.7836,4.12,0.0808,0.544,0.24796
-0.198,-1.7736,4.24,0.0844,0.544,0.26428
-0.188,-1.7636,4.36,0.0876,0.548,0.2794
-0.178,-1.7536,4.48,0.0904,0.548,0.29244
-0.168,-1.7436,4.6,0.0924,0.552,0.303
-0.158,-1.7336,4.68,0.0936,0.556,0.31032
-0.148,-1.7236,4.76,0.0936,0.56,0.31348
-0.138,-1.7136,4.76,0.0928,0.56,0.31292
-0.128,-1.7036,4.76,0.0904,0.556,0.30828
-0.118,-1.6936,4.68,0.0872,0.552,0.29908
-0.108,-1.6836,4.6,0.0832,0.544,0.2866
-0.098,-1.6736,4.44,0.078,0.536,0.2712
-0.088,-1.6636,4.32,0.0728,0.524,0.25336
-0.078,-1.6536,4.17,0.0672,0.512,0.23428
-0.068,-1.6436,4.04,0.062,0.504,0.21476
-0.058,-1.6336,3.964,0.0576,0.5,0.19564
-0.048,-1.6236,3.912,0.0536,0.504,0.1778
-0.038,-1.6136,3.908,0.0508,0.512,0.161556
-0.028,-1.6036,3.96,0.0488,0.528,0.147792
-0.018,-1.5936,4.04,0.048,0.552,0.1358
-0.008,-1.5836,4.2,0.0484,0.58,0.126084
0.002,-1.5736,4.36,0.0496,0.612,0.11814
0.012,-1.5636,4.56,0.0512,0.648,0.111868
0.022,-1.5536,4.72,0.0532,0.68,0.106864
0.032,-1.5436,4.88,0.0556,0.708,0.103124
0.042,-1.5336,5.04,0.0576,0.732,0.099848
0.052,-1.5236,5.12,0.0596,0.744,0.09784
0.062,-1.5136,5.16,0.0612,0.752,0.096692
0.072,-1.5036,5.16,0.0628,0.752,0.09682
0.082,-1.4936,5.16,0.064,0.748,0.098624
0.092,-1.4836,5.16,0.0656,0.736,0.102508
0.102,-1.4736,5.16,0.0672,0.72,0.108476
0.112,-1.4636,5.16,0.0692,0.708,0.117328
0.122,-1.4536,5.2,0.0716,0.696,0.12866
0.132,-1.4436,5.32,0.0752,0.685,0.14286
0.142,-1.4336,5.48,0.0792,0.684,0.15952
0.152,-1.4236,5.68,0.084,0.684,0.1778
0.162,-1.4136,5.92,0.0892,0.692,0.19644
0.172,-1.4036,6.16,0.0948,0.704,0.21548
0.182,-1.3936,6.44,0.0996,0.716,0.23244
0.192,-1.3836,6.68,0.104,0.732,0.24728
0.202,-1.3736,6.92,0.1072,0.744,0.2584
0.212,-1.3636,7.08,0.1096,0.756,0.26496
0.222,-1.3536,7.2,0.11,0.764,0.26696
0.232,-1.3436,7.24,0.1088,0.768,0.2636
0.242,-1.3336,7.2,0.1064,0.768,0.25568
0.252,-1.3236,7.12,0.1028,0.764,0.24324
0.262,-1.3136,7,0.098,0.756,0.22708
0.272,-1.3036,6.88,0.0924,0.752,0.20888
0.282,-1.2936,6.72,0.0864,0.74,0.18944
0.292,-1.2836,6.52,0.0808,0.732,0.1696
0.302,-1.2736,6.36,0.0748,0.724,0.150584
0.312,-1.2636,6.2,0.0696,0.712,0.133632
0.322,-1.2536,6.04,0.0652,0.704,0.11876
0.332,-1.2436,5.88,0.0608,0.688,0.10718
0.342,-1.2336,5.76,0.0572,0.672,0.098792
0.352,-1.2236,5.6,0.0544,0.656,0.0935
0.362,-1.2136,5.44,0.052,0.632,0.091396
0.372,-1.2036,5.32,0.05,0.604,0.092172
0.382,-1.1936,5.16,0.0484,0.576,0.095824
0.392,-1.1836,5,0.0472,0.54,0.101936
0.402,-1.1736,4.88,0.0464,0.508,0.109696
0.412,-1.1636,4.76,0.046,0.476,0.118695
0.422,-1.1536,4.68,0.046,0.444,0.128916
0.432,-1.1436,4.64,0.046,0.416,0.139556
0.442,-1.1336,4.64,0.0464,0.394,0.149796
0.452,-1.1236,4.72,0.0472,0.3788,0.160028
0.462,-1.1136,4.88,0.048,0.372,0.169044
0.472,-1.1036,5.08,0.0492,0.3748,0.177231
0.482,-1.0936,5.36,0.0504,0.3868,0.18338
0.492,-1.0836,5.68,0.0516,0.408,0.187492
0.502,-1.0736,6.12,0.0528,0.444,0.189552
0.512,-1.0636,6.6,0.0544,0.484,0.189564
0.522,-1.0536,7.16,0.056,0.54,0.187528
0.532,-1.0436,7.76,0.0576,0.6,0.18344
0.542,-1.0336,8.4,0.0588,0.668,0.178108
0.552,-1.0236,9.08,0.0604,0.74,0.17154
0.562,-1.0136,9.8,0.0616,0.812,0.164144
0.572,-1.0036,10.48,0.0624,0.888,0.156324
0.582,-0.9936,11.12,0.0632,0.956,0.148892
0.592,-0.9836,11.76,0.0632,1.02,0.142656
0.602,-0.9736,12.28,0.0624,1.068,0.137224
0.612,-0.9636,12.68,0.0616,1.108,0.133404
0.622,-0.9536,13,0.0596,1.132,0.131204
0.632,-0.9436,13.24,0.0576,1.14,0.131024
0.642,-0.9336,13.32,0.0548,1.136,0.132872
0.652,-0.9236,13.36,0.0516,1.116,0.136352
0.662,-0.9136,13.28,0.0484,1.088,0.14146
0.672,-0.9036,13.16,0.0452,1.052,0.1478
0.682,-0.8936,13.04,0.0424,1.008,0.155776
0.692,-0.8836,12.88,0.03976,0.96,0.16418
0.702,-0.8736,12.72,0.03784,0.916,0.17302
0.712,-0.8636,12.6,0.03656,0.872,0.181888
0.722,-0.8536,12.48,0.03596,0.832,0.190784
0.732,-0.8436,12.4,0.03608,0.796,0.1989
0.742,-0.8336,12.32,0.03675,0.76,0.206632
0.752,-0.8236,12.24,0.03788,0.732,0.21318
0.762,-0.8136,12.16,0.03936,0.704,0.218928
0.772,-0.8036,12.04,0.0408,0.68,0.223876
0.782,-0.7936,11.96,0.0424,0.656,0.228012
0.792,-0.7836,11.8,0.044,0.632,0.230932
0.802,-0.7736,11.64,0.0448,0.608,0.232628
0.812,-0.7636,11.48,0.0456,0.584,0.232696
0.822,-0.7536,11.28,0.0456,0.564,0.231528
0.832,-0.7436,11.04,0.0448,0.54,0.22872
0.842,-0.7336,10.84,0.044,0.52,0.224276
0.852,-0.7236,10.64,0.042,0.504,0.217792
0.862,-0.7136,10.44,0.04,0.488,0.209276
0.872,-0.7036,10.28,0.03776,0.48,0.198736
0.882,-0.6936,10.16,0.03528,0.472,0.186572
0.892,-0.6836,10.04,0.0328,0.472,0.1728
0.902,-0.6736,10.04,0.03052,0.476,0.15862
0.912,-0.6636,10.04,0.02852,0.484,0.143648
0.922,-0.6536,10.12,0.02692,0.5,0.128288
0.932,-0.6436,10.24,0.02576,0.516,0.11374
0.942,-0.6336,10.44,0.02516,0.532,0.099612
0.952,-0.6236,10.64,0.02504,0.552,0.086704
0.962,-0.6136,10.84,0.02536,0.568,0.075012
0.972,-0.6036,11.04,0.02604,0.584,0.06494
0.982,-0.5936,11.24,0.027,0.592,0.05608
0.992,-0.5836,11.44,0.02804,0.6,0.048428
1.002,-0.5736,11.56,0.02913,0.6,0.042384
1.012,-0.5636,11.68,0.03012,0.596,0.0375
1.022,-0.5536,11.76,0.03084,0.584,0.03378
1.032,-0.5436,11.8,0.03128,0.572,0.031216
1.042,-0.5336,11.88,0.03136,0.552,0.029728
1.052,-0.5236,11.96,0.03104,0.532,0.02924
1.062,-0.5136,12.04,0.03036,0.512,0.029672
1.072,-0.5036,12.2,0.02932,0.488,0.030954
1.082,-0.4936,12.4,0.02804,0.468,0.03302
1.092,-0.4836,12.64,0.02652,0.452,0.0356712
1.102,-0.4736,12.88,0.02492,0.436,0.0387892
1.112,-0.4636,13.16,0.02328,0.42,0.0423256
1.122,-0.4536,13.48,0.02168,0.412,0.045512
1.132,-0.4436,13.72,0.02024,0.4,0.04911
1.142,-0.4336,13.96,0.019,0.392,0.05192
1.152,-0.4236,14.12,0.018,0.384,0.0543432
1.162,-0.4136,14.2,0.01724,0.376,0.0563796
1.172,-0.4036,14.16,0.0168,0.3673,0.057628
1.182,-0.3936,14.04,0.0166,0.3584,0.058092
1.192,-0.3836,13.88,0.01668,0.3488,0.058164
1.202,-0.3736,13.6,0.01696,0.3384,0.057048
1.212,-0.3636,13.28,0.01748,0.3272,0.05594
1.222,-0.3536,12.88,0.01812,0.3164,0.05404
1.232,-0.3436,12.52,0.01884,0.3052,0.05174
1.242,-0.3336,12.12,0.0196,0.2944,0.049036
1.252,-0.3236,11.76,0.02036,0.2844,0.045932
1.262,-0.3136,11.44,0.02104,0.2748,0.042816
1.272,-0.3036,11.12,0.02156,0.266,0.039728
1.282,-0.2936,10.88,0.02191,0.2576,0.036344
1.292,-0.2836,10.68,0.022,0.2496,0.032904
1.302,-0.2736,10.52,0.02188,0.242,0.029448
1.312,-0.2636,10.4,0.02148,0.2348,0.026048
1.322,-0.2536,10.31,0.02084,0.2272,0.022748
1.332,-0.2436,10.24,0.01996,0.2196,0.019592
1.342,-0.2336,10.16,0.01888,0.2116,0.016656
1.352,-0.2236,10.08,0.0176,0.2036,0.013988
1.362,-0.2136,10.04,0.0162,0.1952,0.011544
1.372,-0.2036,9.92,0.01472,0.1868,0.009456
1.382,-0.1936,9.84,0.0132,0.1785,0.007636
1.392,-0.1836,9.72,0.01168,0.1704,0.006056
1.402,-0.1736,9.56,0.01019,0.1628,0.004796
1.412,-0.1636,9.36,0.00876,0.1552,0.003744
1.422,-0.1536,9.12,0.0074,0.148,0.0029
1.432,-0.1436,8.84,0.0062,0.1412,0.002228
1.442,-0.1336,8.48,0.00508,0.1344,0.0016984
1.452,-0.1236,8.12,0.00412,0.128,0.001286
1.462,-0.1136,7.68,0.003292,0.122,0.0009668
1.472,-0.1036,7.24,0.00258,0.1156,0.0007204
1.482,-0.0936,6.76,0.001988,0.1092,0.000534
1.492,-0.0836,6.28,0.001508,0.1024,0.0003912
1.502,-0.0736,5.76,0.00112,0.096,0.0002832
1.512,-0.0636,5.27,0.00082,0.0892,0.0002028
1.522,-0.0536,4.76,0.000588,0.0828,0.0001436
1.532,-0.0436,4.32,0.000412,0.076,9.984e-05
1.542,-0.0336,3.876,0.0002856,0.0696,6.824e-05
1.552,-0.0236,3.468,0.0001936,0.0636,4.6e-05
1.562,-0.0136,3.092,0.0001284,0.0576,3.044e-05
1.572,-0.0036,2.744,8.36e-05,0.0516,1.98e-05
1.582,0.0064,2.428,5.32e-05,0.0464,1.26e-05
1.592,0.0164,2.132,3.328e-05,0.0412,7.884e-06
1.602,0.0264,1.86,2.036e-05,0.03608,4.819e-06
1.612,0.0364,1.612,1.22e-05,0.0314,2.892e-06
1.622,0.0464,1.38,7.16e-06,0.02704,1.696e-06
1.632,0.0564,1.168,4.12e-06,0.02296,9.752e-07
1.642,0.0664,0.976,2.308e-06,0.01924,5.504e-07
1.652,0.0764,0.804,1.272e-06,0.01584,3.032e-07
1.662,0.0864,0.652,6.84e-07,0.01288,1.636e-07
1.672,0.0964,0.52,3.608e-07,0.01024,8.624e-08
1.682,0.1064,0.408,1.863e-07,0.00804,4.46e-08
1.692,0.1164,0.3128,9.4e-08,0.00616,2.256e-08
1.702,0.1264,0.2356,4.64e-08,0.00464,1.118e-08
1.712,0.1364,0.174,2.244e-08,0.003432,5.4e-09
1.722,0.1464,0.126,1.063e-08,0.002484,2.556e-09
1.732,0.1564,0.0892,4.92e-09,0.00176,1.184e-09
1.742,0.1664,0.062,2.224e-09,0.00122,5.368e-10
1.752,0.1764,0.042,9.84e-10,0.000828,2.379e-10
1.762,0.1864,0.02804,4.28e-10,0.000552,1.0312e-10
1.772,0.1964,0.01824,1.812e-10,0.0003596,4.379e-11
1.782,0.2064,0.01164,7.52e-11,0.0002292,1.819e-11
1.792,0.2164,0.00724,3.048e-11,0.0001428,7.394e-12
1.802,0.2264,0.00444,1.204e-11,8.72e-05,2.933e-12
1.812,0.2364,0.002644,4.68e-12,5.2e-05,1.1404e-12
1.822,0.2464,0.001544,1.78e-12,3.036e-05,4.35e-13
1.832,0.2564,0.00088,6.64e-13,1.736e-05,1.622e-13
1.842,0.2664,0.000492,2.408e-13,9.72e-06,5.939e-14
1.852,0.2764,0.0002696,8.56e-14,5.32e-06,2.133e-14
1.862,0.2864,0.0001444,2.983e-14,2.84e-06,7.534e-15
1.872,0.2964,7.56e-05,8.19011e-18,1.484e-06,1.54412e-16
1.882,0.3064,3.868e-05,4.19006e-18,7.6e-07,7.90811e-17
1.892,0.3164,1.936e-05,2.10003e-18,3.808e-07,3.95416e-17
1.902,0.3264,9.48e-06,1.02901e-18,1.865e-07,1.94154e-17
1.912,0.3364,4.56e-06,4.93006e-19,8.96e-08,9.29723e-18
1.922,0.3464,2.132e-06,2.31303e-19,4.2e-08,4.36966e-18
1.932,0.3564,9.76e-07,1.06001e-19,1.924e-08,2.00236e-18
1.942,0.3664,4.4e-07,4.75006e-20,8.64e-09,8.97273e-19
1.952,0.3764,1.924e-07,2.08803e-20,3.784e-09,3.94386e-19
1.962,0.3864,8.28e-08,8.96012e-21,1.624e-09,1.69213e-19
1.972,0.3964,3.472e-08,3.76005e-21,6.84e-10,7.1072e-20
1.982,0.4064,1.424e-08,1.54702e-21,2.8e-10,2.91994e-20
1.992,0.4164,5.72e-09,6.21008e-22,1.124e-10,1.17304e-20
2.002,0.4264,2.252e-09,2.44303e-22,4.44e-11,4.61297e-21
2.012,0.4364,8.64e-10,9.40012e-23,1.7e-11,1.77323e-21
2.022,0.4464,3.256e-10,3.53005e-23,6.4e-12,6.6612e-22
2.032,0.4564,1.196e-10,1.30102e-23,2.352e-12,2.45354e-22
2.042,0.4664,4.32e-11,4.68006e-24,8.48e-13,8.84073e-23
2.052,0.4764,1.516e-11,1.64702e-24,2.98e-13,3.10254e-23
2.062,0.4864,0,0,0,0
2.072,0.4964,0,0,0,0
2.082,0.5064,0,0,0,0
2.092,0.5164,0,0,0,0
2.102,0.5264,0,0,0,0
2.112,0.5364,0,0,0,0
2.122,0.5464,0,0,0,0
2.132,0.5564,0,0,0,0
2.142,0.5664,0,0,0,0
2.152,0.5764,0,0,0,0
2.162,0.5864,0,0,0,0
2.172,0.5964,0,0,0,0
2.182,0.6064,0,0,0,0
2.192,0.6164,0,0,0,0
2.202,0.6264,0,0,0,0
2.212,0.6364,0,0,0,0
2.222,0.6464,0,0,0,0
2.232,0.6564,0,0,0,0
2.242,0.6664,0,0,0,0
2.252,0.6764,0,0,0,0
2.262,0.6864,0,0,0,0
2.272,0.6964,0,0,0,0
2.282,0.7064,0,0,0,0
2.292,0.7164,0,0,0,0
2.302,0.7264,0,0,0,0
2.312,0.7364,0,0,0,0
2.322,0.7464,0,0,0,0
2.332,0.7564,0,0,0,0
2.342,0.7664,0,0,0,0
2.352,0.7764,0,0,0,0
2.362,0.7864,0,0,0,0
2.372,0.7964,0,0,0,0
2.382,0.8064,0,0,0,0
2.392,0.8164,0,0,0,0
2.402,0.8264,0,0,0,0
2.412,0.8364,0,0,0,0
2.422,0.8464,0,0,0,0
2.432,0.8564,0,0,0,0
2.442,0.8664,0,0,0,0
2.452,0.8764,0,0,0,0
2.462,0.8864,0,0,0,0
2.472,0.8964,0,0,0,0
2.482,0.9064,0,0,0,0
2.492,0.9164,0,0,0,0
2.502,0.9264,0,0,0,0
2.512,0.9364,0,0,0,0
2.522,0.9464,0,0,0,0
2.532,0.9564,0,0,0,0
2.542,0.9664,0,0,0,0
2.552,0.9764,0,0,0,0
2.562,0.9864,0,0,0,0
2.572,0.9964,0,0,0,0
2.582,1.0064,0,0,0,0
2.592,1.0164,0,0,0,0
2.602,1.0264,0,0,0,0
2.612,1.0364,0,0,0,0
2.622,1.0464,0,0,0,0
2.632,1.0564,0,0,0,0
2.642,1.0664,0,0,0,0
2.652,1.0764,0,0,0,0
2.662,1.0864,0,0,0,0
2.672,1.0964,0,0,0,0
2.682,1.1064,0,0,0,0
2.692,1.1164,0,0,0,0
2.702,1.1264,0,0,0,0
2.712,1.1364,0,0,0,0
2.722,1.1464,0,0,0,0
2.732,1.1564,0,0,0,0
2.742,1.1664,0,0,0,0
2.752,1.1764,0,0,0,0
2.762,1.1864,0,0,0,0
2.772,1.1964,0,0,0,0
2.782,1.2064,0,0,0,0
2.792,1.2164,0,0,0,0
2.802,1.2264,0,0,0,0
2.812,1.2364,0,0,0,0
2.822,1.2464,0,0,0,0
2.832,1.2564,0,0,0,0
2.842,1.2664,0,0,0,0
2.852,1.2764,0,0,0,0
2.862,1.2864,0,0,0,0
2.872,1.2964,0,0,0,0
2.882,1.3064,0,0,0,0
2.892,1.3164,0,0,0,0
2.902,1.3264,0,0,0,0
2.912,1.3364,0,0,0,0
2.922,1.3464,0,0,0,0
2.932,1.3564,0,0,0,0
2.942,1.3664,0,0,0,0
2.952,1.3764,0,0,0,0
2.962,1.3864,0,0,0,0
2.972,1.3964,0,0,0,0
2.982,1.4064,0,0,0,0
2.992,1.4164,0,0,0,0
3.002,1.4264,0,0,0,0
3.012,1.4364,0,0,0,0
3.022,1.4464,0,0,0,0
3.032,1.4564,0,0,0,0
3.042,1.4664,0,0,0,0
3.052,1.4764,0,0,0,0
3.062,1.4864,0,0,0,0
3.072,1.4964,0,0,0,0
3.082,1.5064,0,0,0,0
3.092,1.5164,0,0,0,0
3.102,1.5264,0,0,0,0
3.112,1.5364,0,0,0,0
3.122,1.5464,0,0,0,0
3.132,1.5564,0,0,0,0
3.142,1.5664,0,0,0,0
3.152,1.5764,0,0,0,0
3.162,1.5864,0,0,0,0
3.172,1.5964,0,0,0,0
3.182,1.6064,0,0,0,0
3.192,1.6164,0,0,0,0
3.202,1.6264,0,0,0,0
3.212,1.6364,0,0,0,0
3.222,1.6464,0,0,0,0
3.232,1.6564,0,0,0,0
3.242,1.6664,0,0,0,0
3.252,1.6764,0,0,0,0
3.262,1.6864,0,0,0,0
3.272,1.6964,0,0,0,0
3.282,1.7064,0,0,0,0
3.292,1.7164,0,0,0,0
3.302,1.7264,0,0,0,0
3.312,1.7364,0,0,0,0
3.322,1.7464,0,0,0,0
3.332,1.7564,0,0,0,0
3.342,1.7664,0,0,0,0
3.352,1.7764,0,0,0,0
3.362,1.7864,0,0,0,0
3.372,1.7964,0,0,0,0
3.382,1.8064,0,0,0,0
3.392,1.8164,0,0,0,0
3.402,1.8264,0,0,0,0
3.412,1.8364,0,0,0,0
3.422,1.8464,0,0,0,0
3.432,1.8564,0,0,0,0
3.442,1.8664,0,0,0,0
3.452,1.8764,0,0,0,0
3.462,1.8864,0,0,0,0
3.472,1.8964,0,0,0,0
3.482,1.9064,0,0,0,0
3.492,1.9164,0,0,0,0
3.502,1.9264,0,0,0,0
3.512,1.9364,0,0,0,0
3.522,1.9464,0,0,0,0
3.532,1.9564,0,0,0,0
3.542,1.9664,0,0,0,0
3.552,1.9764,0,0,0,0
3.562,1.9864,0,0,0,0
3.572,1.9964,0,0,0,0
3.582,2.0064,0,0,0,0
3.592,2.0164,0,0,0,0
3.602,2.0264,0,0,0,0
3.612,2.0364,0,0,0,0
3.622,2.0464,0,0,0,0
3.632,2.0564,0,0,0,0
3.642,2.0664,0,0,0,0
3.652,2.0764,0,0,0,0
3.662,2.0864,0,0,0,0
3.672,2.0964,0,0,0,0
3.682,2.1064,0,0,0,0
3.692,2.1164,0,0,0,0
3.702,2.1264,0,0,0,0
3.712,2.1364,0,0,0,0
3.722,2.1464,0,0,0,0
3.732,2.1564,0,0,0,0
3.742,2.1664,0,0,0,0
3.752,2.1764,0,0,0,0
3.762,2.1864,0,0,0,0
3.772,2.1964,0,0,0,0
3.782,2.2064,0,0,0,0
3.792,2.2164,0,0,0,0
3.802,2.2264,0,0,0,0
3.812,2.2364,0,0,0,0
3.822,2.2464,0,0,0,0
3.832,2.2564,0,0,0,0
3.842,2.2664,0,0,0,0
3.852,2.2764,0,0,0,0
3.862,2.2864,0,0,0,0
3.872,2.2964,0,0,0,0
3.882,2.3064,0,0,0,0
3.892,2.3164,0,0,0,0
3.902,2.3264,0,0,0,0
3.912,2.3364,0,0,0,0
3.922,2.3464,0,0,0,0
3.932,2.3564,0,0,0,0
3.942,2.3664,0,0,0,0
3.952,2.3764,0,0,0,0
3.962,2.3864,0,0,0,0
3.972,2.3964,0,0,0,0
3.982,2.4064,0,0,0,0
3.992,2.4164,0,0,0,0
4.002,2.4264,0,0,0,0
4.012,2.4364,0,0,0,0
4.022,2.4464,0,0,0,0
4.032,2.4564,0,0,0,0
4.042,2.4664,0,0,0,0
4.052,2.4764,0,0,0,0
4.062,2.4864,0,0,0,0
4.072,2.4964,0,0,0,0
4.082,2.5064,0,0,0,0
4.092,2.5164,0,0,0,0
4.102,2.5264,0,0,0,0
4.112,2.5364,0,0,0,0
4.122,2.5464,0,0,0,0
4.132,2.5564,0,0,0,0
4.142,2.5664,0,0,0,0
4.152,2.5764,0,0,0,0
4.162,2.5864,0,0,0,0
4.172,2.5964,0,0,0,0
4.182,2.6064,0,0,0,0
4.192,2.6164,0,0,0,0
4.202,2.6264,0,0,0,0
4.212,2.6364,0,0,0,0
4.222,2.6464,0,0,0,0
4.232,2.6564,0,0,0,0
4.242,2.6664,0,0,0,0
4.252,2.6764,0,0,0,0
4.262,2.6864,0,0,0,0
4.272,2.6964,0,0,0,0
4.282,2.7064,0,0,0,0
4.292,2.7164,0,0,0,0
4.302,2.7264,0,0,0,0
4.312,2.7364,0,0,0,0
4.322,2.7464,0,0,0,0
4.332,2.7564,0,0,0,0
4.342,2.7664,0,0,0,0
4.352,2.7764,0,0,0,0
4.362,2.7864,0,0,0,0
4.372,2.7964,0,0,0,0
4.382,2.8064,0,0,0,0
4.392,2.8164,0,0,0,0
4.402,2.8264,0,0,0,0
4.412,2.8364,0,0,0,0
4.422,2.8464,0,0,0,0
4.432,2.8564,0,0,0,0
4.442,2.8664,0,0,0,0
4.452,2.8764,0,0,0,0
4.462,2.8864,0,0,0,0
4.472,2.8964,0,0,0,0
4.482,2.9064,0,0,0,0
