# nd2s3_mp-438 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 10.881 eV. Gap is the fixed-occ nscf value (-0.021 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Nd_d,Nd_f,Nd_p,Nd_s,S_p,S_s
-15.408,-26.2888,0,0,0,0,0,0
-15.398,-26.2788,0,0,0,0,0,0
-15.388,-26.2688,0,0,0,0,0,0
-15.378,-26.2588,0,0,0,0,0,0
-15.368,-26.2488,0,0,0,0,0,0
-15.358,-26.2388,0,0,0,0,0,0
-15.348,-26.2288,0,0,0,0,0,0
-15.338,-26.2188,0,0,0,0,0,0
-15.328,-26.2088,0,0,0,0,0,0
-15.318,-26.1988,0,0,0,0,0,0
-15.308,-26.1888,0,0,0,0,0,0
-15.298,-26.1788,0,0,0,0,0,0
-15.288,-26.1688,0,0,0,0,0,0
-15.278,-26.1588,0,0,0,0,0,0
-15.268,-26.1488,0,0,0,0,0,0
-15.258,-26.1388,0,0,0,0,0,0
-15.248,-26.1288,0,0,0,0,0,0
-15.238,-26.1188,0,0,0,0,0,0
-15.228,-26.1088,0,0,0,0,0,0
-15.218,-26.0988,0,0,0,0,0,0
-15.208,-26.0888,0,0,0,0,0,0
-15.198,-26.0788,0,0,0,0,0,0
-15.188,-26.0688,0,0,0,0,0,0
-15.178,-26.0588,0,0,0,0,0,0
-15.168,-26.0488,0,0,0,0,0,0
-15.158,-26.0388,0,0,0,0,0,0
-15.148,-26.0288,0,0,0,0,0,0
-15.138,-26.0188,0,0,0,0,0,0
-15.128,-26.0088,0,0,0,0,0,0
-15.118,-25.9988,0,0,0,0,0,0
-15.108,-25.9888,0,0,0,0,0,0
-15.098,-25.9788,0,0,0,0,0,0
-15.088,-25.9688,0,0,0,0,0,0
-15.078,-25.9588,0,0,0,0,0,0
-15.068,-25.9488,0,0,0,0,0,0
-15.058,-25.9388,0,0,0,0,0,0
-15.048,-25.9288,0,0,0,0,0,0
-15.038,-25.9188,0,0,0,0,0,0
-15.028,-25.9088,0,0,0,0,0,0
-15.018,-25.8988,0,0,0,0,0,0
-15.008,-25.8888,0,0,0,0,0,0
-14.998,-25.8788,0,0,0,0,0,0
-14.988,-25.8688,0,0,0,0,0,0
-14.978,-25.8588,0,0,0,0,0,0
-14.968,-25.8488,0,0,0,0,0,0
-14.958,-25.8388,0,0,0,0,0,0
-14.948,-25.8288,0,0,0,0,0,0
-14.938,-25.8188,0,0,0,0,0,0
-14.928,-25.8088,0,0,0,0,0,0
-14.918,-25.7988,0,0,0,0,0,0
-14.908,-25.7888,0,0,0,0,0,0
-14.898,-25.7788,0,0,0,0,0,0
-14.888,-25.7688,0,0,0,0,0,0
-14.878,-25.7588,0,0,0,0,0,0
-14.868,-25.7488,0,0,0,0,0,0
-14.858,-25.7388,0,0,0,0,0,0
-14.848,-25.7288,0,0,0,0,0,0
-14.838,-25.7188,0,0,0,0,0,0
-14.828,-25.7088,0,0,0,0,0,0
-14.818,-25.6988,0,0,0,0,0,0
-14.808,-25.6888,0,0,0,0,0,0
-14.798,-25.6788,0,0,0,0,0,0
-14.788,-25.6688,0,0,0,0,0,0
-14.778,-25.6588,0,0,0,0,0,0
-14.768,-25.6488,0,0,0,0,0,0
-14.758,-25.6388,0,0,0,0,0,0
-14.748,-25.6288,0,0,0,0,0,0
-14.738,-25.6188,0,0,0,0,0,0
-14.728,-25.6088,0,0,0,0,0,0
-14.718,-25.5988,0,0,0,0,0,0
-14.708,-25.5888,0,0,0,0,0,0
-14.698,-25.5788,0,0,0,0,0,0
-14.688,-25.5688,0,0,0,0,0,0
-14.678,-25.5588,0,0,0,0,0,0
-14.668,-25.5488,0,0,0,0,0,0
-14.658,-25.5388,0,0,0,0,0,0
-14.648,-25.5288,0,0,0,0,0,0
-14.638,-25.5188,0,0,0,0,0,0
-14.628,-25.5088,0,0,0,0,0,0
-14.618,-25.4988,0,0,0,0,0,0
-14.608,-25.4888,0,0,0,0,0,0
-14.598,-25.4788,0,0,0,0,0,0
-14.588,-25.4688,0,0,0,0,0,0
-14.578,-25.4588,0,0,0,0,0,0
-14.568,-25.4488,0,0,0,0,0,0
-14.558,-25.4388,0,0,0,0,0,0
-14.548,-25.4288,0,0,0,0,0,0
-14.538,-25.4188,0,0,0,0,0,0
-14.528,-25.4088,0,0,0,0,0,0
-14.518,-25.3988,0,0,0,0,0,0
-14.508,-25.3888,0,0,0,0,0,0
-14.498,-25.3788,0,0,0,0,0,0
-14.488,-25.3688,0,0,0,0,0,0
-14.478,-25.3588,0,0,0,0,0,0
-14.468,-25.3488,0,0,0,0,0,0
-14.458,-25.3388,0,0,0,0,0,0
-14.448,-25.3288,0,0,0,0,0,0
-14.438,-25.3188,0,0,0,0,0,0
-14.428,-25.3088,0,0,0,0,0,0
-14.418,-25.2988,0,0,0,0,0,0
-14.408,-25.2888,0,0,0,0,0,0
-14.398,-25.2788,0,0,0,0,0,0
-14.388,-25.2688,0,0,0,0,0,0
-14.378,-25.2588,0,0,0,0,0,0
-14.368,-25.2488,0,0,0,0,0,0
-14.358,-25.2388,0,0,0,0,0,0
-14.348,-25.2288,0,0,0,0,0,0
-14.338,-25.2188,0,0,0,0,0,0
-14.328,-25.2088,0,0,0,0,0,0
-14.318,-25.1988,0,0,0,0,0,0
-14.308,-25.1888,0,0,0,0,0,0
-14.298,-25.1788,0,0,0,0,0,0
-14.288,-25.1688,0,0,0,0,0,0
-14.278,-25.1588,0,0,0,0,0,0
-14.268,-25.1488,0,0,0,0,0,0
-14.258,-25.1388,0,0,0,0,0,0
-14.248,-25.1288,0,0,0,0,0,0
-14.238,-25.1188,0,0,0,0,0,0
-14.228,-25.1088,0,0,0,0,0,0
-14.218,-25.0988,0,0,0,0,0,0
-14.208,-25.0888,0,0,0,0,0,0
-14.198,-25.0788,0,0,0,0,0,0
-14.188,-25.0688,0,0,0,0,0,0
-14.178,-25.0588,0,0,0,0,0,0
-14.168,-25.0488,0,0,0,0,0,0
-14.158,-25.0388,0,0,0,0,0,0
-14.148,-25.0288,0,0,0,0,0,0
-14.138,-25.0188,0,0,0,0,0,0
-14.128,-25.0088,0,0,0,0,0,0
-14.118,-24.9988,0,0,0,0,0,0
-14.108,-24.9888,0,0,0,0,0,0
-14.098,-24.9788,0,0,0,0,0,0
-14.088,-24.9688,0,0,0,0,0,0
-14.078,-24.9588,0,0,0,0,0,0
-14.068,-24.9488,0,0,0,0,0,0
-14.058,-24.9388,0,0,0,0,0,0
-14.048,-24.9288,0,0,0,0,0,0
-14.038,-24.9188,0,0,0,0,0,0
-14.028,-24.9088,0,0,0,0,0,0
-14.018,-24.8988,0,0,0,0,0,0
-14.008,-24.8888,0,0,0,0,0,0
-13.998,-24.8788,0,0,0,0,0,0
-13.988,-24.8688,0,0,0,0,0,0
-13.978,-24.8588,0,0,0,0,0,0
-13.968,-24.8488,0,0,0,0,0,0
-13.958,-24.8388,0,0,0,0,0,0
-13.948,-24.8288,0,0,0,0,0,0
-13.938,-24.8188,0,0,0,0,0,0
-13.928,-24.8088,0,0,0,0,0,0
-13.918,-24.7988,0,0,0,0,0,0
-13.908,-24.7888,0,0,0,0,0,0
-13.898,-24.7788,0,0,0,0,0,0
-13.888,-24.7688,0,0,0,0,0,0
-13.878,-24.7588,0,0,0,0,0,0
-13.868,-24.7488,0,0,0,0,0,0
-13.858,-24.7388,0,0,0,0,0,0
-13.848,-24.7288,0,0,0,0,0,0
-13.838,-24.7188,0,0,0,0,0,0
-13.828,-24.7088,0,0,0,0,0,0
-13.818,-24.6988,0,0,0,0,0,0
-13.808,-24.6888,0,0,0,0,0,0
-13.798,-24.6788,0,0,0,0,0,0
-13.788,-24.6688,0,0,0,0,0,0
-13.778,-24.6588,0,0,0,0,0,0
-13.768,-24.6488,0,0,0,0,0,0
-13.758,-24.6388,0,0,0,0,0,0
-13.748,-24.6288,0,0,0,0,0,0
-13.738,-24.6188,0,0,0,0,0,0
-13.728,-24.6088,0,0,0,0,0,0
-13.718,-24.5988,0,0,0,0,0,0
-13.708,-24.5888,0,0,0,0,0,0
-13.698,-24.5788,0,0,0,0,0,0
-13.688,-24.5688,0,0,0,0,0,0
-13.678,-24.5588,0,0,0,0,0,0
-13.668,-24.5488,0,0,0,0,0,0
-13.658,-24.5388,0,0,0,0,0,0
-13.648,-24.5288,0,0,0,0,0,0
-13.638,-24.5188,0,0,0,0,0,0
-13.628,-24.5088,0,0,0,0,0,0
-13.618,-24.4988,0,0,0,0,0,0
-13.608,-24.4888,0,0,0,0,0,0
-13.598,-24.4788,0,0,0,0,0,0
-13.588,-24.4688,0,0,0,0,0,0
-13.578,-24.4588,0,0,0,0,0,0
-13.568,-24.4488,0,0,0,0,0,0
-13.558,-24.4388,0,0,0,0,0,0
-13.548,-24.4288,0,0,0,0,0,0
-13.538,-24.4188,0,0,0,0,0,0
-13.528,-24.4088,0,0,0,0,0,0
-13.518,-24.3988,0,0,0,0,0,0
-13.508,-24.3888,0,0,0,0,0,0
-13.498,-24.3788,0,0,0,0,0,0
-13.488,-24.3688,0,0,0,0,0,0
-13.478,-24.3588,0,0,0,0,0,0
-13.468,-24.3488,0,0,0,0,0,0
-13.458,-24.3388,0,0,0,0,0,0
-13.448,-24.3288,0,0,0,0,0,0
-13.438,-24.3188,0,0,0,0,0,0
-13.428,-24.3088,0,0,0,0,0,0
-13.418,-24.2988,0,0,0,0,0,0
-13.408,-24.2888,0,0,0,0,0,0
-13.398,-24.2788,0,0,0,0,0,0
-13.388,-24.2688,0,0,0,0,0,0
-13.378,-24.2588,0,0,0,0,0,0
-13.368,-24.2488,0,0,0,0,0,0
-13.358,-24.2388,0,0,0,0,0,0
-13.348,-24.2288,0,0,0,0,0,0
-13.338,-24.2188,0,0,0,0,0,0
-13.328,-24.2088,0,0,0,0,0,0
-13.318,-24.1988,0,0,0,0,0,0
-13.308,-24.1888,0,0,0,0,0,0
-13.298,-24.1788,0,0,0,0,0,0
-13.288,-24.1688,0,0,0,0,0,0
-13.278,-24.1588,0,0,0,0,0,0
-13.268,-24.1488,0,0,0,0,0,0
-13.258,-24.1388,0,0,0,0,0,0
-13.248,-24.1288,0,0,0,0,0,0
-13.238,-24.1188,0,0,0,0,0,0
-13.228,-24.1088,0,0,0,0,0,0
-13.218,-24.0988,0,0,0,0,0,0
-13.208,-24.0888,0,0,0,0,0,0
-13.198,-24.0788,0,0,0,0,0,0
-13.188,-24.0688,0,0,0,0,0,0
-13.178,-24.0588,0,0,0,0,0,0
-13.168,-24.0488,0,0,0,0,0,0
-13.158,-24.0388,0,0,0,0,0,0
-13.148,-24.0288,0,0,0,0,0,0
-13.138,-24.0188,0,0,0,0,0,0
-13.128,-24.0088,0,0,0,0,0,0
-13.118,-23.9988,0,0,0,0,0,0
-13.108,-23.9888,0,0,0,0,0,0
-13.098,-23.9788,0,0,0,0,0,0
-13.088,-23.9688,0,0,0,0,0,0
-13.078,-23.9588,0,0,0,0,0,0
-13.068,-23.9488,0,0,0,0,0,0
-13.058,-23.9388,0,0,0,0,0,0
-13.048,-23.9288,0,0,0,0,0,0
-13.038,-23.9188,0,0,0,0,0,0
-13.028,-23.9088,0,0,0,0,0,0
-13.018,-23.8988,0,0,0,0,0,0
-13.008,-23.8888,0,0,0,0,0,0
-12.998,-23.8788,0,0,0,0,0,0
-12.988,-23.8688,0,0,0,0,0,0
-12.978,-23.8588,0,0,0,0,0,0
-12.968,-23.8488,0,0,0,0,0,0
-12.958,-23.8388,0,0,0,0,0,0
-12.948,-23.8288,0,0,0,0,0,0
-12.938,-23.8188,0,0,0,0,0,0
-12.928,-23.8088,0,0,0,0,0,0
-12.918,-23.7988,0,0,0,0,0,0
-12.908,-23.7888,0,0,0,0,0,0
-12.898,-23.7788,0,0,0,0,0,0
-12.888,-23.7688,0,0,0,0,0,0
-12.878,-23.7588,0,0,0,0,0,0
-12.868,-23.7488,0,0,0,0,0,0
-12.858,-23.7388,0,0,0,0,0,0
-12.848,-23.7288,0,0,0,0,0,0
-12.838,-23.7188,0,0,0,0,0,0
-12.828,-23.7088,0,0,0,0,0,0
-12.818,-23.6988,0,0,0,0,0,0
-12.808,-23.6888,0,0,0,0,0,0
-12.798,-23.6788,0,0,0,0,0,0
-12.788,-23.6688,0,0,0,0,0,0
-12.778,-23.6588,0,0,0,0,0,0
-12.768,-23.6488,0,0,0,0,0,0
-12.758,-23.6388,0,0,0,0,0,0
-12.748,-23.6288,0,0,0,0,0,0
-12.738,-23.6188,0,0,0,0,0,0
-12.728,-23.6088,0,0,0,0,0,0
-12.718,-23.5988,0,0,0,0,0,0
-12.708,-23.5888,0,0,0,0,0,0
-12.698,-23.5788,0,0,0,0,0,0
-12.688,-23.5688,0,0,0,0,0,0
-12.678,-23.5588,0,0,0,0,0,0
-12.668,-23.5488,0,0,0,0,0,0
-12.658,-23.5388,0,0,0,0,0,0
-12.648,-23.5288,0,0,0,0,0,0
-12.638,-23.5188,0,0,0,0,0,0
-12.628,-23.5088,0,0,0,0,0,0
-12.618,-23.4988,0,0,0,0,0,0
-12.608,-23.4888,0,0,0,0,0,0
-12.598,-23.4788,0,0,0,0,0,0
-12.588,-23.4688,0,0,0,0,0,0
-12.578,-23.4588,0,0,0,0,0,0
-12.568,-23.4488,0,0,0,0,0,0
-12.558,-23.4388,0,0,0,0,0,0
-12.548,-23.4288,0,0,0,0,0,0
-12.538,-23.4188,0,0,0,0,0,0
-12.528,-23.4088,0,0,0,0,0,0
-12.518,-23.3988,0,0,0,0,0,0
-12.508,-23.3888,0,0,0,0,0,0
-12.498,-23.3788,0,0,0,0,0,0
-12.488,-23.3688,0,0,0,0,0,0
-12.478,-23.3588,0,0,0,0,0,0
-12.468,-23.3488,0,0,0,0,0,0
-12.458,-23.3388,0,0,0,0,0,0
-12.448,-23.3288,0,0,0,0,0,0
-12.438,-23.3188,0,0,0,0,0,0
-12.428,-23.3088,0,0,0,0,0,0
-12.418,-23.2988,0,0,0,0,0,0
-12.408,-23.2888,0,0,0,0,0,0
-12.398,-23.2788,0,0,0,0,0,0
-12.388,-23.2688,0,0,0,0,0,0
-12.378,-23.2588,0,0,0,0,0,0
-12.368,-23.2488,0,0,0,0,0,0
-12.358,-23.2388,0,0,0,0,0,0
-12.348,-23.2288,0,0,0,0,0,0
-12.338,-23.2188,0,0,0,0,0,0
-12.328,-23.2088,0,0,0,0,0,0
-12.318,-23.1988,0,0,0,0,0,0
-12.308,-23.1888,0,0,0,0,0,0
-12.298,-23.1788,0,0,0,0,0,0
-12.288,-23.1688,0,0,0,0,0,0
-12.278,-23.1588,0,0,0,0,0,0
-12.268,-23.1488,0,0,0,0,0,0
-12.258,-23.1388,0,0,0,0,0,0
-12.248,-23.1288,0,0,0,0,0,0
-12.238,-23.1188,0,0,0,0,0,0
-12.228,-23.1088,0,0,0,0,0,0
-12.218,-23.0988,0,0,0,0,0,0
-12.208,-23.0888,0,0,0,0,0,0
-12.198,-23.0788,0,0,0,0,0,0
-12.188,-23.0688,0,0,0,0,0,0
-12.178,-23.0588,0,0,0,0,0,0
-12.168,-23.0488,0,0,0,0,0,0
-12.158,-23.0388,0,0,0,0,0,0
-12.148,-23.0288,0,0,0,0,0,0
-12.138,-23.0188,0,0,0,0,0,0
-12.128,-23.0088,0,0,0,0,0,0
-12.118,-22.9988,0,0,0,0,0,0
-12.108,-22.9888,0,0,0,0,0,0
-12.098,-22.9788,0,0,0,0,0,0
-12.088,-22.9688,0,0,0,0,0,0
-12.078,-22.9588,0,0,0,0,0,0
-12.068,-22.9488,0,0,0,0,0,0
-12.058,-22.9388,0,0,0,0,0,0
-12.048,-22.9288,0,0,0,0,0,0
-12.038,-22.9188,0,0,0,0,0,0
-12.028,-22.9088,0,0,0,0,0,0
-12.018,-22.8988,0,0,0,0,0,0
-12.008,-22.8888,0,0,0,0,0,0
-11.998,-22.8788,0,0,0,0,0,0
-11.988,-22.8688,0,0,0,0,0,0
-11.978,-22.8588,0,0,0,0,0,0
-11.968,-22.8488,0,0,0,0,0,0
-11.958,-22.8388,0,0,0,0,0,0
-11.948,-22.8288,0,0,0,0,0,0
-11.938,-22.8188,0,0,0,0,0,0
-11.928,-22.8088,0,0,0,0,0,0
-11.918,-22.7988,0,0,0,0,0,0
-11.908,-22.7888,0,0,0,0,0,0
-11.898,-22.7788,0,0,0,0,0,0
-11.888,-22.7688,0,0,0,0,0,0
-11.878,-22.7588,0,0,0,0,0,0
-11.868,-22.7488,0,0,0,0,0,0
-11.858,-22.7388,0,0,0,0,0,0
-11.848,-22.7288,0,0,0,0,0,0
-11.838,-22.7188,0,0,0,0,0,0
-11.828,-22.7088,0,0,0,0,0,0
-11.818,-22.6988,0,0,0,0,0,0
-11.808,-22.6888,0,0,0,0,0,0
-11.798,-22.6788,0,0,0,0,0,0
-11.788,-22.6688,0,0,0,0,0,0
-11.778,-22.6588,0,0,0,0,0,0
-11.768,-22.6488,0,0,0,0,0,0
-11.758,-22.6388,0,0,0,0,0,0
-11.748,-22.6288,0,0,0,0,0,0
-11.738,-22.6188,0,0,0,0,0,0
-11.728,-22.6088,0,0,0,0,0,0
-11.718,-22.5988,0,0,0,0,0,0
-11.708,-22.5888,0,0,0,0,0,0
-11.698,-22.5788,0,0,0,0,0,0
-11.688,-22.5688,0,0,0,0,0,0
-11.678,-22.5588,0,0,0,0,0,0
-11.668,-22.5488,0,0,0,0,0,0
-11.658,-22.5388,0,0,0,0,0,0
-11.648,-22.5288,0,0,0,0,0,0
-11.638,-22.5188,0,0,0,0,0,0
-11.628,-22.5088,0,0,0,0,0,0
-11.618,-22.4988,0,0,0,0,0,0
-11.608,-22.4888,0,0,0,0,0,0
-11.598,-22.4788,0,0,0,0,0,0
-11.588,-22.4688,0,0,0,0,0,0
-11.578,-22.4588,0,0,0,0,0,0
-11.568,-22.4488,0,0,0,0,0,0
-11.558,-22.4388,0,0,0,0,0,0
-11.548,-22.4288,0,0,0,0,0,0
-11.538,-22.4188,0,0,0,0,0,0
-11.528,-22.4088,0,0,0,0,0,0
-11.518,-22.3988,0,0,0,0,0,0
-11.508,-22.3888,0,0,0,0,0,0
-11.498,-22.3788,0,0,0,0,0,0
-11.488,-22.3688,0,0,0,0,0,0
-11.478,-22.3588,0,0,0,0,0,0
-11.468,-22.3488,0,0,0,0,0,0
-11.458,-22.3388,0,0,0,0,0,0
-11.448,-22.3288,0,0,0,0,0,0
-11.438,-22.3188,0,0,0,0,0,0
-11.428,-22.3088,0,0,0,0,0,0
-11.418,-22.2988,0,0,0,0,0,0
-11.408,-22.2888,0,0,0,0,0,0
-11.398,-22.2788,0,0,0,0,0,0
-11.388,-22.2688,0,0,0,0,0,0
-11.378,-22.2588,0,0,0,0,0,0
-11.368,-22.2488,0,0,0,0,0,0
-11.358,-22.2388,0,0,0,0,0,0
-11.348,-22.2288,0,0,0,0,0,0
-11.338,-22.2188,0,0,0,0,0,0
-11.328,-22.2088,0,0,0,0,0,0
-11.318,-22.1988,0,0,0,0,0,0
-11.308,-22.1888,0,0,0,0,0,0
-11.298,-22.1788,0,0,0,0,0,0
-11.288,-22.1688,0,0,0,0,0,0
-11.278,-22.1588,0,0,0,0,0,0
-11.268,-22.1488,0,0,0,0,0,0
-11.258,-22.1388,0,0,0,0,0,0
-11.248,-22.1288,0,0,0,0,0,0
-11.238,-22.1188,0,0,0,0,0,0
-11.228,-22.1088,0,0,0,0,0,0
-11.218,-22.0988,0,0,0,0,0,0
-11.208,-22.0888,0,0,0,0,0,0
-11.198,-22.0788,0,0,0,0,0,0
-11.188,-22.0688,0,0,0,0,0,0
-11.178,-22.0588,0,0,0,0,0,0
-11.168,-22.0488,0,0,0,0,0,0
-11.158,-22.0388,0,0,0,0,0,0
-11.148,-22.0288,0,0,0,0,0,0
-11.138,-22.0188,0,0,0,0,0,0
-11.128,-22.0088,0,0,0,0,0,0
-11.118,-21.9988,0,0,0,0,0,0
-11.108,-21.9888,0,0,0,0,0,0
-11.098,-21.9788,0,0,0,0,0,0
-11.088,-21.9688,0,0,0,0,0,0
-11.078,-21.9588,0,0,0,0,0,0
-11.068,-21.9488,0,0,0,0,0,0
-11.058,-21.9388,0,0,0,0,0,0
-11.048,-21.9288,0,0,0,0,0,0
-11.038,-21.9188,0,0,0,0,0,0
-11.028,-21.9088,0,0,0,0,0,0
-11.018,-21.8988,0,0,0,0,0,0
-11.008,-21.8888,0,0,0,0,0,0
-10.998,-21.8788,0,0,0,0,0,0
-10.988,-21.8688,0,0,0,0,0,0
-10.978,-21.8588,0,0,0,0,0,0
-10.968,-21.8488,0,0,0,0,0,0
-10.958,-21.8388,0,0,0,0,0,0
-10.948,-21.8288,0,0,0,0,0,0
-10.938,-21.8188,0,0,0,0,0,0
-10.928,-21.8088,0,0,0,0,0,0
-10.918,-21.7988,0,0,0,0,0,0
-10.908,-21.7888,0,0,0,0,0,0
-10.898,-21.7788,0,0,0,0,0,0
-10.888,-21.7688,0,0,0,0,0,0
-10.878,-21.7588,0,0,0,0,0,0
-10.868,-21.7488,0,0,0,0,0,0
-10.858,-21.7388,0,0,0,0,0,0
-10.848,-21.7288,0,0,0,0,0,0
-10.838,-21.7188,0,0,0,0,0,0
-10.828,-21.7088,0,0,0,0,0,0
-10.818,-21.6988,0,0,0,0,0,0
-10.808,-21.6888,0,0,0,0,0,0
-10.798,-21.6788,0,0,0,0,0,0
-10.788,-21.6688,0,0,0,0,0,0
-10.778,-21.6588,0,0,0,0,0,0
-10.768,-21.6488,0,0,0,0,0,0
-10.758,-21.6388,0,0,0,0,0,0
-10.748,-21.6288,0,0,0,0,0,0
-10.738,-21.6188,0,0,0,0,0,0
-10.728,-21.6088,0,0,0,0,0,0
-10.718,-21.5988,0,0,0,0,0,0
-10.708,-21.5888,0,0,0,0,0,0
-10.698,-21.5788,0,0,0,0,0,0
-10.688,-21.5688,0,0,0,0,0,0
-10.678,-21.5588,0,0,0,0,0,0
-10.668,-21.5488,0,0,0,0,0,0
-10.658,-21.5388,0,0,0,0,0,0
-10.648,-21.5288,0,0,0,0,0,0
-10.638,-21.5188,0,0,0,0,0,0
-10.628,-21.5088,0,0,0,0,0,0
-10.618,-21.4988,0,0,0,0,0,0
-10.608,-21.4888,0,0,0,0,0,0
-10.598,-21.4788,0,0,0,0,0,0
-10.588,-21.4688,0,0,0,0,0,0
-10.578,-21.4588,0,0,0,0,0,0
-10.568,-21.4488,0,0,0,0,0,0
-10.558,-21.4388,0,0,0,0,0,0
-10.548,-21.4288,0,0,0,0,0,0
-10.538,-21.4188,0,0,0,0,0,0
-10.528,-21.4088,0,0,0,0,0,0
-10.518,-21.3988,0,0,0,0,0,0
-10.508,-21.3888,0,0,0,0,0,0
-10.498,-21.3788,0,0,0,0,0,0
-10.488,-21.3688,0,0,0,0,0,0
-10.478,-21.3588,0,0,0,0,0,0
-10.468,-21.3488,0,0,0,0,0,0
-10.458,-21.3388,0,0,0,0,0,0
-10.448,-21.3288,0,0,0,0,0,0
-10.438,-21.3188,0,0,0,0,0,0
-10.428,-21.3088,0,0,0,0,0,0
-10.418,-21.2988,0,0,0,0,0,0
-10.408,-21.2888,0,0,0,0,0,0
-10.398,-21.2788,0,0,0,0,0,0
-10.388,-21.2688,0,0,0,0,0,0
-10.378,-21.2588,0,0,0,0,0,0
-10.368,-21.2488,0,0,0,0,0,0
-10.358,-21.2388,0,0,0,0,0,0
-10.348,-21.2288,0,0,0,0,0,0
-10.338,-21.2188,0,0,0,0,0,0
-10.328,-21.2088,0,0,0,0,0,0
-10.318,-21.1988,0,0,0,0,0,0
-10.308,-21.1888,0,0,0,0,0,0
-10.298,-21.1788,0,0,0,0,0,0
-10.288,-21.1688,0,0,0,0,0,0
-10.278,-21.1588,0,0,0,0,0,0
-10.268,-21.1488,0,0,0,0,0,0
-10.258,-21.1388,0,0,0,0,0,0
-10.248,-21.1288,0,0,0,0,0,0
-10.238,-21.1188,0,0,0,0,0,0
-10.228,-21.1088,0,0,0,0,0,0
-10.218,-21.0988,0,0,0,0,0,0
-10.208,-21.0888,0,0,0,0,0,0
-10.198,-21.0788,0,0,0,0,0,0
-10.188,-21.0688,0,0,0,0,0,0
-10.178,-21.0588,0,0,0,0,0,0
-10.168,-21.0488,0,0,0,0,0,0
-10.158,-21.0388,0,0,0,0,0,0
-10.148,-21.0288,0,0,0,0,0,0
-10.138,-21.0188,0,0,0,0,0,0
-10.128,-21.0088,0,0,0,0,0,0
-10.118,-20.9988,0,0,0,0,0,0
-10.108,-20.9888,0,0,0,0,0,0
-10.098,-20.9788,0,0,0,0,0,0
-10.088,-20.9688,0,0,0,0,0,0
-10.078,-20.9588,0,0,0,0,0,0
-10.068,-20.9488,0,0,0,0,0,0
-10.058,-20.9388,0,0,0,0,0,0
-10.048,-20.9288,0,0,0,0,0,0
-10.038,-20.9188,0,0,0,0,0,0
-10.028,-20.9088,0,0,0,0,0,0
-10.018,-20.8988,0,0,0,0,0,0
-10.008,-20.8888,0,0,0,0,0,0
-9.998,-20.8788,0,0,0,0,0,0
-9.988,-20.8688,0,0,0,0,0,0
-9.978,-20.8588,0,0,0,0,0,0
-9.968,-20.8488,0,0,0,0,0,0
-9.958,-20.8388,0,0,0,0,0,0
-9.948,-20.8288,0,0,0,0,0,0
-9.938,-20.8188,0,0,0,0,0,0
-9.928,-20.8088,0,0,0,0,0,0
-9.918,-20.7988,0,0,0,0,0,0
-9.908,-20.7888,0,0,0,0,0,0
-9.898,-20.7788,0,0,0,0,0,0
-9.888,-20.7688,0,0,0,0,0,0
-9.878,-20.7588,0,0,0,0,0,0
-9.868,-20.7488,0,0,0,0,0,0
-9.858,-20.7388,0,0,0,0,0,0
-9.848,-20.7288,0,0,0,0,0,0
-9.838,-20.7188,0,0,0,0,0,0
-9.828,-20.7088,0,0,0,0,0,0
-9.818,-20.6988,0,0,0,0,0,0
-9.808,-20.6888,0,0,0,0,0,0
-9.798,-20.6788,0,0,0,0,0,0
-9.788,-20.6688,0,0,0,0,0,0
-9.778,-20.6588,0,0,0,0,0,0
-9.768,-20.6488,0,0,0,0,0,0
-9.758,-20.6388,0,0,0,0,0,0
-9.748,-20.6288,0,0,0,0,0,0
-9.738,-20.6188,0,0,0,0,0,0
-9.728,-20.6088,0,0,0,0,0,0
-9.718,-20.5988,0,0,0,0,0,0
-9.708,-20.5888,0,0,0,0,0,0
-9.698,-20.5788,0,0,0,0,0,0
-9.688,-20.5688,0,0,0,0,0,0
-9.678,-20.5588,0,0,0,0,0,0
-9.668,-20.5488,0,0,0,0,0,0
-9.658,-20.5388,0,0,0,0,0,0
-9.648,-20.5288,0,0,0,0,0,0
-9.638,-20.5188,0,0,0,0,0,0
-9.628,-20.5088,0,0,0,0,0,0
-9.618,-20.4988,0,0,0,0,0,0
-9.608,-20.4888,0,0,0,0,0,0
-9.598,-20.4788,0,0,0,0,0,0
-9.588,-20.4688,0,0,0,0,0,0
-9.578,-20.4588,0,0,0,0,0,0
-9.568,-20.4488,0,0,0,0,0,0
-9.558,-20.4388,0,0,0,0,0,0
-9.548,-20.4288,0,0,0,0,0,0
-9.538,-20.4188,0,0,0,0,0,0
-9.528,-20.4088,0,0,0,0,0,0
-9.518,-20.3988,0,0,0,0,0,0
-9.508,-20.3888,0,0,0,0,0,0
-9.498,-20.3788,0,0,0,0,0,0
-9.488,-20.3688,0,0,0,0,0,0
-9.478,-20.3588,0,0,0,0,0,0
-9.468,-20.3488,0,0,0,0,0,0
-9.458,-20.3388,0,0,0,0,0,0
-9.448,-20.3288,0,0,0,0,0,0
-9.438,-20.3188,0,0,0,0,0,0
-9.428,-20.3088,0,0,0,0,0,0
-9.418,-20.2988,0,0,0,0,0,0
-9.408,-20.2888,0,0,0,0,0,0
-9.398,-20.2788,0,0,0,0,0,0
