# nd2o3_mp-2763 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 16.159 eV. Gap is the fixed-occ nscf value (-6.460 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Nd_d,Nd_f,Nd_p,Nd_s,O_p,O_s
9.879,-6.2803,0.2464,0.8772,0.0954,0.020802,3.668,0.00549
9.889,-6.2703,0.2388,0.8608,0.0932,0.020932,3.632,0.00549
9.899,-6.2603,0.2316,0.846,0.091,0.021054,3.586,0.005489
9.909,-6.2503,0.2248,0.8288,0.0884,0.02121,3.542,0.005479
9.919,-6.2403,0.218,0.8152,0.086,0.021562,3.478,0.005464
9.929,-6.2303,0.212,0.8012,0.0832,0.02171,3.418,0.005466
9.939,-6.2203,0.2064,0.7894,0.0802,0.021856,3.36,0.005447
9.949,-6.2103,0.2012,0.7794,0.0774,0.0218,3.286,0.005387
9.959,-6.2003,0.1964,0.7694,0.0744,0.021744,3.204,0.005327
9.969,-6.1903,0.1918,0.7616,0.0714,0.02149,3.124,0.005249
9.979,-6.1803,0.1874,0.7518,0.068,0.02104,3.024,0.005132
9.989,-6.1703,0.1828,0.7422,0.065,0.020554,2.932,0.004976
9.999,-6.1603,0.1782,0.7308,0.0618,0.019892,2.82,0.004802
10.009,-6.1503,0.1734,0.7156,0.05868,0.019098,2.714,0.004589
10.019,-6.1403,0.1682,0.7006,0.05562,0.018192,2.594,0.004379
10.029,-6.1303,0.163,0.6798,0.05282,0.017196,2.472,0.004132
10.039,-6.1203,0.1574,0.6592,0.04992,0.016146,2.356,0.00387
10.049,-6.1103,0.1516,0.6348,0.04714,0.015088,2.238,0.003633
10.059,-6.1003,0.1458,0.6086,0.0447,0.014038,2.123,0.003384
10.069,-6.0903,0.1402,0.5808,0.04238,0.013038,2.012,0.003166
10.079,-6.0803,0.1348,0.5552,0.04022,0.012108,1.909,0.002959
10.089,-6.0703,0.1298,0.5278,0.0384,0.011286,1.815,0.002788
10.099,-6.0603,0.125,0.5028,0.03668,0.010574,1.73,0.002674
10.109,-6.0503,0.121,0.478,0.03508,0.009992,1.653,0.002587
10.119,-6.0403,0.1172,0.4554,0.03376,0.009558,1.586,0.002554
10.129,-6.0303,0.1138,0.435,0.03252,0.009252,1.528,0.002569
10.139,-6.0203,0.1108,0.415,0.0315,0.009096,1.477,0.00263
10.149,-6.0103,0.1082,0.399,0.03032,0.009066,1.431,0.002732
10.159,-6.0003,0.1058,0.3832,0.02934,0.009164,1.39,0.002874
10.169,-5.9903,0.1032,0.3674,0.02832,0.009384,1.352,0.003044
10.179,-5.9803,0.1008,0.3536,0.0273,0.009666,1.317,0.003236
10.189,-5.9703,0.098,0.34,0.02626,0.010026,1.279,0.003434
10.199,-5.9603,0.095,0.3264,0.0252,0.010398,1.242,0.003636
10.209,-5.9503,0.092,0.3126,0.0241,0.010782,1.205,0.003814
10.219,-5.9403,0.0884,0.299,0.02296,0.01111,1.163,0.003966
10.229,-5.9303,0.08444,0.2852,0.02178,0.01138,1.117,0.00408
10.239,-5.9203,0.0803,0.2694,0.02058,0.01157,1.07,0.00415
10.249,-5.9103,0.07564,0.2554,0.01932,0.011636,1.018,0.004176
10.259,-5.9003,0.07104,0.2396,0.01806,0.011578,0.963,0.004136
10.269,-5.8903,0.06612,0.2242,0.0168,0.011398,0.904,0.004042
10.279,-5.8803,0.06112,0.209,0.01554,0.011076,0.845,0.003894
10.289,-5.8703,0.056,0.1938,0.01428,0.010634,0.785,0.003694
10.299,-5.8603,0.05122,0.179,0.01308,0.010078,0.725,0.003466
10.309,-5.8503,0.04654,0.165,0.01192,0.00945,0.666,0.003202
10.319,-5.8403,0.04218,0.1516,0.01084,0.008754,0.61,0.002916
10.329,-5.8303,0.03814,0.13932,0.00982,0.008016,0.555,0.00262
10.339,-5.8203,0.0344,0.12792,0.0089,0.007258,0.505,0.002326
10.349,-5.8103,0.03096,0.11742,0.00806,0.006502,0.46,0.00204
10.359,-5.8003,0.028,0.10802,0.00734,0.00579,0.418,0.001768
10.369,-5.7903,0.02522,0.09928,0.00666,0.005088,0.379,0.001516
10.379,-5.7803,0.0228,0.09122,0.00606,0.004432,0.343,0.001277
10.389,-5.7703,0.02064,0.084,0.00552,0.003828,0.3119,0.001066
10.399,-5.7603,0.01868,0.07704,0.00502,0.003292,0.2821,0.000879
10.409,-5.7503,0.0169,0.0703,0.00458,0.002806,0.2545,0.000717
10.419,-5.7403,0.01522,0.06382,0.00412,0.002368,0.2286,0.000577
10.429,-5.7303,0.01362,0.05758,0.00371,0.0019838,0.2041,0.0004598
10.439,-5.7203,0.01212,0.05156,0.003308,0.001649,0.1808,0.0003612
10.449,-5.7103,0.01068,0.04558,0.00292,0.0013612,0.1589,0.0002808
10.459,-5.7003,0.00932,0.03986,0.00255,0.0011156,0.1381,0.0002158
10.469,-5.6903,0.00802,0.03438,0.002198,0.0009074,0.1187,0.0001638
10.479,-5.6803,0.00682,0.02938,0.00187,0.0007336,0.1012,0.0001227
10.489,-5.6703,0.00572,0.02484,0.00157,0.0005918,0.0853,9.12e-05
10.499,-5.6603,0.004742,0.02074,0.001304,0.0004772,0.0713,6.67e-05
10.509,-5.6503,0.003888,0.017208,0.00107,0.000387,0.0596,4.84e-05
10.519,-5.6403,0.003164,0.014246,0.00087,0.00031902,0.0499,3.484e-05
10.529,-5.6303,0.002566,0.011854,0.000706,0.00026668,0.04219,2.48e-05
10.539,-5.6203,0.002088,0.010004,0.000576,0.00023162,0.03637,1.751e-05
10.549,-5.6103,0.001722,0.00861,0.000477,0.00020854,0.03215,1.234e-05
10.559,-5.6003,0.001444,0.007622,0.0004018,0.00019478,0.02926,8.71e-06
10.569,-5.5903,0.001246,0.00697,0.0003494,0.00018816,0.02741,6.19e-06
10.579,-5.5803,0.001108,0.006542,0.0003116,0.00018608,0.02654,4.5e-06
10.589,-5.5703,0.001014,0.006268,0.000287,0.00018622,0.02599,3.351e-06
10.599,-5.5603,0.000948,0.006102,0.0002698,0.00018688,0.02569,2.588e-06
10.609,-5.5503,0.000898,0.005952,0.0002564,0.00018676,0.0254,2.088e-06
10.619,-5.5403,0.000856,0.005796,0.0002438,0.00018442,0.02481,1.748e-06
10.629,-5.5303,0.000812,0.00557,0.000233,0.00017962,0.02402,1.511e-06
10.639,-5.5203,0.000764,0.005292,0.0002186,0.00017194,0.0229,1.3315e-06
10.649,-5.5103,0.00071,0.004944,0.00020308,0.00016138,0.02145,1.183e-06
10.659,-5.5003,0.000648,0.004544,0.00018572,0.00014854,0.01971,1.0496e-06
10.669,-5.4903,0.000582,0.004076,0.0001666,0.00013384,0.01774,9.228e-07
10.679,-5.4803,0.0005114,0.003602,0.00014664,0.00011812,0.01565,8.0384e-07
10.689,-5.4703,0.0004414,0.003108,0.00012642,0.00010198,0.01351,6.8711e-07
10.699,-5.4603,0.0003724,0.002616,0.00010672,8.606e-05,0.01142,5.7763e-07
10.709,-5.4503,0.0003072,0.002166,8.816e-05,7.116e-05,0.00943,4.74837e-07
10.719,-5.4403,0.0002484,0.001752,7.116e-05,5.751e-05,0.00763,3.82422e-07
10.729,-5.4303,0.0001964,0.001386,5.636e-05,4.551e-05,0.00602,3.02209e-07
10.739,-5.4203,0.000152,0.0010718,4.352e-05,3.517e-05,0.004675,2.34101e-07
10.749,-5.4103,0.000115,0.0008126,3.306e-05,2.6686e-05,0.003532,1.77248e-07
10.759,-5.4003,8.52e-05,0.0006008,2.4368e-05,1.9776e-05,0.002613,1.31223e-07
10.769,-5.3903,6.16e-05,0.0004358,1.7706e-05,1.4314e-05,0.001895,9.50103e-08
10.779,-5.3803,4.376e-05,0.0003086,1.255e-05,1.0156e-05,0.001343,6.74046e-08
10.789,-5.3703,3.03e-05,0.0002138,8.7e-06,7.034e-06,0.00093,4.66021e-08
10.799,-5.3603,2.054e-05,0.0001452,5.894e-06,4.7782e-06,0.000632,3.1601e-08
10.809,-5.3503,1.364e-05,9.632e-05,3.914e-06,3.165e-06,0.0004181,2.10006e-08
10.819,-5.3403,8.84e-06,6.242e-05,2.544e-06,2.054e-06,0.0002713,1.36208e-08
10.829,-5.3303,5.62e-06,3.978e-05,1.6096e-06,1.3032e-06,0.0001724,8.64155e-09
10.839,-5.3203,3.476e-06,2.472e-05,1.0004e-06,8.088e-07,0.0001072,5.36346e-09
10.849,-5.3103,2.118e-06,1.526e-05,6.07e-07,4.923e-07,6.49e-05,3.26775e-09
10.859,-5.3003,1.26e-06,9.562e-06,3.612e-07,2.9168e-07,3.857e-05,1.9611e-09
10.869,-5.2903,7.36e-07,6.622e-06,2.1022e-07,1.6982e-07,2.246e-05,1.1811e-09
10.879,-5.2803,4.258e-07,5.988e-06,1.2056e-07,9.68e-08,1.276e-05,7.567e-10
10.889,-5.2703,2.528e-07,7.876e-06,6.922e-08,5.419e-08,7.12e-06,6.02e-10
10.899,-5.2603,1.696e-07,1.33744e-05,4.21e-08,3.0396e-08,3.893e-06,6.97e-10
10.909,-5.2503,1.544e-07,2.49114e-05,3.144e-08,1.8074e-08,2.125e-06,1.112e-09
10.919,-5.2403,2.054e-07,4.7314e-05,3.456e-08,1.317e-08,1.214e-06,2.042e-09
10.929,-5.2303,3.446e-07,8.85636e-05,5.326e-08,1.41e-08,8.34e-07,3.86e-09
10.939,-5.2203,6.212e-07,0.000163476,9.51e-08,2.1346e-08,8.4e-07,7.27e-09
10.949,-5.2103,1.1294e-06,0.000296486,1.762e-07,3.7358e-08,1.23e-06,1.349e-08
10.959,-5.2003,2.0336e-06,0.000526856,3.238e-07,6.7764e-08,2.132e-06,2.464e-08
10.969,-5.1903,3.6058e-06,0.000917486,5.904e-07,1.2286e-07,3.866e-06,4.412e-08
10.979,-5.1803,6.258e-06,0.00157254,1.0544e-06,2.1792e-07,6.99e-06,7.76e-08
10.989,-5.1703,1.0664e-05,0.00264424,1.848e-06,3.8256e-07,1.244e-05,1.34e-07
10.999,-5.1603,1.7848e-05,0.00436698,3.19e-06,6.585e-07,2.18e-05,2.274e-07
11.009,-5.1503,2.935e-05,0.00707128,5.384e-06,1.1138e-06,3.744e-05,3.782e-07
11.019,-5.1403,4.74e-05,0.0112379,8.944e-06,1.8458e-06,6.31e-05,6.2e-07
11.029,-5.1303,7.508e-05,0.017588,1.457e-05,3.0092e-06,0.0001044,9.95e-07
11.039,-5.1203,0.00011712,0.0270428,2.326e-05,4.8052e-06,0.0001696,1.572e-06
11.049,-5.1103,0.0001792,0.0408644,3.666e-05,7.532e-06,0.0002704,2.434e-06
11.059,-5.1003,0.0002692,0.0606956,5.68e-05,1.1624e-05,0.0004234,3.712e-06
11.069,-5.0903,0.0003984,0.0887392,8.618e-05,1.7622e-05,0.000652,5.56e-06
11.079,-5.0803,0.000578,0.1274,0.00012842,2.6254e-05,0.000984,8.21e-06
11.089,-5.0703,0.0008252,0.180082,0.0001884,3.8474e-05,0.001461,1.188e-05
11.099,-5.0603,0.0011584,0.250392,0.000271,5.5272e-05,0.002132,1.686e-05
11.109,-5.0503,0.001598,0.342534,0.0003834,7.81e-05,0.00305,2.368e-05
11.119,-5.0403,0.0021708,0.46072,0.0005336,0.00010884,0.00429,3.27e-05
11.129,-5.0303,0.002902,0.610954,0.000731,0.00014918,0.00593,4.452e-05
11.139,-5.0203,0.00381,0.797248,0.00098,0.00020144,0.00808,5.97e-05
11.149,-5.0103,0.004944,1.02561,0.001296,0.00026812,0.01082,7.9e-05
11.159,-5.0003,0.006306,1.29604,0.0016818,0.00035158,0.01423,0.000103
11.169,-4.9903,0.00792,1.61256,0.002148,0.00045598,0.01844,0.000133
11.179,-4.9803,0.009814,1.97516,0.002696,0.0005816,0.02356,0.00017
11.189,-4.9703,0.012006,2.38384,0.003326,0.0007364,0.02956,0.000215
11.199,-4.9603,0.014462,2.82464,0.00405,0.0009188,0.03658,0.0002698
11.209,-4.9503,0.017204,3.3055,0.004844,0.0011348,0.0446,0.000335
11.219,-4.9403,0.02022,3.82646,0.00569,0.001387,0.0538,0.0004136
11.229,-4.9303,0.02348,4.3475,0.006608,0.0016792,0.0639,0.000508
11.239,-4.9203,0.02696,4.8686,0.00754,0.0020156,0.075,0.00062
11.249,-4.9103,0.0307,5.36978,0.008482,0.0023906,0.0871,0.00075
11.259,-4.9003,0.03446,5.851,0.009414,0.002812,0.1003,0.000904
11.269,-4.8903,0.03848,6.31226,0.010318,0.0032958,0.1142,0.001081
11.279,-4.8803,0.04256,6.69356,0.01117,0.0038022,0.1288,0.001287
11.289,-4.8703,0.04688,7.03488,0.011954,0.00437,0.1445,0.00152
11.299,-4.8603,0.05106,7.31624,0.012706,0.004962,0.1613,0.001781
11.309,-4.8503,0.0557,7.53762,0.01338,0.005574,0.1791,0.002076
11.319,-4.8403,0.06022,7.69902,0.01402,0.006208,0.1982,0.002398
11.329,-4.8303,0.06522,7.8204,0.01464,0.006844,0.219,0.002738
11.339,-4.8203,0.07032,7.922,0.01528,0.0075,0.2412,0.00312
11.349,-4.8103,0.07574,7.9836,0.01598,0.008118,0.2659,0.003512
11.359,-4.8003,0.08146,8.0454,0.01672,0.008736,0.2928,0.00393
11.369,-4.7903,0.08754,8.1272,0.01758,0.009314,0.323,0.00436
11.379,-4.7803,0.09394,8.2292,0.01856,0.009854,0.355,0.00481
11.389,-4.7703,0.10068,8.3514,0.01972,0.010372,0.39,0.00528
11.399,-4.7603,0.1078,8.5138,0.02104,0.010832,0.429,0.00575
11.409,-4.7503,0.1148,8.7364,0.02254,0.011292,0.47,0.00623
11.419,-4.7403,0.122,8.9792,0.0242,0.011694,0.512,0.00671
11.429,-4.7303,0.1292,9.2422,0.02598,0.012074,0.557,0.00718
11.439,-4.7203,0.136,9.5454,0.02802,0.012434,0.605,0.00764
11.449,-4.7103,0.1422,9.8286,0.02986,0.012772,0.65,0.00809
11.459,-4.7003,0.1476,10.1318,0.03188,0.013048,0.697,0.0085
11.469,-4.6903,0.1522,10.375,0.0337,0.013298,0.739,0.00886
11.479,-4.6803,0.1554,10.598,0.0353,0.013484,0.779,0.00918
11.489,-4.6703,0.1574,10.7406,0.03686,0.013602,0.813,0.00941
11.499,-4.6603,0.1578,10.8028,0.03798,0.013632,0.838,0.00956
11.509,-4.6503,0.1568,10.7644,0.03862,0.013552,0.857,0.00962
11.519,-4.6403,0.154,10.6454,0.039,0.01336,0.867,0.00955
11.529,-4.6303,0.1496,10.4054,0.0387,0.013038,0.867,0.009387
11.539,-4.6203,0.1436,10.0648,0.0379,0.012584,0.857,0.009088
11.549,-4.6103,0.1364,9.6234,0.03682,0.012002,0.835,0.008693
11.559,-4.6003,0.1278,9.0812,0.03502,0.01131,0.804,0.008182
11.569,-4.5903,0.1184,8.4782,0.03296,0.01053,0.764,0.007596
11.579,-4.5803,0.1082,7.7946,0.0306,0.009666,0.717,0.006954
11.589,-4.5703,0.0976,7.0906,0.02796,0.008738,0.665,0.006259
11.599,-4.5603,0.087,6.366,0.02514,0.00779,0.608,0.005549
11.609,-4.5503,0.0762,5.6414,0.0223,0.006844,0.547,0.004845
11.619,-4.5403,0.066,4.9366,0.0195,0.00594,0.487,0.004148
11.629,-4.5303,0.0564,4.2518,0.01682,0.00506,0.4267,0.003498
11.639,-4.5203,0.04756,3.6274,0.01428,0.004246,0.3693,0.002915
11.649,-4.5103,0.03964,3.0432,0.01196,0.003516,0.3156,0.002378
11.659,-4.5003,0.03244,2.51934,0.00988,0.0028546,0.2676,0.001917
11.669,-4.4903,0.02622,2.05588,0.00806,0.0022984,0.2218,0.0015193
11.679,-4.4803,0.02088,1.65886,0.0065,0.0018122,0.1819,0.0011829
11.689,-4.4703,0.0164,1.32026,0.00516,0.0014094,0.1473,0.0009088
11.699,-4.4603,0.0127,1.03608,0.004034,0.0010792,0.1175,0.0006864
11.709,-4.4503,0.0097,0.80226,0.003122,0.0008134,0.0926,0.000511
11.719,-4.4403,0.0073,0.61278,0.002384,0.000605,0.0719,0.000374
11.729,-4.4303,0.00542,0.4616,0.001796,0.0004414,0.05482,0.000271
11.739,-4.4203,0.00397,0.34266,0.001336,0.0003182,0.04142,0.00019278
11.749,-4.4103,0.002854,0.249946,0.00098,0.00022486,0.03075,0.00013528
11.759,-4.4003,0.002024,0.180798,0.000708,0.00015756,0.02247,9.356e-05
11.769,-4.3903,0.001416,0.12859,0.000506,0.00010834,0.01617,6.382e-05
11.779,-4.3803,0.000976,0.08989,0.0003554,7.336e-05,0.01145,4.286e-05
11.789,-4.3703,0.00066,0.061874,0.0002454,4.896e-05,0.00797,2.8375e-05
11.799,-4.3603,0.00044,0.04192,0.0001672,3.2012e-05,0.005469,1.8508e-05
11.809,-4.3503,0.0002896,0.028012,0.0001122,2.0688e-05,0.003673,1.1897e-05
11.819,-4.3403,0.0001872,0.018359,7.42e-05,1.3122e-05,0.00243,7.522e-06
11.829,-4.3303,0.000119,0.0118494,4.806e-05,8.202e-06,0.001585,4.6925e-06
11.839,-4.3203,7.44e-05,0.0074964,3.06e-05,5.044e-06,0.001014,2.872e-06
11.849,-4.3103,4.576e-05,0.004675,1.918e-05,3.0508e-06,0.0006358,1.7327e-06
11.859,-4.3003,2.76e-05,0.0028614,1.178e-05,1.805e-06,0.000391,1.0276e-06
11.869,-4.2903,1.636e-05,0.00171678,7.12e-06,1.0546e-06,0.0002356,5.983e-07
11.879,-4.2803,9.54e-06,0.0010115,4.21e-06,6.034e-07,0.0001401,3.4235e-07
11.889,-4.2703,5.46e-06,0.00058434,2.454e-06,3.4072e-07,8.16e-05,1.9323e-07
11.899,-4.2603,3.068e-06,0.00033246,1.4e-06,1.8808e-07,4.641e-05,1.0673e-07
11.909,-4.2503,1.69e-06,0.000184962,7.82e-07,1.0214e-07,2.605e-05,5.7959e-08
11.919,-4.2403,9.14e-07,0.000100942,4.298e-07,5.452e-08,1.425e-05,3.0872e-08
11.929,-4.2303,4.86e-07,5.3996e-05,2.308e-07,2.851e-08,7.661e-06,1.611e-08
11.939,-4.2203,2.528e-07,2.8408e-05,1.216e-07,1.4626e-08,4.027e-06,8.261e-09
11.949,-4.2103,1.29e-07,1.45868e-05,6.28e-08,7.36e-09,2.08e-06,4.1481e-09
11.959,-4.2003,6.46e-08,7.3538e-06,3.182e-08,3.6452e-09,1.05e-06,2.0527e-09
11.969,-4.1903,3.17e-08,3.6264e-06,1.574e-08,1.7622e-09,5.197e-07,9.8761e-10
11.979,-4.1803,1.524e-08,1.7568e-06,7.64e-09,8.372e-10,2.519e-07,4.6843e-10
11.989,-4.1703,7.18e-09,8.3206e-07,3.63e-09,3.9086e-10,1.198e-07,2.1704e-10
11.999,-4.1603,3.316e-09,3.8682e-07,1.692e-09,1.7804e-10,5.567e-08,9.8832e-11
12.009,-4.1503,1.5e-09,1.75676e-07,7.7e-10,7.97e-11,2.543e-08,4.3977e-11
12.019,-4.1403,6.64e-10,7.8168e-08,3.436e-10,3.499e-11,1.132e-08,1.92108e-11
12.029,-4.1303,2.888e-10,3.4048e-08,1.502e-10,1.5008e-11,4.95e-09,8.2076e-12
12.039,-4.1203,1.228e-10,1.45454e-08,6.416e-11,6.314e-12,2.113e-09,3.4301e-12
12.049,-4.1103,5.1e-11,6.064e-09,2.688e-11,2.5906e-12,8.83e-10,1.40564e-12
12.059,-4.1003,2.082e-11,2.478e-09,1.102e-11,1.0454e-12,3.622e-10,5.6135e-13
12.069,-4.0903,8.3e-12,9.932e-10,4.422e-12,4.148e-13,1.452e-10,2.20494e-13
12.079,-4.0803,3.21e-12,3.868e-10,1.728e-12,1.5904e-13,5.666e-11,8.4372e-14
12.089,-4.0703,1.218e-12,1.47666e-10,6.62e-13,5.906e-14,2.166e-11,3.16573e-14
12.099,-4.0603,4.482e-13,5.4596e-11,2.45e-13,2.1422e-14,8.01e-12,1.156e-14
12.109,-4.0503,1.648e-13,2.01256e-11,9.04e-14,7.852e-15,2.961e-12,4.2e-15
12.119,-4.0403,5.246e-14,6.5672e-12,3.004e-14,2.15556e-15,9.77e-13,8.66e-16
12.129,-4.0303,1.862e-14,2.31676e-12,1.066e-14,7.5952e-16,3.47e-13,3.06e-16
12.139,-4.0203,0,0,0,0,0,0
12.149,-4.0103,0,0,0,0,0,0
12.159,-4.0003,0,0,0,0,0,0
12.169,-3.9903,0,0,0,0,0,0
12.179,-3.9803,0,0,0,0,0,0
12.189,-3.9703,0,0,0,0,0,0
12.199,-3.9603,0,0,0,0,0,0
12.209,-3.9503,0,0,0,0,0,0
12.219,-3.9403,0,0,0,0,0,0
12.229,-3.9303,0,0,0,0,0,0
12.239,-3.9203,0,0,0,0,0,0
12.249,-3.9103,0,0,0,0,0,0
12.259,-3.9003,0,0,0,0,0,0
12.269,-3.8903,0,0,0,0,0,0
12.279,-3.8803,0,0,0,0,0,0
12.289,-3.8703,0,0,0,0,0,0
12.299,-3.8603,0,0,0,0,0,0
12.309,-3.8503,0,0,0,0,0,0
12.319,-3.8403,0,0,0,0,0,0
12.329,-3.8303,0,0,0,0,0,0
12.339,-3.8203,0,0,0,0,0,0
12.349,-3.8103,0,0,0,0,0,0
12.359,-3.8003,0,0,0,0,0,0
12.369,-3.7903,0,0,0,0,0,0
12.379,-3.7803,0,0,0,0,0,0
12.389,-3.7703,0,0,0,0,0,0
12.399,-3.7603,0,0,0,0,0,0
12.409,-3.7503,0,0,0,0,0,0
12.419,-3.7403,0,0,0,0,0,0
12.429,-3.7303,0,0,0,0,0,0
12.439,-3.7203,0,0,0,0,0,0
12.449,-3.7103,0,0,0,0,0,0
12.459,-3.7003,0,0,0,0,0,0
12.469,-3.6903,0,0,0,0,0,0
12.479,-3.6803,0,0,0,0,0,0
12.489,-3.6703,0,0,0,0,0,0
12.499,-3.6603,0,0,0,0,0,0
12.509,-3.6503,0,0,0,0,0,0
12.519,-3.6403,0,0,0,0,0,0
12.529,-3.6303,0,0,0,0,0,0
12.539,-3.6203,0,0,0,0,0,0
12.549,-3.6103,0,0,0,0,0,0
12.559,-3.6003,0,0,0,0,0,0
12.569,-3.5903,0,0,0,0,0,0
12.579,-3.5803,0,0,0,0,0,0
12.589,-3.5703,0,0,0,0,0,0
12.599,-3.5603,0,0,0,0,0,0
12.609,-3.5503,0,0,0,0,0,0
12.619,-3.5403,0,0,0,0,0,0
12.629,-3.5303,0,0,0,0,0,0
12.639,-3.5203,0,0,0,0,0,0
12.649,-3.5103,0,0,0,0,0,0
12.659,-3.5003,0,0,0,0,0,0
12.669,-3.4903,0,0,0,0,0,0
12.679,-3.4803,0,0,0,0,0,0
12.689,-3.4703,0,0,0,0,0,0
12.699,-3.4603,0,0,0,0,0,0
12.709,-3.4503,0,0,0,0,0,0
12.719,-3.4403,0,0,0,0,0,0
12.729,-3.4303,0,0,0,0,0,0
12.739,-3.4203,0,0,0,0,0,0
12.749,-3.4103,0,0,0,0,0,0
12.759,-3.4003,0,0,0,0,0,0
12.769,-3.3903,0,0,0,0,0,0
12.779,-3.3803,0,0,0,0,0,0
12.789,-3.3703,0,0,0,0,0,0
12.799,-3.3603,0,0,0,0,0,0
12.809,-3.3503,0,0,0,0,0,0
12.819,-3.3403,0,0,0,0,0,0
12.829,-3.3303,0,0,0,0,0,0
12.839,-3.3203,0,0,0,0,0,0
12.849,-3.3103,0,0,0,0,0,0
12.859,-3.3003,0,0,0,0,0,0
12.869,-3.2903,0,0,0,0,0,0
12.879,-3.2803,0,0,0,0,0,0
12.889,-3.2703,0,0,0,0,0,0
12.899,-3.2603,0,0,0,0,0,0
12.909,-3.2503,0,0,0,0,0,0
12.919,-3.2403,0,0,0,0,0,0
12.929,-3.2303,0,0,0,0,0,0
12.939,-3.2203,0,0,0,0,0,0
12.949,-3.2103,0,0,0,0,0,0
12.959,-3.2003,0,0,0,0,0,0
12.969,-3.1903,0,0,0,0,0,0
12.979,-3.1803,0,0,0,0,0,0
12.989,-3.1703,0,0,0,0,0,0
12.999,-3.1603,0,0,0,0,0,0
13.009,-3.1503,0,0,0,0,0,0
13.019,-3.1403,0,0,0,0,0,0
13.029,-3.1303,0,0,0,0,0,0
13.039,-3.1203,0,0,0,0,0,0
13.049,-3.1103,0,0,0,0,0,0
13.059,-3.1003,0,0,0,0,0,0
13.069,-3.0903,0,0,0,0,0,0
13.079,-3.0803,0,0,0,0,0,0
13.089,-3.0703,0,0,0,0,0,0
13.099,-3.0603,0,0,0,0,0,0
13.109,-3.0503,0,0,0,0,0,0
13.119,-3.0403,0,0,0,0,0,0
13.129,-3.0303,0,0,0,0,0,0
13.139,-3.0203,0,0,0,0,0,0
13.149,-3.0103,0,0,0,0,0,0
13.159,-3.0003,0,0,0,0,0,0
13.169,-2.9903,0,0,0,0,0,0
13.179,-2.9803,0,0,0,0,0,0
13.189,-2.9703,0,0,0,0,0,0
13.199,-2.9603,0,0,0,0,0,0
13.209,-2.9503,0,0,0,0,0,0
13.219,-2.9403,0,0,0,0,0,0
13.229,-2.9303,0,0,0,0,0,0
13.239,-2.9203,0,0,0,0,0,0
13.249,-2.9103,0,0,0,0,0,0
13.259,-2.9003,0,0,0,0,0,0
13.269,-2.8903,0,0,0,0,0,0
13.279,-2.8803,0,0,0,0,0,0
13.289,-2.8703,0,0,0,0,0,0
13.299,-2.8603,0,0,0,0,0,0
13.309,-2.8503,0,0,0,0,0,0
13.319,-2.8403,0,0,0,0,0,0
13.329,-2.8303,0,0,0,0,0,0
13.339,-2.8203,0,0,0,0,0,0
13.349,-2.8103,0,0,0,0,0,0
13.359,-2.8003,0,0,0,0,0,0
13.369,-2.7903,0,0,0,0,0,0
13.379,-2.7803,0,0,0,0,0,0
13.389,-2.7703,0,0,0,0,0,0
13.399,-2.7603,0,0,0,0,0,0
13.409,-2.7503,0,0,0,0,0,0
13.419,-2.7403,0,0,0,0,0,0
13.429,-2.7303,0,0,0,0,0,0
13.439,-2.7203,0,0,0,0,0,0
13.449,-2.7103,0,0,0,0,0,0
13.459,-2.7003,0,0,0,0,0,0
13.469,-2.6903,1.14284e-12,6.8e-13,4.112e-15,2.482e-16,1.4977e-13,1.918e-15
13.479,-2.6803,3.2478e-12,1.9306e-12,1.166e-14,7.052e-16,4.2444e-13,5.464e-15
13.489,-2.6703,9.013e-12,5.358e-12,3.238e-14,1.958e-15,1.1815e-12,1.522e-14
13.499,-2.6603,2.4562e-11,1.4584e-11,8.8e-14,5.328e-15,3.2038e-12,4.12e-14
13.509,-2.6503,6.516e-11,3.87e-11,2.338e-13,1.414e-14,8.529e-12,1.096e-13
13.519,-2.6403,1.693e-10,1.008e-10,6.08e-13,3.684e-14,2.2241e-11,2.854e-13
13.529,-2.6303,4.3036e-10,2.558e-10,1.546e-12,9.36e-14,5.652e-11,7.246e-13
13.539,-2.6203,1.0718e-09,6.384e-10,3.86e-12,2.328e-13,1.4039e-10,1.806e-12
13.549,-2.6103,2.5984e-09,1.5524e-09,9.36e-12,5.672e-13,3.4279e-10,4.39e-12
13.559,-2.6003,6.2116e-09,3.696e-09,2.23e-11,1.35e-12,8.142e-10,1.045e-11
13.569,-2.5903,1.4474e-08,8.614e-09,5.2e-11,3.152e-12,1.8957e-09,2.434e-11
13.579,-2.5803,3.2886e-08,1.9612e-08,1.184e-10,7.18e-12,4.3258e-09,5.548e-11
13.589,-2.5703,7.3484e-08,4.372e-08,2.638e-10,1.598e-11,9.631e-09,1.238e-10
13.599,-2.5603,1.6016e-07,9.532e-08,5.74e-10,3.494e-11,2.1017e-08,2.694e-10
13.609,-2.5503,3.4104e-07,2.0332e-07,1.226e-09,7.442e-11,4.4689e-08,5.754e-10
13.619,-2.5403,7.125e-07,4.242e-07,2.56e-09,1.554e-10,9.325e-08,1.2e-09
13.629,-2.5303,1.4534e-06,8.658e-07,5.22e-09,3.176e-10,1.9038e-07,2.45e-09
13.639,-2.5203,2.9028e-06,1.7272e-06,1.042e-08,6.348e-10,3.7955e-07,4.888e-09
