# li3p_mp-736 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 3.252 eV. Gap is the fixed-occ nscf value (0.709 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Li_p,Li_s,P_p,P_s
-1.042,-4.2941,0,0,0,0
-1.032,-4.2841,0,0,0,0
-1.022,-4.2741,0,0,0,0
-1.012,-4.2641,0,0,0,0
-1.002,-4.2541,0,0,0,0
-0.992,-4.2441,0,0,0,0
-0.982,-4.2341,0,0,0,0
-0.972,-4.2241,0,0,0,0
-0.962,-4.2141,0,0,0,0
-0.952,-4.2041,0,0,0,0
-0.942,-4.1941,0,0,0,0
-0.932,-4.1841,0,0,0,0
-0.922,-4.1741,0,0,0,0
-0.912,-4.1641,0,0,0,0
-0.902,-4.1541,0,0,0,0
-0.892,-4.1441,0,0,0,0
-0.882,-4.1341,0,0,0,0
-0.872,-4.1241,0,0,0,0
-0.862,-4.1141,0,0,0,0
-0.852,-4.1041,0,0,0,0
-0.842,-4.0941,0,0,0,0
-0.832,-4.0841,0,0,0,0
-0.822,-4.0741,0,0,0,0
-0.812,-4.0641,0,0,0,0
-0.802,-4.0541,0,0,0,0
-0.792,-4.0441,0,0,0,0
-0.782,-4.0341,0,0,0,0
-0.772,-4.0241,0,0,0,0
-0.762,-4.0141,0,0,0,0
-0.752,-4.0041,0,0,0,0
-0.742,-3.9941,0,0,0,0
-0.732,-3.9841,0,0,0,0
-0.722,-3.9741,0,0,0,0
-0.712,-3.9641,0,0,0,0
-0.702,-3.9541,0,0,0,0
-0.692,-3.9441,0,0,0,0
-0.682,-3.9341,0,0,0,0
-0.672,-3.9241,0,0,0,0
-0.662,-3.9141,0,0,0,0
-0.652,-3.9041,0,0,0,0
-0.642,-3.8941,0,0,0,0
-0.632,-3.8841,0,0,0,0
-0.622,-3.8741,0,0,0,0
-0.612,-3.8641,0,0,0,0
-0.602,-3.8541,0,0,0,0
-0.592,-3.8441,0,0,0,0
-0.582,-3.8341,0,0,0,0
-0.572,-3.8241,0,0,0,0
-0.562,-3.8141,0,0,0,0
-0.552,-3.8041,0,0,0,0
-0.542,-3.7941,3.04e-13,1.3232e-13,2.8e-13,3.89e-29
-0.532,-3.7841,8.676e-13,3.772e-13,7.98e-13,1.109e-28
-0.522,-3.7741,2.42e-12,1.0536e-12,2.22e-12,3.1e-28
-0.512,-3.7641,6.608e-12,2.872e-12,6.08e-12,8.46e-28
-0.502,-3.7541,1.764e-11,7.656e-12,1.622e-11,2.254e-27
-0.492,-3.7441,4.604e-11,2.0064e-11,4.24e-11,5.9e-27
-0.482,-3.7341,1.176e-10,5.104e-11,1.082e-10,1.506e-26
-0.472,-3.7241,2.94e-10,1.28e-10,2.7e-10,3.77e-26
-0.462,-3.7141,7.196e-10,3.128e-10,6.62e-10,9.21e-26
-0.452,-3.7041,1.718e-09,7.464e-10,1.582e-09,2.204e-25
-0.442,-3.6941,4.016e-09,1.7512e-09,3.7e-09,5.15e-25
-0.432,-3.6841,9.204e-09,4.004e-09,8.46e-09,1.178e-24
-0.422,-3.6741,2.062e-08,8.952e-09,1.894e-08,2.636e-24
-0.412,-3.6641,4.508e-08,1.9632e-08,4.14e-08,5.78e-24
-0.402,-3.6541,9.664e-08,4.204e-08,8.88e-08,1.236e-23
-0.392,-3.6441,2.024e-07,8.808e-08,1.862e-07,2.59e-23
-0.382,-3.6341,4.144e-07,1.8048e-07,3.82e-07,5.31e-23
-0.372,-3.6241,8.316e-07,3.62e-07,7.64e-07,1.065e-22
-0.362,-3.6141,1.632e-06,7.076e-07,1.5e-06,2.085e-22
-0.352,-3.6041,3.126e-06,1.3616e-06,2.88e-06,4e-22
-0.342,-3.5941,5.88e-06,2.556e-06,5.4e-06,7.52e-22
-0.332,-3.5841,1.076e-05,4.688e-06,9.92e-06,1.379e-21
-0.322,-3.5741,1.932e-05,8.42e-06,1.78e-05,2.48e-21
-0.312,-3.5641,3.392e-05,1.4776e-05,3.12e-05,4.35e-21
-0.302,-3.5541,5.848e-05,2.54e-05,5.36e-05,7.47e-21
-0.292,-3.5441,9.804e-05,4.268e-05,9.02e-05,1.256e-20
-0.282,-3.5341,0.0001614,7.024e-05,0.0001484,1.31e-14
-0.272,-3.5241,0.0002594,0.00011304,0.000238,3.76e-14
-0.262,-3.5141,0.000408,0.00017756,0.000376,1.434e-13
-0.252,-3.5041,0.000628,0.0002732,0.000578,3.96e-13
-0.242,-3.4941,0.0009464,0.0004116,0.00087,1.074e-12
-0.232,-3.4841,0.001396,0.0006064,0.001282,2.88e-12
-0.222,-3.4741,0.00201,0.0008756,0.001848,7.46e-12
-0.212,-3.4641,0.002834,0.001232,0.0026,1.894e-11
-0.202,-3.4541,0.003912,0.0016992,0.0036,4.7e-11
-0.192,-3.4441,0.005292,0.0022956,0.00486,1.144e-10
-0.182,-3.4341,0.00698,0.00303601,0.00642,2.72e-10
-0.172,-3.4241,0.009052,0.00393601,0.00832,6.34e-10
-0.162,-3.4141,0.0115,0.00500003,0.01056,1.444e-09
-0.152,-3.4041,0.0143,0.00620806,0.01314,3.22e-09
-0.142,-3.3941,0.01744,0.00755613,0.01606,7.04e-09
-0.132,-3.3841,0.02092,0.00904829,0.01924,1.502e-08
-0.122,-3.3741,0.02464,0.0106806,0.0226,3.14e-08
-0.112,-3.3641,0.02864,0.0123652,0.0264,6.42e-08
-0.102,-3.3541,0.03286,0.0141464,0.0302,1.288e-07
-0.092,-3.3441,0.03724,0.0159808,0.0344,2.52e-07
-0.082,-3.3341,0.04212,0.0179532,0.0388,4.84e-07
-0.072,-3.3241,0.0472,0.0200772,0.0436,9.1e-07
-0.062,-3.3141,0.05308,0.0223996,0.049,1.674e-06
-0.052,-3.3041,0.0598,0.0250567,0.0554,3.02e-06
-0.042,-3.2941,0.06776,0.0281401,0.0626,5.32e-06
-0.032,-3.2841,0.07704,0.031773,0.0714,9.18e-06
-0.022,-3.2741,0.08804,0.036132,0.0818,1.552e-05
-0.012,-3.2641,0.101,0.0411634,0.094,2.56e-05
-0.002,-3.2541,0.116,0.046985,0.1084,4.16e-05
0.008,-3.2441,0.1332,0.053648,0.1246,6.6e-05
0.018,-3.2341,0.1522,0.061106,0.143,0.0001026
0.028,-3.2241,0.1728,0.069326,0.1634,0.0001562
0.038,-3.2141,0.1952,0.078036,0.1856,0.000232
0.048,-3.2041,0.219,0.087734,0.21,0.00034
0.058,-3.1941,0.2444,0.097854,0.236,0.000486
0.068,-3.1841,0.2716,0.10888,0.266,0.000682
0.078,-3.1741,0.3008,0.12106,0.298,0.000936
0.088,-3.1641,0.333,0.13416,0.336,0.001258
0.098,-3.1541,0.3688,0.14942,0.378,0.001658
0.108,-3.1441,0.4094,0.16666,0.428,0.00214
0.118,-3.1341,0.4556,0.18692,0.484,0.00272
0.128,-3.1241,0.5082,0.20972,0.548,0.00336
0.138,-3.1141,0.5674,0.2358,0.622,0.00408
0.148,-3.1041,0.6302,0.26456,0.704,0.00486
0.158,-3.0941,0.7012,0.2956,0.79,0.00568
0.168,-3.0841,0.774,0.32816,0.882,0.0065
0.178,-3.0741,0.846,0.3612,0.972,0.0073
0.188,-3.0641,0.916,0.39316,1.06,0.00802
0.198,-3.0541,0.98,0.4218,1.138,0.00866
0.208,-3.0441,1.03,0.4464,1.206,0.00914
0.218,-3.0341,1.072,0.4646,1.256,0.00948
0.228,-3.0241,1.094,0.4764,1.286,0.00966
0.238,-3.0141,1.1,0.4802,1.296,0.00964
0.248,-3.0041,1.088,0.4756,1.284,0.00948
0.258,-2.9941,1.06,0.4638,1.252,0.00914
0.268,-2.9841,1.022,0.4454,1.204,0.00872
0.278,-2.9741,0.968,0.4218,1.14,0.00822
0.288,-2.9641,0.91,0.39456,1.07,0.0077
0.298,-2.9541,0.848,0.36624,0.994,0.00724
0.308,-2.9441,0.792,0.338,0.922,0.00688
0.318,-2.9341,0.74,0.31232,0.858,0.0067
0.328,-2.9241,0.7,0.29074,0.808,0.00676
0.338,-2.9141,0.676,0.2753,0.774,0.00714
0.348,-2.9041,0.664,0.26716,0.762,0.0079
0.358,-2.8941,0.676,0.26694,0.776,0.00908
0.368,-2.8841,0.704,0.2766,0.818,0.0108
0.378,-2.8741,0.76,0.29618,0.89,0.01308
0.388,-2.8641,0.836,0.32662,0.994,0.016
0.398,-2.8541,0.938,0.3679,1.134,0.01962
0.408,-2.8441,1.064,0.4208,1.308,0.024
0.418,-2.8341,1.218,0.4852,1.516,0.029
0.428,-2.8241,1.394,0.5592,1.754,0.035
0.438,-2.8141,1.588,0.6432,2.02,0.0416
0.448,-2.8041,1.796,0.7328,2.32,0.0486
0.458,-2.7941,2.012,0.8294,2.62,0.0562
0.468,-2.7841,2.228,0.9216,2.92,0.064
0.478,-2.7741,2.438,1.0164,3.2,0.0718
0.488,-2.7641,2.63,1.1004,3.48,0.0792
0.498,-2.7541,2.79,1.1702,3.7,0.0858
0.508,-2.7441,2.92,1.226,3.88,0.0916
0.518,-2.7341,3,1.2672,4,0.096
0.528,-2.7241,3.036,1.2792,4.06,0.099
0.538,-2.7141,3.022,1.276,4.04,0.1004
0.548,-2.7041,2.96,1.254,3.98,0.1004
0.558,-2.6941,2.858,1.2072,3.84,0.099
0.568,-2.6841,2.718,1.1506,3.66,0.0968
0.578,-2.6741,2.558,1.0842,3.46,0.0938
0.588,-2.6641,2.384,1.009,3.24,0.0908
0.598,-2.6541,2.204,0.9338,3,0.088
0.608,-2.6441,2.038,0.8644,2.8,0.086
0.618,-2.6341,1.884,0.8058,2.6,0.085
0.628,-2.6241,1.754,0.7594,2.46,0.0856
0.638,-2.6141,1.654,0.7216,2.34,0.0874
0.648,-2.6041,1.58,0.701,2.26,0.0908
0.658,-2.5941,1.532,0.6886,2.22,0.0952
0.668,-2.5841,1.504,0.689,2.22,0.1004
0.678,-2.5741,1.494,0.6966,2.24,0.106
0.688,-2.5641,1.492,0.706,2.26,0.1112
0.698,-2.5541,1.494,0.7164,2.3,0.1156
0.708,-2.5441,1.488,0.7226,2.32,0.1186
0.718,-2.5341,1.474,0.7236,2.32,0.12
0.728,-2.5241,1.452,0.7146,2.3,0.1196
0.738,-2.5141,1.41,0.6998,2.24,0.117
0.748,-2.5041,1.358,0.6742,2.18,0.1126
0.758,-2.4941,1.294,0.6422,2.08,0.1066
0.768,-2.4841,1.228,0.60858,1.988,0.0994
0.778,-2.4741,1.16,0.56706,1.882,0.0912
0.788,-2.4641,1.096,0.52676,1.778,0.0826
0.798,-2.4541,1.04,0.48852,1.688,0.0742
0.808,-2.4441,1.002,0.45478,1.616,0.0664
0.818,-2.4341,0.986,0.42732,1.57,0.0594
0.828,-2.4241,0.986,0.40762,1.55,0.0534
0.838,-2.4141,1.008,0.39512,1.56,0.0486
0.848,-2.4041,1.046,0.39074,1.598,0.0452
0.858,-2.3941,1.102,0.39282,1.658,0.0432
0.868,-2.3841,1.17,0.40054,1.738,0.0422
0.878,-2.3741,1.244,0.41268,1.826,0.0424
0.888,-2.3641,1.314,0.42674,1.918,0.0436
0.898,-2.3541,1.38,0.44116,2,0.0454
0.908,-2.3441,1.434,0.45452,2.08,0.0478
0.918,-2.3341,1.47,0.4654,2.14,0.0508
0.928,-2.3241,1.49,0.473,2.16,0.054
0.938,-2.3141,1.486,0.4764,2.18,0.0572
0.948,-2.3041,1.466,0.47504,2.16,0.0604
0.958,-2.2941,1.422,0.46948,2.12,0.0634
0.968,-2.2841,1.362,0.45956,2.06,0.0662
0.978,-2.2741,1.29,0.44632,1.97,0.0686
0.988,-2.2641,1.206,0.42944,1.872,0.0704
0.998,-2.2541,1.12,0.40996,1.764,0.0716
1.008,-2.2441,1.03,0.3887,1.648,0.072
1.018,-2.2341,0.94,0.36658,1.53,0.0714
1.028,-2.2241,0.856,0.34286,1.412,0.0702
1.038,-2.2141,0.776,0.31924,1.298,0.068
1.048,-2.2041,0.702,0.29518,1.192,0.0648
1.058,-2.1941,0.64,0.27172,1.092,0.061
1.068,-2.1841,0.5852,0.24888,1,0.0564
1.078,-2.1741,0.5398,0.22694,0.92,0.0514
1.088,-2.1641,0.5024,0.2062,0.85,0.0462
1.098,-2.1541,0.4738,0.18736,0.79,0.0406
1.108,-2.1441,0.4524,0.16974,0.742,0.0352
1.118,-2.1341,0.438,0.1536,0.702,0.03
1.128,-2.1241,0.4286,0.13946,0.674,0.0252
1.138,-2.1141,0.424,0.12714,0.652,0.021
1.148,-2.1041,0.4222,0.11636,0.636,0.01738
1.158,-2.0941,0.4226,0.10776,0.626,0.01448
1.168,-2.0841,0.424,0.10048,0.62,0.01236
1.178,-2.0741,0.426,0.0946,0.618,0.01108
1.188,-2.0641,0.428,0.09052,0.62,0.01062
1.198,-2.0541,0.4302,0.08866,0.626,0.01106
1.208,-2.0441,0.4334,0.08824,0.636,0.01238
1.218,-2.0341,0.439,0.09052,0.654,0.0146
1.228,-2.0241,0.4476,0.09506,0.682,0.0177
1.238,-2.0141,0.4612,0.10256,0.718,0.0216
1.248,-2.0041,0.4814,0.11236,0.77,0.0264
1.258,-1.9941,0.5094,0.12566,0.836,0.0318
1.268,-1.9841,0.5466,0.14164,0.918,0.0378
1.278,-1.9741,0.5944,0.15952,1.016,0.044
1.288,-1.9641,0.65,0.18026,1.134,0.0502
1.298,-1.9541,0.718,0.20262,1.266,0.0564
1.308,-1.9441,0.798,0.22646,1.414,0.062
1.318,-1.9341,0.89,0.25144,1.58,0.067
1.328,-1.9241,0.988,0.27674,1.758,0.071
1.338,-1.9141,1.096,0.30238,1.95,0.0742
1.348,-1.9041,1.212,0.32828,2.16,0.0762
1.358,-1.8941,1.342,0.35388,2.38,0.0774
1.368,-1.8841,1.472,0.37968,2.6,0.0776
1.378,-1.8741,1.612,0.40532,2.84,0.0772
1.388,-1.8641,1.752,0.43044,3.1,0.0766
1.398,-1.8541,1.896,0.4554,3.34,0.0756
1.408,-1.8441,2.036,0.4796,3.6,0.0748
1.418,-1.8341,2.166,0.50176,3.84,0.0744
1.428,-1.8241,2.292,0.5222,4.06,0.0742
1.438,-1.8141,2.398,0.5398,4.26,0.0744
1.448,-1.8041,2.486,0.55348,4.42,0.075
1.458,-1.7941,2.554,0.5628,4.56,0.076
1.468,-1.7841,2.602,0.56748,4.66,0.0772
1.478,-1.7741,2.632,0.56688,4.72,0.0784
1.488,-1.7641,2.636,0.56164,4.74,0.0794
1.498,-1.7541,2.626,0.5522,4.74,0.0804
1.508,-1.7441,2.6,0.53924,4.7,0.0812
1.518,-1.7341,2.562,0.52356,4.66,0.0818
1.528,-1.7241,2.516,0.50588,4.58,0.082
1.538,-1.7141,2.464,0.48732,4.5,0.0822
1.548,-1.7041,2.406,0.4689,4.4,0.0824
1.558,-1.6941,2.344,0.45096,4.3,0.0826
1.568,-1.6841,2.276,0.4339,4.18,0.083
1.578,-1.6741,2.204,0.41812,4.06,0.0834
1.588,-1.6641,2.124,0.40288,3.92,0.084
1.598,-1.6541,2.04,0.3887,3.78,0.0844
1.608,-1.6441,1.944,0.37494,3.64,0.0848
1.618,-1.6341,1.85,0.36106,3.48,0.085
1.628,-1.6241,1.75,0.34656,3.32,0.0846
1.638,-1.6141,1.648,0.33126,3.16,0.0834
1.648,-1.6041,1.55,0.31516,3,0.0816
1.658,-1.5941,1.462,0.2985,2.84,0.0788
1.668,-1.5841,1.386,0.28108,2.72,0.0752
1.678,-1.5741,1.322,0.2635,2.62,0.0708
1.688,-1.5641,1.278,0.24648,2.54,0.0656
1.698,-1.5541,1.25,0.23004,2.5,0.06
1.708,-1.5441,1.244,0.21518,2.48,0.054
1.718,-1.5341,1.252,0.20194,2.5,0.048
1.728,-1.5241,1.276,0.19114,2.56,0.0422
1.738,-1.5141,1.312,0.18236,2.62,0.0366
1.748,-1.5041,1.352,0.176,2.7,0.0316
1.758,-1.4941,1.392,0.17142,2.78,0.027
1.768,-1.4841,1.428,0.16816,2.84,0.0232
1.778,-1.4741,1.452,0.16616,2.9,0.01976
1.788,-1.4641,1.468,0.16502,2.94,0.01692
1.798,-1.4541,1.468,0.16404,2.94,0.01456
1.808,-1.4441,1.454,0.16262,2.92,0.0126
1.818,-1.4341,1.426,0.16152,2.88,0.01096
1.828,-1.4241,1.388,0.15958,2.82,0.0096
1.838,-1.4141,1.338,0.15802,2.74,0.00848
1.848,-1.4041,1.29,0.15578,2.66,0.00752
1.858,-1.3941,1.238,0.15398,2.6,0.00674
1.868,-1.3841,1.198,0.1526,2.54,0.00612
1.878,-1.3741,1.164,0.1521,2.52,0.00566
1.888,-1.3641,1.152,0.15226,2.52,0.00532
1.898,-1.3541,1.15,0.15396,2.54,0.00514
1.908,-1.3441,1.17,0.15616,2.62,0.00508
1.918,-1.3341,1.208,0.15986,2.74,0.00518
1.928,-1.3241,1.264,0.16428,2.88,0.00538
1.938,-1.3141,1.34,0.16934,3.08,0.0057
1.948,-1.3041,1.434,0.17488,3.3,0.00614
1.958,-1.2941,1.536,0.18098,3.56,0.00666
1.968,-1.2841,1.65,0.18622,3.84,0.00728
1.978,-1.2741,1.77,0.19202,4.12,0.008
1.988,-1.2641,1.898,0.1967,4.44,0.00884
1.998,-1.2541,2.024,0.20066,4.76,0.00978
2.008,-1.2441,2.152,0.2043,5.08,0.01086
2.018,-1.2341,2.272,0.20684,5.38,0.01204
2.028,-1.2241,2.39,0.2093,5.68,0.01334
2.038,-1.2141,2.498,0.21044,5.96,0.01474
2.048,-1.2041,2.592,0.21132,6.22,0.01622
2.058,-1.1941,2.67,0.21154,6.44,0.01772
2.068,-1.1841,2.73,0.21068,6.62,0.01918
2.078,-1.1741,2.774,0.20904,6.76,0.0206
2.088,-1.1641,2.788,0.20632,6.82,0.0218
2.098,-1.1541,2.782,0.20258,6.84,0.0228
2.108,-1.1441,2.75,0.19782,6.78,0.0236
2.118,-1.1341,2.694,0.19206,6.68,0.0242
2.128,-1.1241,2.616,0.18526,6.5,0.0244
2.138,-1.1141,2.52,0.17748,6.28,0.0244
2.148,-1.1041,2.404,0.1691,6.02,0.0242
2.158,-1.0941,2.282,0.16034,5.74,0.0236
2.168,-1.0841,2.148,0.15226,5.44,0.0232
2.178,-1.0741,2.012,0.14442,5.12,0.0226
2.188,-1.0641,1.878,0.13726,4.8,0.022
2.198,-1.0541,1.744,0.13142,4.52,0.0214
2.208,-1.0441,1.622,0.12704,4.24,0.0208
2.218,-1.0341,1.51,0.12374,3.98,0.0206
2.228,-1.0241,1.406,0.12192,3.76,0.0202
2.238,-1.0141,1.312,0.12052,3.56,0.01992
2.248,-1.0041,1.226,0.12014,3.38,0.01964
2.258,-0.9941,1.148,0.11932,3.22,0.0193
2.268,-0.9841,1.078,0.11868,3.06,0.01884
2.278,-0.9741,1.012,0.11758,2.92,0.01824
2.288,-0.9641,0.948,0.115,2.78,0.01746
2.298,-0.9541,0.886,0.111944,2.64,0.01652
2.308,-0.9441,0.832,0.107532,2.52,0.0154
2.318,-0.9341,0.782,0.102248,2.38,0.01414
2.328,-0.9241,0.738,0.09598,2.28,0.01282
2.338,-0.9141,0.704,0.089284,2.18,0.01144
2.348,-0.9041,0.676,0.082308,2.12,0.0101
2.358,-0.8941,0.662,0.075328,2.08,0.00886
2.368,-0.8841,0.66,0.068676,2.08,0.00774
2.378,-0.8741,0.67,0.062916,2.1,0.00684
2.388,-0.8641,0.692,0.05792,2.16,0.00616
2.398,-0.8541,0.72,0.053868,2.26,0.00574
2.408,-0.8441,0.758,0.05098,2.38,0.00564
2.418,-0.8341,0.802,0.049072,2.52,0.00588
2.428,-0.8241,0.846,0.048368,2.68,0.00646
2.438,-0.8141,0.89,0.048656,2.82,0.0074
2.448,-0.8041,0.93,0.049636,2.96,0.00876
2.458,-0.7941,0.956,0.0517,3.08,0.01048
2.468,-0.7841,0.978,0.054612,3.18,0.0126
2.478,-0.7741,0.99,0.058116,3.24,0.01506
2.488,-0.7641,0.994,0.062156,3.3,0.01784
2.498,-0.7541,0.99,0.066624,3.32,0.0208
2.508,-0.7441,0.974,0.071172,3.34,0.024
2.518,-0.7341,0.956,0.07596,3.32,0.0272
2.528,-0.7241,0.932,0.080576,3.3,0.0302
2.538,-0.7141,0.904,0.084516,3.26,0.0328
2.548,-0.7041,0.878,0.087956,3.22,0.0352
2.558,-0.6941,0.852,0.090228,3.18,0.037
2.568,-0.6841,0.822,0.091188,3.12,0.038
2.578,-0.6741,0.79,0.091212,3.06,0.0384
2.588,-0.6641,0.76,0.08982,2.98,0.0382
2.598,-0.6541,0.73,0.087096,2.88,0.037
2.608,-0.6441,0.7,0.08324,2.8,0.0354
2.618,-0.6341,0.668,0.0786,2.68,0.033
2.628,-0.6241,0.6336,0.07314,2.58,0.0304
2.638,-0.6141,0.5992,0.067328,2.46,0.0274
2.648,-0.6041,0.564,0.061202,2.32,0.0242
2.658,-0.5941,0.5288,0.055038,2.2,0.021
2.668,-0.5841,0.494,0.04901,2.06,0.01784
2.678,-0.5741,0.4576,0.043368,1.926,0.01494
2.688,-0.5641,0.422,0.03807,1.79,0.0123
2.698,-0.5541,0.3882,0.033284,1.654,0.00998
2.708,-0.5441,0.3544,0.02885,1.52,0.00796
2.718,-0.5341,0.3218,0.0248664,1.388,0.00626
2.728,-0.5241,0.2912,0.0212672,1.262,0.00486
2.738,-0.5141,0.262,0.0180364,1.142,0.00374
2.748,-0.5041,0.235,0.0151524,1.032,0.00284
2.758,-0.4941,0.211,0.0126024,0.932,0.00214
2.768,-0.4841,0.1904,0.0103536,0.844,0.001588
2.778,-0.4741,0.1732,0.0083832,0.774,0.001174
2.788,-0.4641,0.1596,0.0066868,0.72,0.00086
2.798,-0.4541,0.151,0.00525664,0.688,0.000626
2.808,-0.4441,0.1464,0.00405408,0.674,0.00045
2.818,-0.4341,0.146,0.00308012,0.68,0.000322
2.828,-0.4241,0.1496,0.00228364,0.704,0.000228
2.838,-0.4141,0.1564,0.00167232,0.744,0.0001584
2.848,-0.4041,0.1662,0.0011972,0.796,0.0001092
2.858,-0.3941,0.178,0.000838652,0.858,7.42e-05
2.868,-0.3841,0.1904,0.000576804,0.924,4.96e-05
2.878,-0.3741,0.2028,0.000388544,0.988,3.28e-05
2.888,-0.3641,0.2136,0.0002556,1.046,2.12e-05
2.898,-0.3541,0.2228,0.000164784,1.094,1.348e-05
2.908,-0.3441,0.2286,0.000104064,1.126,8.4e-06
2.918,-0.3341,0.2308,6.42636e-05,1.142,5.14e-06
2.928,-0.3241,0.2296,3.87796e-05,1.138,3.08e-06
2.938,-0.3141,0.224,2.30252e-05,1.114,1.816e-06
2.948,-0.3041,0.215,1.32908e-05,1.076,1.046e-06
2.958,-0.2941,0.2032,7.52228e-06,1.022,5.9e-07
2.968,-0.2841,0.1892,4.16732e-06,0.958,3.26e-07
2.978,-0.2741,0.1734,2.25456e-06,0.89,1.76e-07
2.988,-0.2641,0.158,1.19764e-06,0.822,9.32e-08
2.998,-0.2541,0.1434,6.19984e-07,0.76,4.82e-08
3.008,-0.2441,0.1298,3.15244e-07,0.704,2.44e-08
3.018,-0.2341,0.1182,1.56316e-07,0.662,1.214e-08
3.028,-0.2241,0.1092,7.58776e-08,0.632,5.9e-09
3.038,-0.2141,0.10236,3.6006e-08,0.616,2.8e-09
3.048,-0.2041,0.0982,1.67576e-08,0.612,1.31e-09
3.058,-0.1941,0.09596,7.60824e-09,0.618,6.02e-10
3.068,-0.1841,0.09544,3.38692e-09,0.634,2.76e-10
3.078,-0.1741,0.09592,1.47816e-09,0.652,1.276e-10
3.088,-0.1641,0.09696,6.34322e-10,0.672,6.2e-11
3.098,-0.1541,0.09776,2.68094e-10,0.688,3.38e-11
3.108,-0.1441,0.09836,1.1346e-10,0.7,2.16e-11
3.118,-0.1341,0.098,4.93459e-11,0.704,1.628e-11
3.128,-0.1241,0.09672,2.32131e-11,0.698,1.37e-11
3.138,-0.1141,0.09404,1.26071e-11,0.686,1.218e-11
3.148,-0.1041,0.09052,8.1754e-12,0.664,1.098e-11
3.158,-0.0941,0.08572,6.1434e-12,0.634,9.87e-12
3.168,-0.0841,0.08028,5.0001e-12,0.598,8.77e-12
3.178,-0.0741,0.07424,4.2108e-12,0.558,7.68e-12
3.188,-0.0641,0.06788,3.5258e-12,0.514,6.63e-12
3.198,-0.0541,0.0616,2.9838e-12,0.47,5.64e-12
3.208,-0.0441,0.05536,2.486e-12,0.428,4.74e-12
3.218,-0.0341,0.04936,2.046e-12,0.386,3.94e-12
3.228,-0.0241,0.04388,1.66317e-12,0.348,3.24e-12
3.238,-0.0141,0.03872,1.34196e-12,0.312,2.66e-12
3.248,-0.0041,0.03396,1.07598e-12,0.278,2.18e-12
3.258,0.0059,0.0298,8.5927e-13,0.248,1.77e-12
3.268,0.0159,0.025984,6.8377e-13,0.218,1.442e-12
3.278,0.0259,0.022612,5.45e-13,0.1922,1.177e-12
3.288,0.0359,0.0195,4.3521e-13,0.1676,9.61e-13
3.298,0.0459,0.01668,3.4666e-13,0.1446,7.85e-13
3.308,0.0559,0.014116,2.76966e-13,0.1234,6.4e-13
3.318,0.0659,0.011824,2.206e-13,0.104,5.19e-13
3.328,0.0759,0.009752,1.74948e-13,0.0864,4.18e-13
3.338,0.0859,0.00794,1.37767e-13,0.0706,3.34e-13
3.348,0.0959,0.0063356,1.0754e-13,0.0566,2.64e-13
3.358,0.1059,0.0049872,8.2907e-14,0.0446,2.05e-13
3.368,0.1159,0.0038468,6.3075e-14,0.0346,1.572e-13
3.378,0.1259,0.0029076,4.7277e-14,0.0262,1.185e-13
3.388,0.1359,0.002164,3.4834e-14,0.01952,8.77e-14
3.398,0.1459,0.0015764,2.52331e-14,0.01422,6.36e-14
3.408,0.1559,0.001126,1.78713e-14,0.01016,4.53e-14
3.418,0.1659,0.00078584,1.24495e-14,0.0071,3.16e-14
3.428,0.1759,0.0005366,8.4822e-15,0.00486,2.16e-14
3.438,0.1859,0.00035884,5.66631e-15,0.00326,1.444e-14
3.448,0.1959,0.00023556,3.71552e-15,0.00214,9.45e-15
3.458,0.2059,0.00015124,2.37914e-15,0.001368,6.06e-15
3.468,0.2159,9.476e-05,1.49099e-15,0.000858,3.8e-15
3.478,0.2259,5.8288e-05,9.14772e-16,0.000528,2.34e-15
3.488,0.2359,3.4964e-05,5.48743e-16,0.000316,1.403e-15
3.498,0.2459,2.056e-05,3.23355e-16,0.0001862,8.25e-16
3.508,0.2559,1.1816e-05,1.85533e-16,0.000107,4.74e-16
3.518,0.2659,6.6564e-06,1.04326e-16,6.02e-05,2.66e-16
3.528,0.2759,3.6608e-06,5.74273e-17,3.32e-05,1.468e-16
3.538,0.2859,1.9716e-06,3.08802e-17,1.784e-05,7.9e-17
3.548,0.2959,1.03772e-06,1.62862e-17,9.4e-06,4.16e-17
3.558,0.3059,5.3444e-07,8.38528e-18,4.84e-06,2.14e-17
3.568,0.3159,2.7028e-07,4.23355e-18,2.44e-06,1.081e-17
3.578,0.3259,1.3288e-07,2.08483e-18,1.204e-06,5.33e-18
3.588,0.3359,6.404e-08,1.00472e-18,5.8e-07,2.57e-18
3.598,0.3459,3.0152e-08,4.73948e-19,2.74e-07,1.211e-18
3.608,0.3559,1.3952e-08,2.18897e-19,1.264e-07,5.59e-19
3.618,0.3659,6.2996e-09,9.8713e-20,5.7e-08,2.52e-19
3.628,0.3759,2.7856e-09,4.35748e-20,2.52e-08,1.115e-19
3.638,0.3859,1.2016e-09,1.8833e-20,1.088e-08,4.81e-20
3.648,0.3959,5.0728e-10,7.96068e-21,4.6e-09,2.04e-20
3.658,0.4059,2.0996e-10,3.29358e-21,1.9e-09,8.41e-21
3.668,0.4159,8.4824e-11,1.3299e-21,7.68e-10,3.4e-21
3.678,0.4259,3.3476e-11,5.25577e-22,3.04e-10,1.344e-21
3.688,0.4359,1.7508e-11,7.588e-15,1.178e-10,5.2e-22
