# li2s_mp-1153 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 2.243 eV. Gap is the fixed-occ nscf value (3.438 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Li_p,Li_s,S_p,S_s
0.5,-1.7434,0.1468,0.03984,0.464,0.00227
0.51,-1.7334,0.158,0.0403,0.494,0.00312
0.52,-1.7234,0.172,0.0429,0.539,0.00426
0.53,-1.7134,0.1884,0.04808,0.6,0.00573
0.54,-1.7034,0.206,0.05582,0.676,0.00758
0.55,-1.6934,0.228,0.06614,0.768,0.00984
0.56,-1.6834,0.25,0.07882,0.874,0.0125
0.57,-1.6734,0.276,0.09386,0.995,0.0156
0.58,-1.6634,0.302,0.11082,1.13,0.0191
0.59,-1.6534,0.328,0.1291,1.27,0.023
0.6,-1.6434,0.358,0.14822,1.42,0.027
0.61,-1.6334,0.386,0.16756,1.57,0.031
0.62,-1.6234,0.414,0.18584,1.72,0.035
0.63,-1.6134,0.44,0.2028,1.85,0.0387
0.64,-1.6034,0.464,0.21722,1.98,0.0419
0.65,-1.5934,0.486,0.228,2.08,0.0444
0.66,-1.5834,0.504,0.23654,2.16,0.0462
0.67,-1.5734,0.516,0.23878,2.22,0.0471
0.68,-1.5634,0.526,0.23872,2.25,0.047
0.69,-1.5534,0.53,0.2364,2.26,0.0461
0.7,-1.5434,0.532,0.22784,2.24,0.0444
0.71,-1.5334,0.532,0.21906,2.21,0.042
0.72,-1.5234,0.53,0.20654,2.17,0.0392
0.73,-1.5134,0.528,0.19396,2.13,0.036
0.74,-1.5034,0.528,0.18156,2.1,0.0328
0.75,-1.4934,0.532,0.17004,2.08,0.0297
0.76,-1.4834,0.54,0.16022,2.08,0.027
0.77,-1.4734,0.554,0.15276,2.11,0.0248
0.78,-1.4634,0.574,0.1477,2.16,0.0231
0.79,-1.4534,0.598,0.14544,2.24,0.0221
0.8,-1.4434,0.628,0.14578,2.34,0.0217
0.81,-1.4334,0.662,0.1481,2.47,0.0219
0.82,-1.4234,0.698,0.15216,2.61,0.0226
0.83,-1.4134,0.734,0.1573,2.75,0.0236
0.84,-1.4034,0.768,0.16248,2.89,0.0249
0.85,-1.3934,0.796,0.16724,3.01,0.0262
0.86,-1.3834,0.82,0.17094,3.11,0.0273
0.87,-1.3734,0.836,0.17292,3.18,0.0282
0.88,-1.3634,0.84,0.17294,3.21,0.0287
0.89,-1.3534,0.836,0.1708,3.2,0.0287
0.9,-1.3434,0.822,0.1663,3.15,0.0283
0.91,-1.3334,0.796,0.16006,3.07,0.0273
0.92,-1.3234,0.764,0.15228,2.95,0.0259
0.93,-1.3134,0.724,0.14342,2.81,0.0242
0.94,-1.3034,0.682,0.1337,2.65,0.0221
0.95,-1.2934,0.638,0.12396,2.49,0.02
0.96,-1.2834,0.592,0.11464,2.34,0.0177
0.97,-1.2734,0.552,0.10576,2.19,0.0155
0.98,-1.2634,0.514,0.09756,2.06,0.0134
0.99,-1.2534,0.482,0.09042,1.95,0.0114
1,-1.2434,0.458,0.08398,1.86,0.00965
1.01,-1.2334,0.438,0.07822,1.79,0.0081
1.02,-1.2234,0.424,0.07312,1.75,0.00675
1.03,-1.2134,0.418,0.06826,1.72,0.00561
1.04,-1.2034,0.414,0.06366,1.7,0.00463
1.05,-1.1934,0.414,0.05928,1.7,0.00381
1.06,-1.1834,0.414,0.05492,1.7,0.00312
1.07,-1.1734,0.418,0.05054,1.7,0.00255
1.08,-1.1634,0.42,0.04598,1.7,0.00207
1.09,-1.1534,0.422,0.0416,1.7,0.00167
1.1,-1.1434,0.422,0.03722,1.69,0.00136
1.11,-1.1334,0.422,0.03322,1.69,0.00111
1.12,-1.1234,0.422,0.029422,1.68,0.00093
1.13,-1.1134,0.42,0.026034,1.67,0.000818
1.14,-1.1034,0.42,0.023262,1.68,0.000777
1.15,-1.0934,0.42,0.021294,1.69,0.00081
1.16,-1.0834,0.424,0.02008,1.72,0.000922
1.17,-1.0734,0.43,0.019804,1.77,0.00112
1.18,-1.0634,0.442,0.020516,1.84,0.00141
1.19,-1.0534,0.46,0.02232,1.94,0.00179
1.2,-1.0434,0.48,0.024998,2.06,0.00227
1.21,-1.0334,0.506,0.02893,2.21,0.00285
1.22,-1.0234,0.536,0.033512,2.38,0.00353
1.23,-1.0134,0.57,0.038936,2.56,0.00427
1.24,-1.0034,0.602,0.044796,2.74,0.00507
1.25,-0.9934,0.634,0.05068,2.92,0.0059
1.26,-0.9834,0.662,0.05676,3.08,0.00673
1.27,-0.9734,0.684,0.06204,3.21,0.0075
1.28,-0.9634,0.696,0.06668,3.3,0.00819
1.29,-0.9534,0.702,0.07028,3.35,0.00877
1.3,-0.9434,0.694,0.07262,3.34,0.00919
1.31,-0.9334,0.678,0.0735,3.28,0.00946
1.32,-0.9234,0.65,0.07292,3.17,0.00955
1.33,-0.9134,0.614,0.07106,3.01,0.00949
1.34,-0.9034,0.57,0.06794,2.82,0.00931
1.35,-0.8934,0.52,0.06378,2.6,0.00903
1.36,-0.8834,0.47,0.05918,2.36,0.00872
1.37,-0.8734,0.42,0.05436,2.14,0.00843
1.38,-0.8634,0.372,0.04974,1.93,0.00821
1.39,-0.8534,0.332,0.04574,1.76,0.00813
1.4,-0.8434,0.298,0.04238,1.62,0.00822
1.41,-0.8334,0.274,0.04004,1.54,0.00851
1.42,-0.8234,0.258,0.038972,1.51,0.00901
1.43,-0.8134,0.254,0.038946,1.53,0.00972
1.44,-0.8034,0.258,0.039968,1.61,0.0106
1.45,-0.7934,0.27,0.04224,1.73,0.0116
1.46,-0.7834,0.29,0.04492,1.89,0.0127
1.47,-0.7734,0.316,0.04844,2.09,0.0139
1.48,-0.7634,0.344,0.05196,2.3,0.0149
1.49,-0.7534,0.376,0.05568,2.52,0.0159
1.5,-0.7434,0.408,0.05898,2.74,0.0167
1.51,-0.7334,0.438,0.06186,2.95,0.0174
1.52,-0.7234,0.464,0.0643,3.14,0.0178
1.53,-0.7134,0.488,0.06592,3.31,0.0181
1.54,-0.7034,0.506,0.06672,3.44,0.0181
1.55,-0.6934,0.52,0.06688,3.54,0.018
1.56,-0.6834,0.528,0.06622,3.61,0.0177
1.57,-0.6734,0.53,0.06514,3.63,0.0174
1.58,-0.6634,0.526,0.06324,3.62,0.0169
1.59,-0.6534,0.516,0.06096,3.57,0.0164
1.6,-0.6434,0.502,0.05844,3.49,0.0159
1.61,-0.6334,0.484,0.05554,3.38,0.0154
1.62,-0.6234,0.46,0.05264,3.24,0.0148
1.63,-0.6134,0.434,0.049524,3.09,0.0142
1.64,-0.6034,0.408,0.046418,2.92,0.0135
1.65,-0.5934,0.378,0.043512,2.75,0.0129
1.66,-0.5834,0.35,0.040608,2.57,0.0123
1.67,-0.5734,0.322,0.038108,2.41,0.0116
1.68,-0.5634,0.296,0.035812,2.26,0.011
1.69,-0.5534,0.272,0.033924,2.14,0.0104
1.7,-0.5434,0.252,0.032242,2.03,0.0098
1.71,-0.5334,0.236,0.030768,1.95,0.00928
1.72,-0.5234,0.224,0.029502,1.9,0.00879
1.73,-0.5134,0.214,0.028642,1.86,0.00834
1.74,-0.5034,0.206,0.027586,1.85,0.00792
1.75,-0.4934,0.202,0.026732,1.84,0.00751
1.76,-0.4834,0.1994,0.02568,1.85,0.00709
1.77,-0.4734,0.1978,0.024424,1.86,0.00665
1.78,-0.4634,0.197,0.022968,1.87,0.00619
1.79,-0.4534,0.1968,0.021506,1.88,0.0057
1.8,-0.4434,0.1966,0.019662,1.89,0.00517
1.81,-0.4334,0.1964,0.017734,1.9,0.00463
1.82,-0.4234,0.1958,0.015706,1.9,0.00408
1.83,-0.4134,0.195,0.013638,1.9,0.00353
1.84,-0.4034,0.1934,0.011612,1.89,0.00299
1.85,-0.3934,0.1912,0.00971,1.88,0.00249
1.86,-0.3834,0.188,0.007932,1.86,0.00203
1.87,-0.3734,0.1836,0.006342,1.82,0.00162
1.88,-0.3634,0.178,0.0049778,1.77,0.00127
1.89,-0.3534,0.171,0.003821,1.71,0.000974
1.9,-0.3434,0.1624,0.0028708,1.63,0.000731
1.91,-0.3334,0.1526,0.0021066,1.54,0.000536
1.92,-0.3234,0.1416,0.0015118,1.44,0.000385
1.93,-0.3134,0.1296,0.0010636,1.33,0.000271
1.94,-0.3034,0.1172,0.0007312,1.21,0.000186
1.95,-0.2934,0.1046,0.00049156,1.09,0.000125
1.96,-0.2834,0.0922,0.00032424,0.975,8.25e-05
1.97,-0.2734,0.0804,0.0002086,0.869,5.31e-05
1.98,-0.2634,0.0698,0.00013136,0.775,3.35e-05
1.99,-0.2534,0.0604,8.096e-05,0.699,2.06e-05
2,-0.2434,0.0526,4.8744e-05,0.641,1.24e-05
2.01,-0.2334,0.0464,2.871e-05,0.605,7.33e-06
2.02,-0.2234,0.042,1.6604e-05,0.59,4.23e-06
2.03,-0.2134,0.0392,9.376e-06,0.594,2.38e-06
2.04,-0.2034,0.0378,5.1634e-06,0.617,1.32e-06
2.05,-0.1934,0.0376,2.7882e-06,0.653,7.11e-07
2.06,-0.1834,0.0382,1.4746e-06,0.7,3.75e-07
2.07,-0.1734,0.0396,7.62e-07,0.752,1.94e-07
2.08,-0.1634,0.0412,3.8418e-07,0.803,9.8e-08
2.09,-0.1534,0.0426,1.9042e-07,0.85,4.84e-08
2.1,-0.1434,0.0438,9.21e-08,0.887,2.34e-08
2.11,-0.1334,0.0446,4.3576e-08,0.912,1.11e-08
2.12,-0.1234,0.0446,2.0156e-08,0.922,5.13e-09
2.13,-0.1134,0.0438,9.128e-09,0.915,2.32e-09
2.14,-0.1034,0.0424,4.0276e-09,0.893,1.03e-09
2.15,-0.0934,0.0402,1.7492e-09,0.855,4.45e-10
2.16,-0.0834,0.0374,7.414e-10,0.805,1.88e-10
2.17,-0.0734,0.0342,3.077e-10,0.746,7.81e-11
2.18,-0.0634,0.0306,1.2454e-10,0.679,3.17e-11
2.19,-0.0534,0.027,4.936e-11,0.61,1.26e-11
2.2,-0.0434,0.0234,1.9146e-11,0.54,4.87e-12
2.21,-0.0334,0.01988,7.27e-12,0.472,1.85e-12
2.22,-0.0234,0.01666,2.7056e-12,0.409,6.87e-13
2.23,-0.0134,0.01378,9.832e-13,0.35,2.5e-13
2.24,-0.0034,0.01124,3.5126e-13,0.298,8.9e-14
2.25,0.0066,0.00906,1.2396e-13,0.252,3.12e-14
2.26,0.0166,0.00724,2.7184e-15,0.212,3.57e-16
2.27,0.0266,0.00574,2.2757e-15,0.178,2.67e-16
2.28,0.0366,0.00452,1.8836e-15,0.148,1.95e-16
2.29,0.0466,0.00354,1.5504e-15,0.123,1.4e-16
2.3,0.0566,0.00276,1.2679e-15,0.101,9.78e-17
2.31,0.0666,0.00214,1.0274e-15,0.0824,6.7e-17
2.32,0.0766,0.001642,8.246e-16,0.0666,4.49e-17
2.33,0.0866,0.001256,6.541e-16,0.0532,2.94e-17
2.34,0.0966,0.000954,5.138e-16,0.0419,1.89e-17
2.35,0.1066,0.000718,3.972e-16,0.0326,1.19e-17
2.36,0.1166,0.000536,3.013e-16,0.0249,7.29e-18
2.37,0.1266,0.000394,2.2567e-16,0.0187,4.39e-18
2.38,0.1366,0.000286,1.6636e-16,0.0138,2.59e-18
2.39,0.1466,0.000204,1.2016e-16,0.01,1.49e-18
2.4,0.1566,0.0001428,8.508e-17,0.0071,8.44e-19
2.41,0.1666,9.86e-05,5.916e-17,0.00494,4.68e-19
2.42,0.1766,6.68e-05,4.028e-17,0.00337,2.54e-19
2.43,0.1866,4.42e-05,2.6888e-17,0.00225,1.36e-19
2.44,0.1966,2.88e-05,1.7546e-17,0.00147,7.12e-20
2.45,0.2066,1.84e-05,1.122e-17,0.000942,3.67e-20
2.46,0.2166,1.15e-05,7.029e-18,0.00059,1.86e-20
2.47,0.2266,7.04e-06,4.308e-18,0.000362,9.29e-21
2.48,0.2366,4.22e-06,2.5809e-18,0.000217,4.58e-21
2.49,0.2466,2.46e-06,1.515e-18,0.000127,2.23e-21
2.5,0.2566,1.416e-06,8.703e-19,7.31e-05,1.07e-21
2.51,0.2666,7.96e-07,4.881e-19,4.11e-05,5.13e-22
2.52,0.2766,4.36e-07,2.6889e-19,2.26e-05,2.43e-22
2.53,0.2866,2.34e-07,1.4448e-19,1.22e-05,1.14e-22
2.54,0.2966,1.234e-07,7.602e-20,6.39e-06,5.32e-23
2.55,0.3066,6.36e-08,3.91e-20,3.29e-06,2.47e-23
2.56,0.3166,3.2e-08,1.9696e-20,1.66e-06,1.13e-23
2.57,0.3266,1.574e-08,9.697e-21,8.16e-07,5.16e-24
2.58,0.3366,7.58e-09,4.665e-21,3.93e-07,2.33e-24
2.59,0.3466,3.58e-09,2.2028e-21,1.85e-07,1.04e-24
2.6,0.3566,1.648e-09,1.0151e-21,8.54e-08,4.58e-25
2.61,0.3666,7.44e-10,4.579e-22,3.85e-08,1.99e-25
2.62,0.3766,3.28e-10,2.0193e-22,1.7e-08,7.61e-26
2.63,0.3866,1.414e-10,8.714e-23,7.33e-09,3.28e-26
2.64,0.3966,5.96e-11,3.672e-23,3.09e-09,1.39e-26
2.65,0.4066,2.46e-11,1.5192e-23,1.28e-09,5.72e-27
2.66,0.4166,9.96e-12,6.133e-24,5.16e-10,2.31e-27
2.67,0.4266,3.94e-12,2.4192e-24,2.04e-10,9.13e-28
2.68,0.4366,1.52e-12,9.362e-25,7.88e-11,3.53e-28
2.69,0.4466,5.74e-13,3.542e-25,2.98e-11,1.33e-28
2.7,0.4566,2.12e-13,1.3098e-25,1.1e-11,4.94e-29
2.71,0.4666,7.68e-14,4.731e-26,3.99e-12,1.79e-29
2.72,0.4766,2.72e-14,1.676e-26,1.41e-12,6.32e-30
2.73,0.4866,0,0,0,0
2.74,0.4966,0,0,0,0
2.75,0.5066,0,0,0,0
2.76,0.5166,0,0,0,0
2.77,0.5266,0,0,0,0
2.78,0.5366,0,0,0,0
2.79,0.5466,0,0,0,0
2.8,0.5566,0,0,0,0
2.81,0.5666,0,0,0,0
2.82,0.5766,0,0,0,0
2.83,0.5866,0,0,0,0
2.84,0.5966,0,0,0,0
2.85,0.6066,0,0,0,0
2.86,0.6166,0,0,0,0
2.87,0.6266,0,0,0,0
2.88,0.6366,0,0,0,0
2.89,0.6466,0,0,0,0
2.9,0.6566,0,0,0,0
2.91,0.6666,0,0,0,0
2.92,0.6766,0,0,0,0
2.93,0.6866,0,0,0,0
2.94,0.6966,0,0,0,0
2.95,0.7066,0,0,0,0
2.96,0.7166,0,0,0,0
2.97,0.7266,0,0,0,0
2.98,0.7366,0,0,0,0
2.99,0.7466,0,0,0,0
3,0.7566,0,0,0,0
3.01,0.7666,0,0,0,0
3.02,0.7766,0,0,0,0
3.03,0.7866,0,0,0,0
3.04,0.7966,0,0,0,0
3.05,0.8066,0,0,0,0
3.06,0.8166,0,0,0,0
3.07,0.8266,0,0,0,0
3.08,0.8366,0,0,0,0
3.09,0.8466,0,0,0,0
3.1,0.8566,0,0,0,0
3.11,0.8666,0,0,0,0
3.12,0.8766,0,0,0,0
3.13,0.8866,0,0,0,0
3.14,0.8966,0,0,0,0
3.15,0.9066,0,0,0,0
3.16,0.9166,0,0,0,0
3.17,0.9266,0,0,0,0
3.18,0.9366,0,0,0,0
3.19,0.9466,0,0,0,0
3.2,0.9566,0,0,0,0
3.21,0.9666,0,0,0,0
3.22,0.9766,0,0,0,0
3.23,0.9866,0,0,0,0
3.24,0.9966,0,0,0,0
3.25,1.0066,0,0,0,0
3.26,1.0166,0,0,0,0
3.27,1.0266,0,0,0,0
3.28,1.0366,0,0,0,0
3.29,1.0466,0,0,0,0
3.3,1.0566,0,0,0,0
3.31,1.0666,0,0,0,0
3.32,1.0766,0,0,0,0
3.33,1.0866,0,0,0,0
3.34,1.0966,0,0,0,0
3.35,1.1066,0,0,0,0
3.36,1.1166,0,0,0,0
3.37,1.1266,0,0,0,0
3.38,1.1366,0,0,0,0
3.39,1.1466,0,0,0,0
3.4,1.1566,0,0,0,0
3.41,1.1666,0,0,0,0
3.42,1.1766,0,0,0,0
3.43,1.1866,0,0,0,0
3.44,1.1966,0,0,0,0
3.45,1.2066,0,0,0,0
3.46,1.2166,0,0,0,0
3.47,1.2266,0,0,0,0
3.48,1.2366,0,0,0,0
3.49,1.2466,0,0,0,0
3.5,1.2566,0,0,0,0
3.51,1.2666,0,0,0,0
3.52,1.2766,0,0,0,0
3.53,1.2866,0,0,0,0
3.54,1.2966,0,0,0,0
3.55,1.3066,0,0,0,0
3.56,1.3166,0,0,0,0
3.57,1.3266,0,0,0,0
3.58,1.3366,0,0,0,0
3.59,1.3466,0,0,0,0
3.6,1.3566,0,0,0,0
3.61,1.3666,0,0,0,0
3.62,1.3766,0,0,0,0
3.63,1.3866,0,0,0,0
3.64,1.3966,0,0,0,0
3.65,1.4066,0,0,0,0
3.66,1.4166,0,0,0,0
3.67,1.4266,0,0,0,0
3.68,1.4366,0,0,0,0
3.69,1.4466,0,0,0,0
3.7,1.4566,0,0,0,0
3.71,1.4666,0,0,0,0
3.72,1.4766,0,0,0,0
3.73,1.4866,0,0,0,0
3.74,1.4966,0,0,0,0
3.75,1.5066,0,0,0,0
3.76,1.5166,0,0,0,0
3.77,1.5266,0,0,0,0
3.78,1.5366,0,0,0,0
3.79,1.5466,0,0,0,0
3.8,1.5566,0,0,0,0
3.81,1.5666,0,0,0,0
3.82,1.5766,0,0,0,0
3.83,1.5866,0,0,0,0
3.84,1.5966,0,0,0,0
3.85,1.6066,0,0,0,0
3.86,1.6166,0,0,0,0
3.87,1.6266,0,0,0,0
3.88,1.6366,0,0,0,0
3.89,1.6466,0,0,0,0
3.9,1.6566,0,0,0,0
3.91,1.6666,0,0,0,0
3.92,1.6766,0,0,0,0
3.93,1.6866,0,0,0,0
3.94,1.6966,0,0,0,0
3.95,1.7066,0,0,0,0
3.96,1.7166,0,0,0,0
3.97,1.7266,0,0,0,0
3.98,1.7366,0,0,0,0
3.99,1.7466,0,0,0,0
4,1.7566,0,0,0,0
4.01,1.7666,0,0,0,0
4.02,1.7766,0,0,0,0
4.03,1.7866,0,0,0,0
4.04,1.7966,0,0,0,0
4.05,1.8066,0,0,0,0
4.06,1.8166,0,0,0,0
4.07,1.8266,0,0,0,0
4.08,1.8366,0,0,0,0
4.09,1.8466,0,0,0,0
4.1,1.8566,0,0,0,0
4.11,1.8666,0,0,0,0
4.12,1.8766,0,0,0,0
4.13,1.8866,0,0,0,0
4.14,1.8966,0,0,0,0
4.15,1.9066,0,0,0,0
4.16,1.9166,0,0,0,0
4.17,1.9266,0,0,0,0
4.18,1.9366,0,0,0,0
4.19,1.9466,0,0,0,0
4.2,1.9566,0,0,0,0
4.21,1.9666,0,0,0,0
4.22,1.9766,0,0,0,0
4.23,1.9866,0,0,0,0
4.24,1.9966,0,0,0,0
4.25,2.0066,0,0,0,0
4.26,2.0166,0,0,0,0
4.27,2.0266,0,0,0,0
4.28,2.0366,0,0,0,0
4.29,2.0466,0,0,0,0
4.3,2.0566,0,0,0,0
4.31,2.0666,0,0,0,0
4.32,2.0766,0,0,0,0
4.33,2.0866,0,0,0,0
4.34,2.0966,0,0,0,0
4.35,2.1066,0,0,0,0
4.36,2.1166,0,0,0,0
4.37,2.1266,0,0,0,0
4.38,2.1366,0,0,0,0
4.39,2.1466,0,0,0,0
4.4,2.1566,0,0,0,0
4.41,2.1666,0,0,0,0
4.42,2.1766,0,0,0,0
4.43,2.1866,0,0,0,0
4.44,2.1966,0,0,0,0
4.45,2.2066,0,0,0,0
4.46,2.2166,0,0,0,0
4.47,2.2266,0,0,0,0
4.48,2.2366,0,0,0,0
4.49,2.2466,0,0,0,0
4.5,2.2566,0,0,0,0
4.51,2.2666,0,0,0,0
4.52,2.2766,0,0,0,0
4.53,2.2866,0,0,0,0
4.54,2.2966,0,0,0,0
4.55,2.3066,0,0,0,0
4.56,2.3166,0,0,0,0
4.57,2.3266,0,0,0,0
4.58,2.3366,0,0,0,0
4.59,2.3466,0,0,0,0
4.6,2.3566,0,0,0,0
4.61,2.3666,0,0,0,0
4.62,2.3766,0,0,0,0
4.63,2.3866,0,0,0,0
4.64,2.3966,0,0,0,0
4.65,2.4066,0,0,0,0
4.66,2.4166,0,0,0,0
4.67,2.4266,0,0,0,0
4.68,2.4366,0,0,0,0
4.69,2.4466,0,0,0,0
4.7,2.4566,0,0,0,0
4.71,2.4666,0,0,0,0
4.72,2.4766,0,0,0,0
4.73,2.4866,0,0,0,0
4.74,2.4966,0,0,0,0
4.75,2.5066,0,0,0,0
4.76,2.5166,0,0,0,0
4.77,2.5266,0,0,0,0
4.78,2.5366,0,0,0,0
4.79,2.5466,0,0,0,0
4.8,2.5566,0,0,0,0
4.81,2.5666,0,0,0,0
4.82,2.5766,0,0,0,0
4.83,2.5866,0,0,0,0
4.84,2.5966,0,0,0,0
4.85,2.6066,0,0,0,0
4.86,2.6166,0,0,0,0
4.87,2.6266,0,0,0,0
4.88,2.6366,0,0,0,0
4.89,2.6466,0,0,0,0
4.9,2.6566,0,0,0,0
4.91,2.6666,0,0,0,0
4.92,2.6766,0,0,0,0
4.93,2.6866,0,0,0,0
4.94,2.6966,0,0,0,0
4.95,2.7066,0,0,0,0
4.96,2.7166,0,0,0,0
4.97,2.7266,0,0,0,0
4.98,2.7366,0,0,0,0
4.99,2.7466,0,0,0,0
5,2.7566,0,0,0,0
5.01,2.7666,0,0,0,0
5.02,2.7766,0,0,0,0
5.03,2.7866,0,0,0,0
5.04,2.7966,0,0,0,0
5.05,2.8066,0,0,0,0
5.06,2.8166,0,0,0,0
5.07,2.8266,0,0,0,0
5.08,2.8366,0,0,0,0
5.09,2.8466,0,0,0,0
5.1,2.8566,0,0,0,0
5.11,2.8666,0,0,0,0
5.12,2.8766,0,0,0,0
5.13,2.8866,0,0,0,0
5.14,2.8966,0,0,0,0
5.15,2.9066,0,0,0,0
5.16,2.9166,0,0,0,0
5.17,2.9266,0,0,0,0
5.18,2.9366,0,0,0,0
5.19,2.9466,0,0,0,0
5.2,2.9566,0,0,0,0
5.21,2.9666,0,0,0,0
5.22,2.9766,0,0,0,0
5.23,2.9866,0,0,0,0
5.24,2.9966,0,0,0,0
5.25,3.0066,0,0,0,0
5.26,3.0166,0,0,0,0
5.27,3.0266,0,0,0,0
5.28,3.0366,0,0,0,0
5.29,3.0466,0,0,0,0
5.3,3.0566,0,0,0,0
5.31,3.0666,2.1e-12,4.56e-14,2.62e-14,6.88e-13
5.32,3.0766,5.92e-12,1.286e-13,7.39e-14,1.94e-12
5.33,3.0866,1.634e-11,3.56e-13,2.04e-13,5.36e-12
5.34,3.0966,4.42e-11,9.6e-13,5.51e-13,1.45e-11
5.35,3.1066,1.164e-10,2.532e-12,1.45e-12,3.82e-11
5.36,3.1166,3e-10,6.54e-12,3.75e-12,9.86e-11
5.37,3.1266,7.6e-10,1.652e-11,9.49e-12,2.49e-10
5.38,3.1366,1.878e-09,4.078e-11,2.34e-11,6.16e-10
5.39,3.1466,4.54e-09,9.88e-11,5.67e-11,1.49e-09
5.4,3.1566,1.074e-08,2.334e-10,1.34e-10,3.52e-09
5.41,3.1666,2.48e-08,5.402e-10,3.1e-10,8.14e-09
5.42,3.1766,5.62e-08,1.222e-09,7.01e-10,1.84e-08
5.43,3.1866,1.244e-07,2.704e-09,1.55e-09,4.08e-08
5.44,3.1966,2.7e-07,5.856e-09,3.36e-09,8.83e-08
5.45,3.2066,5.7e-07,1.24e-08,7.12e-09,1.87e-07
5.46,3.2166,1.182e-06,2.57e-08,1.48e-08,3.88e-07
5.47,3.2266,2.4e-06,5.198e-08,2.99e-08,7.85e-07
5.48,3.2366,4.74e-06,1.032e-07,5.93e-08,1.56e-06
5.49,3.2466,9.2e-06,2.002e-07,1.15e-07,3.02e-06
5.5,3.2566,1.746e-05,3.802e-07,2.18e-07,5.73e-06
5.51,3.2666,3.24e-05,7.04e-07,4.04e-07,1.06e-05
5.52,3.2766,5.88e-05,1.278e-06,7.34e-07,1.93e-05
5.53,3.2866,0.0001044,2.27e-06,1.3e-06,3.42e-05
5.54,3.2966,0.0001814,3.95e-06,2.26e-06,5.95e-05
5.55,3.3066,0.000308,6.7e-06,3.84e-06,0.000101
5.56,3.3166,0.000512,1.114e-05,6.39e-06,0.000168
5.57,3.3266,0.000832,1.808e-05,1.04e-05,0.000273
5.58,3.3366,0.001324,2.876e-05,1.65e-05,0.000434
5.59,3.3466,0.00206,4.47e-05,2.57e-05,0.000675
5.6,3.3566,0.00314,6.8e-05,3.91e-05,0.00103
5.61,3.3666,0.00466,0.0001014,5.82e-05,0.00153
5.62,3.3766,0.00678,0.0001474,8.47e-05,0.00222
5.63,3.3866,0.00966,0.0002102,0.000121,0.00317
5.64,3.3966,0.01346,0.0002926,0.000168,0.00441
5.65,3.4066,0.01834,0.0003986,0.000229,0.00601
5.66,3.4166,0.0244,0.0005314,0.000305,0.00802
5.67,3.4266,0.0318,0.000692,0.000398,0.0105
5.68,3.4366,0.0406,0.000884,0.000507,0.0133
5.69,3.4466,0.0508,0.001102,0.000633,0.0166
5.7,3.4566,0.062,0.001346,0.000773,0.0203
5.71,3.4666,0.0738,0.001606,0.000922,0.0242
5.72,3.4766,0.0862,0.001876,0.00108,0.0283
5.73,3.4866,0.0986,0.002144,0.00123,0.0323
5.74,3.4966,0.1102,0.002394,0.00137,0.0361
5.75,3.5066,0.1204,0.002618,0.0015,0.0395
5.76,3.5166,0.1288,0.002798,0.00161,0.0422
5.77,3.5266,0.1346,0.002926,0.00168,0.0441
5.78,3.5366,0.1378,0.002994,0.00172,0.0452
5.79,3.5466,0.1378,0.002996,0.00172,0.0452
5.8,3.5566,0.135,0.002934,0.00168,0.0442
5.81,3.5666,0.1292,0.002808,0.00161,0.0424
5.82,3.5766,0.121,0.00263,0.00151,0.0397
5.83,3.5866,0.111,0.002412,0.00139,0.0364
5.84,3.5966,0.0994,0.002162,0.00124,0.0326
5.85,3.6066,0.0872,0.001896,0.00109,0.0286
5.86,3.6166,0.0748,0.001626,0.000946,0.0245
5.87,3.6266,0.063,0.001366,0.000806,0.0206
5.88,3.6366,0.0518,0.001124,0.000682,0.017
5.89,3.6466,0.042,0.000906,0.000584,0.0137
5.9,3.6566,0.0336,0.000716,0.000517,0.0109
5.91,3.6666,0.0266,0.0005608,0.000493,0.00867
5.92,3.6766,0.0214,0.0004374,0.000523,0.00694
5.93,3.6866,0.01802,0.000345,0.00062,0.00575
5.94,3.6966,0.01636,0.0002868,0.000802,0.00512
5.95,3.7066,0.01654,0.0002552,0.00109,0.00506
5.96,3.7166,0.01868,0.0002554,0.00152,0.0056
5.97,3.7266,0.023,0.000286,0.00211,0.00678
5.98,3.7366,0.0294,0.00034612,0.0029,0.00864
5.99,3.7466,0.0386,0.0004368,0.00392,0.0112
6,3.7566,0.0502,0.00055934,0.00519,0.0146
6.01,3.7666,0.0646,0.00071324,0.00674,0.0188
6.02,3.7766,0.0818,0.00090006,0.00856,0.0237
6.03,3.7866,0.1014,0.00111352,0.0106,0.0295
6.04,3.7966,0.1232,0.00135138,0.0129,0.0358
6.05,3.8066,0.1464,0.00160552,0.0154,0.0425
6.06,3.8166,0.1702,0.00186584,0.0179,0.0494
6.07,3.8266,0.1938,0.00212422,0.0204,0.0563
6.08,3.8366,0.216,0.0023646,0.0227,0.0626
6.09,3.8466,0.234,0.00256498,0.0247,0.0682
6.1,3.8566,0.25,0.00274528,0.0263,0.0726
6.11,3.8666,0.26,0.0028655,0.0274,0.0757
6.12,3.8766,0.266,0.0029056,0.0279,0.0771
6.13,3.8866,0.264,0.00290558,0.0278,0.0769
6.14,3.8966,0.258,0.00282544,0.0271,0.075
6.15,3.9066,0.246,0.00270518,0.0259,0.0716
6.16,3.9166,0.23,0.00252484,0.0242,0.0668
