# li2o_mp-1960 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 2.795 eV. Gap is the fixed-occ nscf value (4.986 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Li_p,Li_s,O_p,O_s
0.737,-2.0575,0.562,0.1438,1.67,0.0229
0.747,-2.0475,0.548,0.1392,1.64,0.0223
0.757,-2.0375,0.53,0.1332,1.59,0.0215
0.767,-2.0275,0.512,0.1266,1.53,0.0205
0.777,-2.0175,0.49,0.1192,1.47,0.0193
0.787,-2.0075,0.468,0.1116,1.41,0.0181
0.797,-1.9975,0.448,0.1038,1.35,0.0168
0.807,-1.9875,0.426,0.0966,1.29,0.0157
0.817,-1.9775,0.406,0.0898,1.23,0.0146
0.827,-1.9675,0.39,0.0836,1.18,0.0137
0.837,-1.9575,0.374,0.07836,1.13,0.013
0.847,-1.9475,0.36,0.07414,1.1,0.0125
0.857,-1.9375,0.346,0.07078,1.06,0.0121
0.867,-1.9275,0.336,0.06824,1.04,0.012
0.877,-1.9175,0.326,0.0665,1.02,0.0119
0.887,-1.9075,0.318,0.06552,0.998,0.012
0.897,-1.8975,0.31,0.06508,0.982,0.0122
0.907,-1.8875,0.3,0.06494,0.968,0.0124
0.917,-1.8775,0.292,0.06526,0.955,0.0126
0.927,-1.8675,0.284,0.06602,0.942,0.0129
0.937,-1.8575,0.276,0.06702,0.931,0.0131
0.947,-1.8475,0.266,0.06826,0.921,0.0133
0.957,-1.8375,0.258,0.06972,0.914,0.0134
0.967,-1.8275,0.25,0.07162,0.91,0.0135
0.977,-1.8175,0.242,0.07376,0.909,0.0137
0.987,-1.8075,0.236,0.07612,0.913,0.0138
0.997,-1.7975,0.232,0.07872,0.921,0.0139
1.007,-1.7875,0.228,0.08156,0.933,0.0141
1.017,-1.7775,0.224,0.0846,0.947,0.0142
1.027,-1.7675,0.222,0.08746,0.962,0.0144
1.037,-1.7575,0.22,0.0901,0.977,0.0146
1.047,-1.7475,0.218,0.0925,0.99,0.0147
1.057,-1.7375,0.216,0.09468,1,0.0149
1.067,-1.7275,0.212,0.09642,1.01,0.0151
1.077,-1.7175,0.21,0.0979,1.01,0.0154
1.087,-1.7075,0.206,0.09896,1.01,0.0156
1.097,-1.6975,0.202,0.09976,1.01,0.0157
1.107,-1.6875,0.196,0.10054,1,0.0159
1.117,-1.6775,0.1906,0.1015,1,0.016
1.127,-1.6675,0.1854,0.10248,1,0.0161
1.137,-1.6575,0.1806,0.10366,1,0.0162
1.147,-1.6475,0.1764,0.10528,1.01,0.0162
1.157,-1.6375,0.173,0.10754,1.03,0.0162
1.167,-1.6275,0.171,0.11006,1.05,0.0162
1.177,-1.6175,0.1702,0.11306,1.08,0.0162
1.187,-1.6075,0.1708,0.11652,1.11,0.0163
1.197,-1.5975,0.1726,0.12006,1.16,0.0164
1.207,-1.5875,0.176,0.12388,1.2,0.0166
1.217,-1.5775,0.1802,0.12774,1.25,0.0168
1.227,-1.5675,0.1856,0.1314,1.3,0.0172
1.237,-1.5575,0.1916,0.135,1.35,0.0176
1.247,-1.5475,0.1982,0.138,1.4,0.0181
1.257,-1.5375,0.206,0.1406,1.45,0.0186
1.267,-1.5275,0.212,0.1428,1.5,0.019
1.277,-1.5175,0.22,0.1444,1.55,0.0194
1.287,-1.5075,0.228,0.1458,1.6,0.0197
1.297,-1.4975,0.236,0.1468,1.66,0.0198
1.307,-1.4875,0.246,0.1476,1.71,0.0197
1.317,-1.4775,0.256,0.1484,1.78,0.0195
1.327,-1.4675,0.266,0.1488,1.84,0.0191
1.337,-1.4575,0.278,0.1494,1.92,0.0185
1.347,-1.4475,0.29,0.15,2.01,0.0177
1.357,-1.4375,0.304,0.151,2.1,0.0169
1.367,-1.4275,0.318,0.1518,2.2,0.0159
1.377,-1.4175,0.336,0.1526,2.31,0.015
1.387,-1.4075,0.352,0.1536,2.42,0.014
1.397,-1.3975,0.37,0.1544,2.54,0.013
1.407,-1.3875,0.388,0.155,2.65,0.0122
1.417,-1.3775,0.406,0.1554,2.76,0.0113
1.427,-1.3675,0.422,0.1554,2.86,0.0106
1.437,-1.3575,0.438,0.155,2.95,0.00994
1.447,-1.3475,0.45,0.1536,3.03,0.00934
1.457,-1.3375,0.462,0.15198,3.09,0.0088
1.467,-1.3275,0.47,0.14944,3.13,0.00831
1.477,-1.3175,0.474,0.14624,3.15,0.00784
1.487,-1.3075,0.476,0.14254,3.16,0.00739
1.497,-1.2975,0.476,0.13798,3.14,0.00694
1.507,-1.2875,0.472,0.13292,3.11,0.0065
1.517,-1.2775,0.466,0.12738,3.07,0.00607
1.527,-1.2675,0.458,0.12156,3.01,0.00563
1.537,-1.2575,0.448,0.1155,2.95,0.00521
1.547,-1.2475,0.438,0.1092,2.88,0.00481
1.557,-1.2375,0.428,0.1029,2.8,0.00443
1.567,-1.2275,0.418,0.09682,2.73,0.00408
1.577,-1.2175,0.408,0.09096,2.66,0.00376
1.587,-1.2075,0.398,0.08534,2.59,0.0035
1.597,-1.1975,0.39,0.08022,2.54,0.0033
1.607,-1.1875,0.384,0.07556,2.49,0.00316
1.617,-1.1775,0.378,0.07142,2.45,0.0031
1.627,-1.1675,0.374,0.06798,2.42,0.00314
1.637,-1.1575,0.37,0.06528,2.4,0.00327
1.647,-1.1475,0.37,0.0637,2.39,0.00353
1.657,-1.1375,0.368,0.06284,2.4,0.00392
1.667,-1.1275,0.368,0.06312,2.42,0.00444
1.677,-1.1175,0.37,0.06434,2.45,0.00509
1.687,-1.1075,0.374,0.06648,2.49,0.00588
1.697,-1.0975,0.378,0.0695,2.55,0.00678
1.707,-1.0875,0.382,0.07324,2.62,0.00777
1.717,-1.0775,0.388,0.07742,2.7,0.00882
1.727,-1.0675,0.394,0.08204,2.78,0.00988
1.737,-1.0575,0.4,0.08646,2.86,0.0109
1.747,-1.0475,0.408,0.09086,2.95,0.0119
1.757,-1.0375,0.414,0.09482,3.03,0.0128
1.767,-1.0275,0.42,0.09808,3.11,0.0135
1.777,-1.0175,0.426,0.10066,3.18,0.0141
1.787,-1.0075,0.43,0.10232,3.25,0.0145
1.797,-0.9975,0.434,0.10328,3.3,0.0148
1.807,-0.9875,0.436,0.10334,3.34,0.0149
1.817,-0.9775,0.438,0.1027,3.38,0.0148
1.827,-0.9675,0.44,0.10176,3.4,0.0147
1.837,-0.9575,0.438,0.10016,3.41,0.0145
1.847,-0.9475,0.438,0.0983,3.42,0.0142
1.857,-0.9375,0.434,0.0964,3.42,0.0139
1.867,-0.9275,0.43,0.09424,3.41,0.0136
1.877,-0.9175,0.426,0.09206,3.39,0.0133
1.887,-0.9075,0.42,0.08966,3.36,0.013
1.897,-0.8975,0.414,0.0872,3.32,0.0127
1.907,-0.8875,0.406,0.08454,3.27,0.0123
1.917,-0.8775,0.396,0.08182,3.21,0.0119
1.927,-0.8675,0.386,0.0787,3.15,0.0115
1.937,-0.8575,0.376,0.07534,3.07,0.011
1.947,-0.8475,0.364,0.07176,3,0.0105
1.957,-0.8375,0.354,0.06798,2.92,0.00985
1.967,-0.8275,0.344,0.06422,2.85,0.0092
1.977,-0.8175,0.334,0.06026,2.78,0.00852
1.987,-0.8075,0.324,0.05652,2.72,0.00784
1.997,-0.7975,0.318,0.05284,2.67,0.00717
2.007,-0.7875,0.312,0.0496,2.64,0.00653
2.017,-0.7775,0.308,0.04682,2.62,0.00595
2.027,-0.7675,0.306,0.04452,2.62,0.00544
2.037,-0.7575,0.304,0.04248,2.64,0.005
2.047,-0.7475,0.306,0.0409,2.67,0.00465
2.057,-0.7375,0.306,0.03976,2.7,0.00436
2.067,-0.7275,0.308,0.03886,2.75,0.00413
2.077,-0.7175,0.312,0.038,2.79,0.00395
2.087,-0.7075,0.314,0.03732,2.83,0.0038
2.097,-0.6975,0.316,0.03646,2.87,0.00366
2.107,-0.6875,0.318,0.0356,2.9,0.00353
2.117,-0.6775,0.318,0.0343,2.92,0.0034
2.127,-0.6675,0.318,0.033,2.94,0.00325
2.137,-0.6575,0.318,0.03166,2.95,0.00309
2.147,-0.6475,0.316,0.02992,2.96,0.00293
2.157,-0.6375,0.316,0.02836,2.96,0.00276
2.167,-0.6275,0.314,0.0268,2.97,0.0026
2.177,-0.6175,0.312,0.02526,2.98,0.00245
2.187,-0.6075,0.312,0.02392,2.99,0.00232
2.197,-0.5975,0.31,0.02278,3,0.00222
2.207,-0.5875,0.308,0.02204,3.01,0.00214
2.217,-0.5775,0.306,0.02146,3.02,0.0021
2.227,-0.5675,0.302,0.02106,3.02,0.00209
2.237,-0.5575,0.298,0.02088,3.02,0.00211
2.247,-0.5475,0.292,0.02078,3,0.00216
2.257,-0.5375,0.284,0.02078,2.96,0.00223
2.267,-0.5275,0.276,0.020772,2.92,0.00232
2.277,-0.5175,0.266,0.020754,2.85,0.00242
2.287,-0.5075,0.256,0.0207,2.78,0.00254
2.297,-0.4975,0.244,0.020606,2.7,0.00267
2.307,-0.4875,0.232,0.020474,2.62,0.00281
2.317,-0.4775,0.22,0.020306,2.54,0.00296
2.327,-0.4675,0.21,0.020182,2.48,0.00313
2.337,-0.4575,0.2,0.020084,2.43,0.00331
2.347,-0.4475,0.1934,0.020074,2.4,0.0035
2.357,-0.4375,0.1876,0.020154,2.39,0.0037
2.367,-0.4275,0.1832,0.020322,2.4,0.0039
2.377,-0.4175,0.1806,0.0206,2.42,0.00409
2.387,-0.4075,0.1788,0.02094,2.45,0.00428
2.397,-0.3975,0.1776,0.0213,2.49,0.00445
2.407,-0.3875,0.1764,0.02168,2.52,0.0046
2.417,-0.3775,0.1748,0.02196,2.54,0.00471
2.427,-0.3675,0.172,0.02214,2.55,0.00479
2.437,-0.3575,0.168,0.02214,2.53,0.00482
2.447,-0.3475,0.1626,0.022,2.49,0.0048
2.457,-0.3375,0.1558,0.02162,2.43,0.00473
2.467,-0.3275,0.1478,0.02104,2.34,0.00461
2.477,-0.3175,0.1386,0.020256,2.24,0.00445
2.487,-0.3075,0.129,0.019296,2.14,0.00425
2.497,-0.2975,0.1192,0.018184,2.02,0.00402
2.507,-0.2875,0.1098,0.016982,1.91,0.00376
2.517,-0.2775,0.1008,0.015694,1.81,0.00348
2.527,-0.2675,0.0928,0.014366,1.72,0.0032
2.537,-0.2575,0.0856,0.013036,1.64,0.00291
2.547,-0.2475,0.0796,0.01173,1.57,0.00262
2.557,-0.2375,0.0746,0.01047,1.51,0.00234
2.567,-0.2275,0.0702,0.009256,1.46,0.00208
2.577,-0.2175,0.0664,0.008108,1.41,0.00182
2.587,-0.2075,0.063,0.007048,1.36,0.00158
2.597,-0.1975,0.0596,0.006038,1.31,0.00135
2.607,-0.1875,0.0564,0.005134,1.26,0.00115
2.617,-0.1775,0.053,0.004298,1.2,0.000961
2.627,-0.1675,0.0494,0.003552,1.14,0.000793
2.637,-0.1575,0.0456,0.002892,1.08,0.000644
2.647,-0.1475,0.0418,0.002322,1.01,0.000516
2.657,-0.1375,0.0378,0.0018224,0.951,0.000406
2.667,-0.1275,0.0342,0.0014104,0.891,0.000314
2.677,-0.1175,0.0306,0.0010708,0.837,0.000238
2.687,-0.1075,0.0272,0.000799,0.788,0.000177
2.697,-0.0975,0.0242,0.0005844,0.744,0.00013
2.707,-0.0875,0.0216,0.0004182,0.704,9.28e-05
2.717,-0.0775,0.01912,0.0002934,0.668,6.51e-05
2.727,-0.0675,0.01702,0.00020242,0.633,4.48e-05
2.737,-0.0575,0.01516,0.00013632,0.598,3.02e-05
2.747,-0.0475,0.0135,8.994e-05,0.562,1.99e-05
2.757,-0.0375,0.012,5.82e-05,0.524,1.28e-05
2.767,-0.0275,0.01062,3.676e-05,0.483,8.12e-06
2.777,-0.0175,0.00932,2.2752e-05,0.44,5.02e-06
2.787,-0.0075,0.0081,1.3782e-05,0.395,3.04e-06
2.797,0.0025,0.00696,8.16e-06,0.35,1.8e-06
2.807,0.0125,0.00592,4.726e-06,0.304,1.04e-06
2.817,0.0225,0.00494,2.69e-06,0.26,5.92e-07
2.827,0.0325,0.00406,1.4898e-06,0.219,3.29e-07
2.837,0.0425,0.00328,8.094e-07,0.181,1.79e-07
2.847,0.0525,0.0026,4.308e-07,0.147,9.48e-08
2.857,0.0625,0.00202,2.2316e-07,0.117,4.93e-08
2.867,0.0725,0.00155,1.1374e-07,0.0915,2.51e-08
2.877,0.0825,0.001164,5.644e-08,0.0703,1.25e-08
2.887,0.0925,0.000856,2.756e-08,0.0531,6.06e-09
2.897,0.1025,0.000618,1.3102e-08,0.0394,2.89e-09
2.907,0.1125,0.000438,6.102e-09,0.0287,1.34e-09
2.917,0.1225,0.000306,2.778e-09,0.0205,6.12e-10
2.927,0.1325,0.000208,1.238e-09,0.0145,2.73e-10
2.937,0.1425,0.0001396,5.402e-10,0.00999,1.19e-10
2.947,0.1525,9.18e-05,2.297e-10,0.00678,5.07e-11
2.957,0.1625,5.94e-05,9.582e-11,0.00452,2.11e-11
2.967,0.1725,3.76e-05,3.916e-11,0.00296,8.62e-12
2.977,0.1825,2.34e-05,1.5618e-11,0.00191,3.44e-12
2.987,0.1925,1.434e-05,6.102e-12,0.00121,1.34e-12
2.997,0.2025,8.62e-06,2.3194e-12,0.000749,5.13e-13
3.007,0.2125,5.1e-06,8.706e-13,0.000456,1.92e-13
3.017,0.2225,2.96e-06,3.172e-13,0.000273,7e-14
3.027,0.2325,1.686e-06,1.1354e-13,0.00016,2.5e-14
3.037,0.2425,9.44e-07,3.98e-14,9.23e-05,8.75e-15
3.047,0.2525,5.2e-07,3.3624e-18,5.21e-05,6.28e-20
3.057,0.2625,2.8e-07,1.8799e-18,2.89e-05,3.13e-20
3.067,0.2725,1.488e-07,1.0308e-18,1.57e-05,1.53e-20
3.077,0.2825,7.76e-08,5.52e-19,8.36e-06,7.29e-21
3.087,0.2925,3.96e-08,2.9155e-19,4.36e-06,3.4e-21
3.097,0.3025,1.992e-08,1.4952e-19,2.23e-06,1.55e-21
3.107,0.3125,9.82e-09,7.527e-20,1.12e-06,6.95e-22
3.117,0.3225,4.74e-09,3.7102e-20,5.49e-07,3.04e-22
3.127,0.3325,2.24e-09,1.7958e-20,2.64e-07,1.3e-22
3.137,0.3425,1.044e-09,8.486e-21,1.24e-07,5.43e-23
3.147,0.3525,4.76e-10,3.9175e-21,5.74e-08,2.22e-23
3.157,0.3625,2.12e-10,1.7781e-21,2.59e-08,8.89e-24
3.167,0.3725,9.32e-11,7.874e-22,1.15e-08,3.48e-24
3.177,0.3825,4e-11,3.4131e-22,4.96e-09,1.33e-24
3.187,0.3925,1.68e-11,1.4508e-22,2.1e-09,4.99e-25
3.197,0.4025,6.92e-12,6.028e-23,8.7e-10,1.83e-25
3.207,0.4125,2.78e-12,2.449e-23,3.53e-10,6.55e-26
3.217,0.4225,1.08e-12,9.71e-24,1.39e-10,2.22e-26
3.227,0.4325,4.02e-13,3.7442e-24,5.33e-11,4.72e-32
3.237,0.4425,1.534e-13,1.4266e-24,2.03e-11,1.8e-32
3.247,0.4525,5.72e-14,5.314e-25,7.58e-12,6.7e-33
3.257,0.4625,2.08e-14,1.9391e-25,2.76e-12,2.45e-33
3.267,0.4725,7.44e-15,6.924e-26,9.86e-13,8.72e-34
3.277,0.4825,2.6e-15,2.406e-26,3.44e-13,3.04e-34
3.287,0.4925,0,0,0,0
3.297,0.5025,0,0,0,0
3.307,0.5125,0,0,0,0
3.317,0.5225,0,0,0,0
3.327,0.5325,0,0,0,0
3.337,0.5425,0,0,0,0
3.347,0.5525,0,0,0,0
3.357,0.5625,0,0,0,0
3.367,0.5725,0,0,0,0
3.377,0.5825,0,0,0,0
3.387,0.5925,0,0,0,0
3.397,0.6025,0,0,0,0
3.407,0.6125,0,0,0,0
3.417,0.6225,0,0,0,0
3.427,0.6325,0,0,0,0
3.437,0.6425,0,0,0,0
3.447,0.6525,0,0,0,0
3.457,0.6625,0,0,0,0
3.467,0.6725,0,0,0,0
3.477,0.6825,0,0,0,0
3.487,0.6925,0,0,0,0
3.497,0.7025,0,0,0,0
3.507,0.7125,0,0,0,0
3.517,0.7225,0,0,0,0
3.527,0.7325,0,0,0,0
3.537,0.7425,0,0,0,0
3.547,0.7525,0,0,0,0
3.557,0.7625,0,0,0,0
3.567,0.7725,0,0,0,0
3.577,0.7825,0,0,0,0
3.587,0.7925,0,0,0,0
3.597,0.8025,0,0,0,0
3.607,0.8125,0,0,0,0
3.617,0.8225,0,0,0,0
3.627,0.8325,0,0,0,0
3.637,0.8425,0,0,0,0
3.647,0.8525,0,0,0,0
3.657,0.8625,0,0,0,0
3.667,0.8725,0,0,0,0
3.677,0.8825,0,0,0,0
3.687,0.8925,0,0,0,0
3.697,0.9025,0,0,0,0
3.707,0.9125,0,0,0,0
3.717,0.9225,0,0,0,0
3.727,0.9325,0,0,0,0
3.737,0.9425,0,0,0,0
3.747,0.9525,0,0,0,0
3.757,0.9625,0,0,0,0
3.767,0.9725,0,0,0,0
3.777,0.9825,0,0,0,0
3.787,0.9925,0,0,0,0
3.797,1.0025,0,0,0,0
3.807,1.0125,0,0,0,0
3.817,1.0225,0,0,0,0
3.827,1.0325,0,0,0,0
3.837,1.0425,0,0,0,0
3.847,1.0525,0,0,0,0
3.857,1.0625,0,0,0,0
3.867,1.0725,0,0,0,0
3.877,1.0825,0,0,0,0
3.887,1.0925,0,0,0,0
3.897,1.1025,0,0,0,0
3.907,1.1125,0,0,0,0
3.917,1.1225,0,0,0,0
3.927,1.1325,0,0,0,0
3.937,1.1425,0,0,0,0
3.947,1.1525,0,0,0,0
3.957,1.1625,0,0,0,0
3.967,1.1725,0,0,0,0
3.977,1.1825,0,0,0,0
3.987,1.1925,0,0,0,0
3.997,1.2025,0,0,0,0
4.007,1.2125,0,0,0,0
4.017,1.2225,0,0,0,0
4.027,1.2325,0,0,0,0
4.037,1.2425,0,0,0,0
4.047,1.2525,0,0,0,0
4.057,1.2625,0,0,0,0
4.067,1.2725,0,0,0,0
4.077,1.2825,0,0,0,0
4.087,1.2925,0,0,0,0
4.097,1.3025,0,0,0,0
4.107,1.3125,0,0,0,0
4.117,1.3225,0,0,0,0
4.127,1.3325,0,0,0,0
4.137,1.3425,0,0,0,0
4.147,1.3525,0,0,0,0
4.157,1.3625,0,0,0,0
4.167,1.3725,0,0,0,0
4.177,1.3825,0,0,0,0
4.187,1.3925,0,0,0,0
4.197,1.4025,0,0,0,0
4.207,1.4125,0,0,0,0
4.217,1.4225,0,0,0,0
4.227,1.4325,0,0,0,0
4.237,1.4425,0,0,0,0
4.247,1.4525,0,0,0,0
4.257,1.4625,0,0,0,0
4.267,1.4725,0,0,0,0
4.277,1.4825,0,0,0,0
4.287,1.4925,0,0,0,0
4.297,1.5025,0,0,0,0
4.307,1.5125,0,0,0,0
4.317,1.5225,0,0,0,0
4.327,1.5325,0,0,0,0
4.337,1.5425,0,0,0,0
4.347,1.5525,0,0,0,0
4.357,1.5625,0,0,0,0
4.367,1.5725,0,0,0,0
4.377,1.5825,0,0,0,0
4.387,1.5925,0,0,0,0
4.397,1.6025,0,0,0,0
4.407,1.6125,0,0,0,0
4.417,1.6225,0,0,0,0
4.427,1.6325,0,0,0,0
4.437,1.6425,0,0,0,0
4.447,1.6525,0,0,0,0
4.457,1.6625,0,0,0,0
4.467,1.6725,0,0,0,0
4.477,1.6825,0,0,0,0
4.487,1.6925,0,0,0,0
4.497,1.7025,0,0,0,0
4.507,1.7125,0,0,0,0
4.517,1.7225,0,0,0,0
4.527,1.7325,0,0,0,0
4.537,1.7425,0,0,0,0
4.547,1.7525,0,0,0,0
4.557,1.7625,0,0,0,0
4.567,1.7725,0,0,0,0
4.577,1.7825,0,0,0,0
4.587,1.7925,0,0,0,0
4.597,1.8025,0,0,0,0
4.607,1.8125,0,0,0,0
4.617,1.8225,0,0,0,0
4.627,1.8325,0,0,0,0
4.637,1.8425,0,0,0,0
4.647,1.8525,0,0,0,0
4.657,1.8625,0,0,0,0
4.667,1.8725,0,0,0,0
4.677,1.8825,0,0,0,0
4.687,1.8925,0,0,0,0
4.697,1.9025,0,0,0,0
4.707,1.9125,0,0,0,0
4.717,1.9225,0,0,0,0
4.727,1.9325,0,0,0,0
4.737,1.9425,0,0,0,0
4.747,1.9525,0,0,0,0
4.757,1.9625,0,0,0,0
4.767,1.9725,0,0,0,0
4.777,1.9825,0,0,0,0
4.787,1.9925,0,0,0,0
4.797,2.0025,0,0,0,0
4.807,2.0125,0,0,0,0
4.817,2.0225,0,0,0,0
4.827,2.0325,0,0,0,0
4.837,2.0425,0,0,0,0
4.847,2.0525,0,0,0,0
4.857,2.0625,0,0,0,0
4.867,2.0725,0,0,0,0
4.877,2.0825,0,0,0,0
4.887,2.0925,0,0,0,0
4.897,2.1025,0,0,0,0
4.907,2.1125,0,0,0,0
4.917,2.1225,0,0,0,0
4.927,2.1325,0,0,0,0
4.937,2.1425,0,0,0,0
4.947,2.1525,0,0,0,0
4.957,2.1625,0,0,0,0
4.967,2.1725,0,0,0,0
4.977,2.1825,0,0,0,0
4.987,2.1925,0,0,0,0
4.997,2.2025,0,0,0,0
5.007,2.2125,0,0,0,0
5.017,2.2225,0,0,0,0
5.027,2.2325,0,0,0,0
5.037,2.2425,0,0,0,0
5.047,2.2525,0,0,0,0
5.057,2.2625,0,0,0,0
5.067,2.2725,0,0,0,0
5.077,2.2825,0,0,0,0
5.087,2.2925,0,0,0,0
5.097,2.3025,0,0,0,0
5.107,2.3125,0,0,0,0
5.117,2.3225,0,0,0,0
5.127,2.3325,0,0,0,0
5.137,2.3425,0,0,0,0
5.147,2.3525,0,0,0,0
5.157,2.3625,0,0,0,0
5.167,2.3725,0,0,0,0
5.177,2.3825,0,0,0,0
5.187,2.3925,0,0,0,0
5.197,2.4025,0,0,0,0
5.207,2.4125,0,0,0,0
5.217,2.4225,0,0,0,0
5.227,2.4325,0,0,0,0
5.237,2.4425,0,0,0,0
5.247,2.4525,0,0,0,0
5.257,2.4625,0,0,0,0
5.267,2.4725,0,0,0,0
5.277,2.4825,0,0,0,0
5.287,2.4925,0,0,0,0
5.297,2.5025,0,0,0,0
5.307,2.5125,0,0,0,0
5.317,2.5225,0,0,0,0
5.327,2.5325,0,0,0,0
5.337,2.5425,0,0,0,0
5.347,2.5525,0,0,0,0
5.357,2.5625,0,0,0,0
5.367,2.5725,0,0,0,0
5.377,2.5825,0,0,0,0
5.387,2.5925,0,0,0,0
5.397,2.6025,0,0,0,0
5.407,2.6125,0,0,0,0
5.417,2.6225,0,0,0,0
5.427,2.6325,0,0,0,0
5.437,2.6425,0,0,0,0
5.447,2.6525,0,0,0,0
5.457,2.6625,0,0,0,0
5.467,2.6725,0,0,0,0
5.477,2.6825,0,0,0,0
5.487,2.6925,0,0,0,0
5.497,2.7025,0,0,0,0
5.507,2.7125,0,0,0,0
5.517,2.7225,0,0,0,0
5.527,2.7325,0,0,0,0
5.537,2.7425,0,0,0,0
5.547,2.7525,0,0,0,0
5.557,2.7625,0,0,0,0
5.567,2.7725,0,0,0,0
5.577,2.7825,0,0,0,0
5.587,2.7925,0,0,0,0
5.597,2.8025,0,0,0,0
5.607,2.8125,0,0,0,0
5.617,2.8225,0,0,0,0
5.627,2.8325,0,0,0,0
5.637,2.8425,0,0,0,0
5.647,2.8525,0,0,0,0
5.657,2.8625,0,0,0,0
5.667,2.8725,0,0,0,0
5.677,2.8825,0,0,0,0
5.687,2.8925,0,0,0,0
5.697,2.9025,0,0,0,0
5.707,2.9125,0,0,0,0
5.717,2.9225,0,0,0,0
5.727,2.9325,0,0,0,0
5.737,2.9425,0,0,0,0
5.747,2.9525,0,0,0,0
5.757,2.9625,0,0,0,0
5.767,2.9725,0,0,0,0
5.777,2.9825,0,0,0,0
5.787,2.9925,0,0,0,0
5.797,3.0025,0,0,0,0
5.807,3.0125,0,0,0,0
5.817,3.0225,0,0,0,0
5.827,3.0325,0,0,0,0
5.837,3.0425,0,0,0,0
5.847,3.0525,0,0,0,0
5.857,3.0625,0,0,0,0
5.867,3.0725,0,0,0,0
5.877,3.0825,0,0,0,0
5.887,3.0925,0,0,0,0
5.897,3.1025,0,0,0,0
5.907,3.1125,0,0,0,0
5.917,3.1225,0,0,0,0
5.927,3.1325,0,0,0,0
5.937,3.1425,0,0,0,0
5.947,3.1525,0,0,0,0
5.957,3.1625,0,0,0,0
5.967,3.1725,0,0,0,0
5.977,3.1825,0,0,0,0
5.987,3.1925,0,0,0,0
5.997,3.2025,0,0,0,0
6.007,3.2125,0,0,0,0
6.017,3.2225,0,0,0,0
6.027,3.2325,0,0,0,0
6.037,3.2425,0,0,0,0
6.047,3.2525,0,0,0,0
6.057,3.2625,0,0,0,0
6.067,3.2725,0,0,0,0
6.077,3.2825,0,0,0,0
6.087,3.2925,0,0,0,0
6.097,3.3025,0,0,0,0
6.107,3.3125,0,0,0,0
6.117,3.3225,0,0,0,0
6.127,3.3325,0,0,0,0
6.137,3.3425,0,0,0,0
6.147,3.3525,0,0,0,0
6.157,3.3625,0,0,0,0
6.167,3.3725,0,0,0,0
6.177,3.3825,0,0,0,0
6.187,3.3925,0,0,0,0
6.197,3.4025,0,0,0,0
6.207,3.4125,0,0,0,0
6.217,3.4225,0,0,0,0
6.227,3.4325,0,0,0,0
6.237,3.4425,0,0,0,0
6.247,3.4525,0,0,0,0
6.257,3.4625,0,0,0,0
6.267,3.4725,0,0,0,0
6.277,3.4825,0,0,0,0
6.287,3.4925,0,0,0,0
6.297,3.5025,0,0,0,0
6.307,3.5125,0,0,0,0
6.317,3.5225,0,0,0,0
6.327,3.5325,0,0,0,0
6.337,3.5425,0,0,0,0
6.347,3.5525,0,0,0,0
6.357,3.5625,0,0,0,0
6.367,3.5725,0,0,0,0
6.377,3.5825,0,0,0,0
6.387,3.5925,0,0,0,0
6.397,3.6025,0,0,0,0
6.407,3.6125,0,0,0,0
6.417,3.6225,0,0,0,0
6.427,3.6325,0,0,0,0
6.437,3.6425,0,0,0,0
6.447,3.6525,0,0,0,0
6.457,3.6625,0,0,0,0
6.467,3.6725,0,0,0,0
6.477,3.6825,0,0,0,0
6.487,3.6925,0,0,0,0
6.497,3.7025,0,0,0,0
6.507,3.7125,0,0,0,0
6.517,3.7225,0,0,0,0
6.527,3.7325,0,0,0,0
6.537,3.7425,0,0,0,0
6.547,3.7525,0,0,0,0
6.557,3.7625,0,0,0,0
6.567,3.7725,0,0,0,0
6.577,3.7825,0,0,0,0
6.587,3.7925,0,0,0,0
6.597,3.8025,0,0,0,0
6.607,3.8125,0,0,0,0
6.617,3.8225,0,0,0,0
6.627,3.8325,0,0,0,0
6.637,3.8425,0,0,0,0
6.647,3.8525,0,0,0,0
6.657,3.8625,0,0,0,0
6.667,3.8725,0,0,0,0
6.677,3.8825,0,0,0,0
6.687,3.8925,0,0,0,0
6.697,3.9025,0,0,0,0
6.707,3.9125,0,0,0,0
6.717,3.9225,0,0,0,0
6.727,3.9325,0,0,0,0
6.737,3.9425,0,0,0,0
6.747,3.9525,0,0,0,0
6.757,3.9625,0,0,0,0
6.767,3.9725,0,0,0,0
6.777,3.9825,0,0,0,0
6.787,3.9925,0,0,0,0
6.797,4.0025,0,0,0,0
6.807,4.0125,0,0,0,0
6.817,4.0225,0,0,0,0
6.827,4.0325,0,0,0,0
6.837,4.0425,0,0,0,0
6.847,4.0525,0,0,0,0
6.857,4.0625,0,0,0,0
6.867,4.0725,0,0,0,0
6.877,4.0825,0,0,0,0
6.887,4.0925,0,0,0,0
6.897,4.1025,0,0,0,0
6.907,4.1125,0,0,0,0
6.917,4.1225,0,0,0,0
6.927,4.1325,0,0,0,0
6.937,4.1425,0,0,0,0
6.947,4.1525,0,0,0,0
6.957,4.1625,0,0,0,0
6.967,4.1725,0,0,0,0
6.977,4.1825,0,0,0,0
6.987,4.1925,0,0,0,0
